"","Sample.ID","Module","value","lifestage","hpf","group","Cluster"
"106","Larvae1-rep4","1",0.19710952205192,"Embryo (38 hpf)","38","Embryo","Cluster3"
"107","Larvae1-rep4","8",0.0455726486287421,"Embryo (38 hpf)","38","Embryo","Cluster3"
"108","Larvae1-rep4","7",-0.118105135091719,"Embryo (38 hpf)","38","Embryo","Cluster2"
"109","Larvae2-rep3","4",-0.0228437630488092,"Embryo (65 hpf)","65","Embryo","Cluster3"
"110","Larvae2-rep3","1",0.103046862827591,"Embryo (65 hpf)","65","Embryo","Cluster3"
"111","Larvae2-rep3","8",0.256527575183599,"Embryo (65 hpf)","65","Embryo","Cluster3"
"112","Larvae2-rep3","0",-0.313838523733775,"Embryo (65 hpf)","65","Embryo","Cluster1"
"113","Larvae2-rep3","3",-0.121947085748992,"Embryo (65 hpf)","65","Embryo","Cluster2"
"114","Larvae2-rep3","7",-0.0825928926818053,"Embryo (65 hpf)","65","Embryo","Cluster2"
"115","Larvae2-rep3","6",-0.122197555377024,"Embryo (65 hpf)","65","Embryo","Cluster2"
"116","Larvae2-rep3","2",-0.109250050510939,"Embryo (65 hpf)","65","Embryo","Cluster1"
"117","Larvae2-rep3","5",-0.0744037848884016,"Embryo (65 hpf)","65","Embryo","Cluster1"
"118","Larvae2-rep4","7",-0.121433673148304,"Embryo (65 hpf)","65","Embryo","Cluster2"
"119","Larvae2-rep4","8",0.0638106973235907,"Embryo (65 hpf)","65","Embryo","Cluster3"
"120","Larvae2-rep4","0",-0.0973540068583929,"Embryo (65 hpf)","65","Embryo","Cluster1"
"121","Larvae2-rep4","3",-0.114827368927978,"Embryo (65 hpf)","65","Embryo","Cluster2"
"122","Larvae2-rep4","4",0.0333141862131264,"Embryo (65 hpf)","65","Embryo","Cluster3"
"123","Larvae2-rep4","1",0.058729525434526,"Embryo (65 hpf)","65","Embryo","Cluster3"
"124","Larvae2-rep4","6",-0.0668696526448679,"Embryo (65 hpf)","65","Embryo","Cluster2"
"125","Larvae2-rep4","2",-0.0820855743475748,"Embryo (65 hpf)","65","Embryo","Cluster1"
"126","Larvae2-rep4","5",-0.136813216803649,"Embryo (65 hpf)","65","Embryo","Cluster1"
"127","Larvae3-rep1","4",-0.0828129472313953,"Larvae (93 hpf) ","93","Larvae","Cluster3"
"128","Larvae3-rep1","6",-0.0412589075431517,"Larvae (93 hpf) ","93","Larvae","Cluster2"
"129","Larvae3-rep1","2",0.015825959527207,"Larvae (93 hpf) ","93","Larvae","Cluster1"
"130","Larvae3-rep1","5",0.276546430095956,"Larvae (93 hpf) ","93","Larvae","Cluster1"
"131","Larvae3-rep1","3",-0.159645141451562,"Larvae (93 hpf) ","93","Larvae","Cluster2"
"132","Larvae3-rep1","1",-0.0412054470601158,"Larvae (93 hpf) ","93","Larvae","Cluster3"
"133","Larvae3-rep1","8",0.0924512574222575,"Larvae (93 hpf) ","93","Larvae","Cluster3"
"134","Larvae3-rep1","0",-0.305199798306513,"Larvae (93 hpf) ","93","Larvae","Cluster1"
"135","Larvae3-rep1","7",-0.0346211388296288,"Larvae (93 hpf) ","93","Larvae","Cluster2"
"136","Larvae3-rep2","4",-0.0796153406678041,"Larvae (93 hpf) ","93","Larvae","Cluster3"
"137","Larvae3-rep2","5",0.0727579088850002,"Larvae (93 hpf) ","93","Larvae","Cluster1"
"138","Larvae3-rep2","3",-0.115824516538605,"Larvae (93 hpf) ","93","Larvae","Cluster2"
"139","Larvae3-rep2","1",-0.0188084447717456,"Larvae (93 hpf) ","93","Larvae","Cluster3"
"140","Larvae3-rep2","8",-0.00303475312915774,"Larvae (93 hpf) ","93","Larvae","Cluster3"
"141","Larvae3-rep2","0",0.0336377176376444,"Larvae (93 hpf) ","93","Larvae","Cluster1"
"142","Larvae3-rep2","7",-0.0499248101347156,"Larvae (93 hpf) ","93","Larvae","Cluster2"
"143","Larvae3-rep2","6",-0.061145585738622,"Larvae (93 hpf) ","93","Larvae","Cluster2"
"144","Larvae3-rep2","2",0.018617623453028,"Larvae (93 hpf) ","93","Larvae","Cluster1"
"145","Larvae3-rep3","8",0.0628110919778883,"Larvae (93 hpf) ","93","Larvae","Cluster3"
"146","Larvae3-rep3","6",-0.0370025427189574,"Larvae (93 hpf) ","93","Larvae","Cluster2"
"147","Larvae3-rep3","0",0.0905166952596282,"Larvae (93 hpf) ","93","Larvae","Cluster1"
"148","Larvae3-rep3","3",-0.132250827214151,"Larvae (93 hpf) ","93","Larvae","Cluster2"
"149","Larvae3-rep3","7",-0.0926527593066669,"Larvae (93 hpf) ","93","Larvae","Cluster2"
"150","Larvae3-rep3","1",-0.0287305654542161,"Larvae (93 hpf) ","93","Larvae","Cluster3"
"151","Larvae3-rep3","4",-0.0352551833893224,"Larvae (93 hpf) ","93","Larvae","Cluster3"
"152","Larvae3-rep3","2",0.0141665221624957,"Larvae (93 hpf) ","93","Larvae","Cluster1"
"153","Larvae3-rep3","5",-0.0494376775850957,"Larvae (93 hpf) ","93","Larvae","Cluster1"
"154","Larvae3-rep4","4",-0.0579611369442641,"Larvae (93 hpf) ","93","Larvae","Cluster3"
"155","Larvae3-rep4","1",-0.0672873884560248,"Larvae (93 hpf) ","93","Larvae","Cluster3"
"156","Larvae3-rep4","2",-0.0205518708881129,"Larvae (93 hpf) ","93","Larvae","Cluster1"
"157","Larvae3-rep4","5",-0.0152795219066955,"Larvae (93 hpf) ","93","Larvae","Cluster1"
"158","Larvae3-rep4","3",-0.0694923441513936,"Larvae (93 hpf) ","93","Larvae","Cluster2"
"159","Larvae3-rep4","7",-0.108459263432499,"Larvae (93 hpf) ","93","Larvae","Cluster2"
"160","Larvae3-rep4","8",-0.0401585592961847,"Larvae (93 hpf) ","93","Larvae","Cluster3"
"161","Larvae3-rep4","0",0.154822447956016,"Larvae (93 hpf) ","93","Larvae","Cluster1"
"162","Larvae3-rep4","6",-0.0373765339759645,"Larvae (93 hpf) ","93","Larvae","Cluster2"
"163","Larvae4-rep3","4",-0.022339386454071,"Larvae (163 hpf)","163","Larvae","Cluster3"
"164","Larvae4-rep3","1",-0.0485393322634608,"Larvae (163 hpf)","163","Larvae","Cluster3"
"165","Larvae4-rep3","8",-0.00649276553259804,"Larvae (163 hpf)","163","Larvae","Cluster3"
"166","Larvae4-rep3","0",0.178375806989082,"Larvae (163 hpf)","163","Larvae","Cluster1"
"167","Larvae4-rep3","3",-0.120320102632702,"Larvae (163 hpf)","163","Larvae","Cluster2"
"168","Larvae4-rep3","7",-0.00896638908511041,"Larvae (163 hpf)","163","Larvae","Cluster2"
"169","Larvae4-rep3","6",-0.0763238646370435,"Larvae (163 hpf)","163","Larvae","Cluster2"
"170","Larvae4-rep3","2",-0.0366636689294436,"Larvae (163 hpf)","163","Larvae","Cluster1"
"171","Larvae4-rep3","5",-0.082175726756649,"Larvae (163 hpf)","163","Larvae","Cluster1"
"172","Larvae4-rep4","7",-0.0620912751340058,"Larvae (163 hpf)","163","Larvae","Cluster2"
"173","Larvae4-rep4","8",0.0642277201129084,"Larvae (163 hpf)","163","Larvae","Cluster3"
"174","Larvae4-rep4","0",0.0523864245862798,"Larvae (163 hpf)","163","Larvae","Cluster1"
"175","Larvae4-rep4","3",-0.126869591076052,"Larvae (163 hpf)","163","Larvae","Cluster2"
"176","Larvae4-rep4","4",-0.0718896159359633,"Larvae (163 hpf)","163","Larvae","Cluster3"
"177","Larvae4-rep4","1",-0.000101165637539847,"Larvae (163 hpf)","163","Larvae","Cluster3"
"178","Larvae4-rep4","6",-0.075928622411003,"Larvae (163 hpf)","163","Larvae","Cluster2"
"179","Larvae4-rep4","2",-0.0733795210770952,"Larvae (163 hpf)","163","Larvae","Cluster1"
"180","Larvae4-rep4","5",-0.0215731708760015,"Larvae (163 hpf)","163","Larvae","Cluster1"
"181","Larvae5-rep1","6",-0.0486721801134372,"Larvae (183 hpf)","183","Larvae","Cluster2"
"182","Larvae5-rep1","4",-0.0469902336358237,"Larvae (183 hpf)","183","Larvae","Cluster3"
"183","Larvae5-rep1","2",0.073667415210757,"Larvae (183 hpf)","183","Larvae","Cluster1"
"184","Larvae5-rep1","5",0.104170285987804,"Larvae (183 hpf)","183","Larvae","Cluster1"
"185","Larvae5-rep1","0",0.194495089502499,"Larvae (183 hpf)","183","Larvae","Cluster1"
"186","Larvae5-rep1","3",-0.145012004813259,"Larvae (183 hpf)","183","Larvae","Cluster2"
"187","Larvae5-rep1","1",-0.0737942415220554,"Larvae (183 hpf)","183","Larvae","Cluster3"
"188","Larvae5-rep1","8",0.0953223555337883,"Larvae (183 hpf)","183","Larvae","Cluster3"
"189","Larvae5-rep1","7",0.0167956229217092,"Larvae (183 hpf)","183","Larvae","Cluster2"
"190","Larvae5-rep2","4",-0.0521698166976983,"Larvae (183 hpf)","183","Larvae","Cluster3"
"191","Larvae5-rep2","1",-0.0699595808135007,"Larvae (183 hpf)","183","Larvae","Cluster3"
"192","Larvae5-rep2","8",-0.00867179152629849,"Larvae (183 hpf)","183","Larvae","Cluster3"
"193","Larvae5-rep2","0",0.260947353094484,"Larvae (183 hpf)","183","Larvae","Cluster1"
"194","Larvae5-rep2","3",-0.103190204398726,"Larvae (183 hpf)","183","Larvae","Cluster2"
"195","Larvae5-rep2","7",0.00669878155322729,"Larvae (183 hpf)","183","Larvae","Cluster2"
"196","Larvae5-rep2","6",-0.0570540090330462,"Larvae (183 hpf)","183","Larvae","Cluster2"
"197","Larvae5-rep2","2",-0.00867526346189687,"Larvae (183 hpf)","183","Larvae","Cluster1"
"198","Larvae5-rep2","5",0.0634572929313879,"Larvae (183 hpf)","183","Larvae","Cluster1"
"199","Larvae5-rep3","7",0.0490029213135578,"Larvae (183 hpf)","183","Larvae","Cluster2"
"200","Larvae5-rep3","8",-0.0142525845677346,"Larvae (183 hpf)","183","Larvae","Cluster3"
"201","Larvae5-rep3","0",0.138711638894985,"Larvae (183 hpf)","183","Larvae","Cluster1"
"202","Larvae5-rep3","3",-0.0954184863231685,"Larvae (183 hpf)","183","Larvae","Cluster2"
"203","Larvae5-rep3","4",-0.0450780994188842,"Larvae (183 hpf)","183","Larvae","Cluster3"
"204","Larvae5-rep3","1",-0.0589556704250642,"Larvae (183 hpf)","183","Larvae","Cluster3"
"205","Larvae5-rep3","6",-0.0421979776526733,"Larvae (183 hpf)","183","Larvae","Cluster2"
"206","Larvae5-rep3","2",-0.000577438113424804,"Larvae (183 hpf)","183","Larvae","Cluster1"
"207","Larvae5-rep3","5",0.00896649317275804,"Larvae (183 hpf)","183","Larvae","Cluster1"
"208","Larvae5-rep4","4",0.0884583829226921,"Larvae (183 hpf)","183","Larvae","Cluster3"
"209","Larvae5-rep4","6",0.126560332219261,"Larvae (183 hpf)","183","Larvae","Cluster2"
"210","Larvae5-rep4","2",0.586268844122666,"Larvae (183 hpf)","183","Larvae","Cluster1"
"211","Larvae5-rep4","5",0.267217607464927,"Larvae (183 hpf)","183","Larvae","Cluster1"
"212","Larvae5-rep4","3",-0.155747028748555,"Larvae (183 hpf)","183","Larvae","Cluster2"
"213","Larvae5-rep4","1",-0.0682259569924825,"Larvae (183 hpf)","183","Larvae","Cluster3"
"214","Larvae5-rep4","8",-0.0596883839538845,"Larvae (183 hpf)","183","Larvae","Cluster3"
"215","Larvae5-rep4","0",0.0568048300711714,"Larvae (183 hpf)","183","Larvae","Cluster1"
"216","Larvae5-rep4","7",-0.124248197297188,"Larvae (183 hpf)","183","Larvae","Cluster2"
"217","Larvae6-rep3","4",-0.0498764227411943,"Larvae (231 hpf) ","231","Larvae","Cluster3"
"218","Larvae6-rep3","3",-0.0604350046779612,"Larvae (231 hpf) ","231","Larvae","Cluster2"
"219","Larvae6-rep3","1",-0.094086365012804,"Larvae (231 hpf) ","231","Larvae","Cluster3"
"220","Larvae6-rep3","8",-0.0969409270409839,"Larvae (231 hpf) ","231","Larvae","Cluster3"
"221","Larvae6-rep3","0",0.0324877230211082,"Larvae (231 hpf) ","231","Larvae","Cluster1"
"222","Larvae6-rep3","5",0.0457289893990762,"Larvae (231 hpf) ","231","Larvae","Cluster1"
"223","Larvae6-rep3","7",0.188108954069478,"Larvae (231 hpf) ","231","Larvae","Cluster2"
"224","Larvae6-rep3","6",-0.0480544012307557,"Larvae (231 hpf) ","231","Larvae","Cluster2"
"225","Larvae6-rep3","2",0.0373961780075259,"Larvae (231 hpf) ","231","Larvae","Cluster1"
"226","Larvae6-rep4","1",-0.137113527961222,"Larvae (231 hpf) ","231","Larvae","Cluster3"
"227","Larvae6-rep4","8",-0.0841037550766795,"Larvae (231 hpf) ","231","Larvae","Cluster3"
"228","Larvae6-rep4","0",0.0747997608925283,"Larvae (231 hpf) ","231","Larvae","Cluster1"
"229","Larvae6-rep4","3",-0.0706460935016007,"Larvae (231 hpf) ","231","Larvae","Cluster2"
"230","Larvae6-rep4","7",-0.0209245674024445,"Larvae (231 hpf) ","231","Larvae","Cluster2"
"231","Larvae6-rep4","4",0.0439887052624204,"Larvae (231 hpf) ","231","Larvae","Cluster3"
"232","Larvae6-rep4","6",0.320825100841396,"Larvae (231 hpf) ","231","Larvae","Cluster2"
"233","Larvae6-rep4","2",0.511753477659337,"Larvae (231 hpf) ","231","Larvae","Cluster1"
"234","Larvae6-rep4","5",0.247500192528317,"Larvae (231 hpf) ","231","Larvae","Cluster1"
"235","Recruit1-rep1","4",-0.0626326564112374,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster3"
"236","Recruit1-rep1","6",-0.0713305950230567,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster2"
"237","Recruit1-rep1","2",0.0250045801244222,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster1"
"238","Recruit1-rep1","5",0.0209835391450085,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster1"
"239","Recruit1-rep1","3",-0.0674096310506348,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster2"
"240","Recruit1-rep1","1",-0.0709545571511125,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster3"
"241","Recruit1-rep1","8",-0.0539838557053201,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster3"
"242","Recruit1-rep1","0",0.22087483966965,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster1"
"243","Recruit1-rep1","7",-0.0956623025034526,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster2"
"244","Recruit1-rep2","4",-0.0594407135707288,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster3"
"245","Recruit1-rep2","1",-0.037022731432512,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster3"
"246","Recruit1-rep2","8",-0.0171452560588807,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster3"
"247","Recruit1-rep2","0",-0.500559713147459,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster1"
"248","Recruit1-rep2","3",-0.0436554873260649,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster2"
"249","Recruit1-rep2","7",-0.0326746348030111,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster2"
"250","Recruit1-rep2","6",-0.0864921156217598,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster2"
"251","Recruit1-rep2","2",-0.0756982962793867,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster1"
"252","Recruit1-rep2","5",0.0112016905222613,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster1"
"253","Recruit1-rep3","1",-0.0876233354252159,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster3"
"254","Recruit1-rep3","8",0.033943366689909,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster3"
"255","Recruit1-rep3","0",0.247209525281974,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster1"
"256","Recruit1-rep3","3",-0.0763432416002463,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster2"
"257","Recruit1-rep3","4",-0.059683255030219,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster3"
"258","Recruit1-rep3","2",0.0539631894417567,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster1"
"259","Recruit1-rep3","5",0.0512994160378586,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster1"
"260","Recruit1-rep3","7",-0.0640912368565828,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster2"
"261","Recruit1-rep3","6",-0.0553715112224277,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster2"
"262","Recruit1-rep4","7",0.0189149636536034,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster2"
"263","Recruit1-rep4","6",0.030235586638045,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster2"
"264","Recruit1-rep4","2",0.0878259870569076,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster1"
"265","Recruit1-rep4","5",0.253292956460762,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster1"
