"Position (bp)"	"AH10_S41_L002_R1_001 - illumina_universal_adapter"	"AH11_S42_L002_R1_001 - illumina_universal_adapter"	"AH12_S43_L002_R1_001 - illumina_universal_adapter"	"AH13_S44_L002_R1_001 - illumina_universal_adapter"	"AH14_S45_L002_R1_001 - illumina_universal_adapter"	"AH15_S46_L002_R1_001 - illumina_universal_adapter"	"AH16_S47_L002_R1_001 - illumina_universal_adapter"	"AH17_S48_L002_R1_001 - illumina_universal_adapter"	"AH18_S49_L002_R1_001 - illumina_universal_adapter"	"AH19_S50_L002_R1_001 - illumina_universal_adapter"	"AH1_S32_L002_R1_001 - illumina_universal_adapter"	"AH20_S51_L002_R1_001 - illumina_universal_adapter"	"AH21_S52_L002_R1_001 - illumina_universal_adapter"	"AH22_S53_L002_R1_001 - illumina_universal_adapter"	"AH23_S54_L002_R1_001 - illumina_universal_adapter"	"AH24_S55_L002_R1_001 - illumina_universal_adapter"	"AH25_S56_L002_R1_001 - illumina_universal_adapter"	"AH26_S57_L002_R1_001 - illumina_universal_adapter"	"AH27_S58_L002_R1_001 - illumina_universal_adapter"	"AH28_S59_L002_R1_001 - illumina_universal_adapter"	"AH29_S60_L002_R1_001 - illumina_universal_adapter"	"AH2_S33_L002_R1_001 - illumina_universal_adapter"	"AH30_S61_L002_R1_001 - illumina_universal_adapter"	"AH31_S62_L002_R1_001 - illumina_universal_adapter"	"AH32_S63_L002_R1_001 - illumina_universal_adapter"	"AH33_S64_L002_R1_001 - illumina_universal_adapter"	"AH34_S65_L002_R1_001 - illumina_universal_adapter"	"AH35_S66_L002_R1_001 - illumina_universal_adapter"	"AH36_S67_L002_R1_001 - illumina_universal_adapter"	"AH37_S68_L002_R1_001 - illumina_universal_adapter"	"AH38_S69_L002_R1_001 - illumina_universal_adapter"	"AH39_S70_L002_R1_001 - illumina_universal_adapter"	"AH3_S34_L002_R1_001 - illumina_universal_adapter"	"AH4_S35_L002_R1_001 - illumina_universal_adapter"	"AH5_S36_L002_R1_001 - illumina_universal_adapter"	"AH6_S37_L002_R1_001 - illumina_universal_adapter"	"AH7_S38_L002_R1_001 - illumina_universal_adapter"	"AH8_S39_L002_R1_001 - illumina_universal_adapter"	"AH9_S40_L002_R1_001 - illumina_universal_adapter"
66	2.461597090076711	2.2357071349333046	2.0250314123952107	2.2104782221572146	2.2521778715776355	2.96409222884785	3.250258774076137	2.898704598428089	2.7398172977329183	3.3920505637570484	3.3168067235924523	1.7849348370897926	2.1827050075542327	1.6924256566940636	2.2407492916225604	3.3610251094843804	2.0179948900081586	1.6876579014683157	1.9191809557041706	1.8033657749599943	1.2141545028438814	2.8776678123794555	1.4998088780634227	2.0912664829433156	2.275096224442121	3.4584693027555717	2.6557469269401666	3.110079606584844	3.2701906745547378	3.681959261045918	2.710006809442143	2.5081606384299757	2.8204236159978295	3.544826255147149	2.676530153238912	3.0268313401124263	1.7935271447996637	2.5693616575347864	2.9776982624822668
68	2.587140073609006	2.348548391460808	2.145114384643491	2.3181637760148344	2.387703559502976	3.106879547521033	3.4206099175305624	3.036195763719077	2.865626182900822	3.563022778386266	3.518770351434128	1.8772054710340806	2.273649614897103	1.7646655382224627	2.341896457919872	3.517402347702637	2.1082258166949197	1.7910391975247357	2.0115059810559903	1.919430400600497	1.2892791192560824	3.0564778388499825	1.5831364790414668	2.2223293606961168	2.416165150065633	3.6111201706112412	2.782319180726843	3.2589994439136585	3.405639209046004	3.838583480823454	2.836039356355373	2.6134207753103595	2.980561034486657	3.749834931077376	2.779181873408799	3.1590027046231848	1.878506560453161	2.6963585210987357	3.1279726418679
70	2.7076694406145982	2.459170973240618	2.2607646870844373	2.4241586027831334	2.5170337109443683	3.2458533476503337	3.585165423724227	3.1700895624663836	2.9902803710532586	3.7316503254728453	3.7135313588119763	1.9680453706950436	2.366223971639606	1.8404249142912836	2.4435581062431107	3.664714606779233	2.1990185493680903	1.8937080024434942	2.1031021836427053	2.0314979279558245	1.360996746375476	3.231434869084488	1.6666399591022505	2.3511968563275936	2.5521864640576677	3.76609915906643	2.910376342362075	3.414461473497112	3.547099887288536	3.999706707226858	2.9655793682642204	2.720594221281324	3.1333928165009692	3.947663686037524	2.880563834751157	3.2870904199944877	1.9600219816866247	2.8194148119632323	3.2770916142465256
72	2.81877928566093	2.562271706485565	2.3624068366200377	2.5218374114260516	2.6397401246761394	3.3762916547036657	3.7321423336347666	3.2926576368779568	3.107409120035931	3.8803423073225263	3.8807181550111425	2.056387349025283	2.4518317235541023	1.9090550578295067	2.534248425363449	3.8030761511571303	2.2858297874419264	1.9843929400304385	2.1915812673263595	2.130235182121882	1.4242521759003446	3.384547182153276	1.7406557397552387	2.464050976485879	2.669032415956571	3.916155249337614	3.031611536055392	3.5617351423202948	3.679068390407579	4.151529809225789	3.092887356994039	2.826717223045695	3.2657154905729557	4.114775769452045	2.9732010222552288	3.4034332309243567	2.0369578848732646	2.9321433381154276	3.416478962658913
74	2.930686751518328	2.666738818690982	2.4652172867250126	2.6232810367853068	2.7650960334917585	3.506150945852429	3.883854978271998	3.415796137697991	3.228360314311182	4.0317677709304585	4.047818949771935	2.144166415506345	2.5417204369197464	1.9796555166873675	2.6269195002836083	3.94321514242555	2.375535547663131	2.0772503915781213	2.2827065382802383	2.229765904930158	1.4918090550338317	3.5427414643954362	1.8165964192582122	2.578641313877369	2.7880893051816584	4.0668472139575655	3.155698183226008	3.714435856991076	3.8122315311618626	4.307051731554154	3.2240807194058707	2.9334967524391877	3.401440351557892	4.28710541601524	3.0689187550886965	3.526236916141147	2.1166649835959315	3.049061429198085	3.5563308561565923
76	3.0415813655521498	2.768053789334127	2.562151872201662	2.7218445282075203	2.8870397137903008	3.630888941155612	4.030290661356631	3.531583498189632	3.342263875078241	4.176983989337536	4.206265849796338	2.227946462392211	2.627454437027172	2.048827120924117	2.7166580276559813	4.0792406137473325	2.462126948611851	2.1671877974796505	2.372744181415423	2.3239803878355705	1.5551247852541483	3.6967395237253777	1.8909639580766802	2.689601378872159	2.9005968140254077	4.215395666659898	3.28137734026319	3.865054965035381	3.9484981327294353	4.457356112623119	3.35236890879103	3.034677039052889	3.5300728793230434	4.443516877662458	3.159115797367691	3.647899062549501	2.193600886782572	3.1618765613436746	3.692680794395919
78	3.14889301626007	2.8635379745122975	2.6547568732153346	2.8173706087541524	3.005531021706858	3.7527218739031145	4.171990609714571	3.6449511466582853	3.4542296684400338	4.317074929447893	4.359025904708256	2.312265966466872	2.715414996173532	2.1187206727589016	2.8062036242686315	4.210009920692858	2.5488160549495107	2.2573237664851176	2.459541366410375	2.4183535644694265	1.6203902379606143	3.8463199235778127	1.9646475226844933	2.7961706796243	3.0078342269784413	4.35927762212531	3.405614630259022	4.017819402357993	4.077843627127624	4.605782505445349	3.4766418183832264	3.1377706347571728	3.6546099845973723	4.597077148827988	3.2471266461871133	3.7632180190841753	2.2693625545725897	3.270242310578619	3.8242423448330083
80	3.2512037110890817	2.9563299872832056	2.7450367270174088	2.9090630639238353	3.117639455103235	3.8666083125120547	4.30441077311997	3.75422460558234	3.5605945176578393	4.448423440831431	4.500240266518458	2.3934425460502937	2.797992791457726	2.1818910875869832	2.8906558488246015	4.334532771423123	2.63444261518244	2.346490280336062	2.543580237555856	2.5060219310765364	1.683816519455919	3.9882607619277914	2.0344715185321833	2.9000136888532273	3.113110997396934	4.496605969383266	3.5253649161037828	4.161652047982308	4.202968934227407	4.7515307237244135	3.594986285457578	3.2395699331354746	3.7704976428923835	4.738840186502488	3.3295726389276257	3.8737236831173	2.343398096329575	3.3753278578137444	3.9469060701748955
82	3.3469688510082305	3.0420330636651425	2.8231983258940074	2.993501120303293	3.2247566679628674	3.9734167808392855	4.42481119076667	3.8527611674310074	3.656965265121089	4.565774640452891	4.625587362948646	2.4688375518494583	2.8729383096239225	2.242143630873006	2.9716739058575063	4.446042171704924	2.7116054460983796	2.4286136440884842	2.6210597038153987	2.5842381024832197	1.7401976696997246	4.11740256680409	2.0980615780027643	2.9947738426390274	3.206957638997041	4.626457665024265	3.636001311022987	4.296829033399591	4.320381037464875	4.886443766336457	3.705371050824703	3.329964408699329	3.8744083234342845	4.865054424262684	3.40329594059207	3.9728963381553344	2.4134177530301146	3.467400854541337	4.061255629631306
84	3.4402904859030015	3.1280608241564978	2.8977633916452765	3.076818578495642	3.3306428022986916	4.080335062527728	4.545921968622375	3.952723795300827	3.751929140358598	4.674666185322522	4.746516135482366	2.541746363648091	2.9440389964600007	2.29931285629242	3.052447583928096	4.555278979176702	2.7860569524712133	2.5093937868436758	2.6956350916724485	2.658913420074003	1.7940562408506258	4.23819621316901	2.157489165848503	3.0827756632278085	3.297703406234009	4.7509351968143925	3.7452388797080456	4.428957951970963	4.434222212988308	5.013893846959308	3.8132285518515516	3.419364713853371	3.9770925102614862	4.986074185436811	3.4772069457353663	4.065561045141152	2.4795976599837015	3.55388776469498	4.173580248972343
86	3.5361948929478926	3.214183284179767	2.9694535216817117	3.1634978312493156	3.439727064538756	4.192155013339328	4.668712804750168	4.0591819238863485	3.8454463262319027	4.784170407137969	4.868412424197794	2.614139172918311	3.014496965222984	2.3586028027810624	3.139407908360462	4.66380480789227	2.861595431296013	2.5878729336296984	2.7720829934029205	2.731892698442044	1.8467188482084764	4.359277727068804	2.215324070889432	3.1706196458862985	3.3854595412374575	4.876356284089788	3.854476448393104	4.561076250100363	4.546764869343001	5.142976960840189	3.9194799409612155	3.5114286453884187	4.076609143755942	5.105385540978187	3.5497046540967165	4.159190764315544	2.5480555836067342	3.6418361509871566	4.287894074191424
88	3.627490824195511	3.2945290727562977	3.043812416744267	3.2454587758467444	3.5427362218895935	4.293263169916409	4.782020895865704	4.156605234195922	3.939600586320636	4.888443310416074	4.982213827526266	2.690988367661183	3.085987873746298	2.4168248684476112	3.2183937613909537	4.773143183757792	2.937512518502958	2.665230782887598	2.8498988394002036	2.8050901806866957	1.9004367177366657	4.481444280138513	2.2744194426899966	3.2576600899905785	3.4750372661134223	4.99786982093163	3.9629285223466795	4.693088343810045	4.658294680746078	5.270067774146275	4.027302013048715	3.6056591180995667	4.1743873557243445	5.22415436229835	3.62029220352622	4.254526907481928	2.614810865904666	3.7321878535960322	4.39541839431778
