"Position in Read (bp)"	"AH10_S41_L002_R1_001"	"AH11_S42_L002_R1_001"	"AH12_S43_L002_R1_001"	"AH13_S44_L002_R1_001"	"AH14_S45_L002_R1_001"	"AH15_S46_L002_R1_001"	"AH16_S47_L002_R1_001"	"AH17_S48_L002_R1_001"	"AH18_S49_L002_R1_001"	"AH19_S50_L002_R1_001"	"AH1_S32_L002_R1_001"	"AH20_S51_L002_R1_001"	"AH21_S52_L002_R1_001"	"AH22_S53_L002_R1_001"	"AH23_S54_L002_R1_001"	"AH24_S55_L002_R1_001"	"AH25_S56_L002_R1_001"	"AH26_S57_L002_R1_001"	"AH27_S58_L002_R1_001"	"AH28_S59_L002_R1_001"	"AH29_S60_L002_R1_001"	"AH2_S33_L002_R1_001"	"AH30_S61_L002_R1_001"	"AH31_S62_L002_R1_001"	"AH32_S63_L002_R1_001"	"AH33_S64_L002_R1_001"	"AH34_S65_L002_R1_001"	"AH35_S66_L002_R1_001"	"AH36_S67_L002_R1_001"	"AH37_S68_L002_R1_001"	"AH38_S69_L002_R1_001"	"AH39_S70_L002_R1_001"	"AH3_S34_L002_R1_001"	"AH4_S35_L002_R1_001"	"AH5_S36_L002_R1_001"	"AH6_S37_L002_R1_001"	"AH7_S38_L002_R1_001"	"AH8_S39_L002_R1_001"	"AH9_S40_L002_R1_001"
76	0.002342219842020437	0.0027462864254985254	0.0026802189532714135	0.0022805156088514674	0.002555826065732635	0.0026155546033960683	0.002345316245599713	0.0026313218196749636	0.002561569241207447	0.002497836779091315	0.00255854279162819	0.00265037662320909	0.0024446240994486857	0.003083317866608751	0.0026238583322293406	0.0024630335482943746	0.002809029932045902	0.0027682032725535564	0.0025228480330531217	0.002539099655099018	0.002170825036125142	0.002568664157347509	0.00234505443653032	0.002826733842489799	0.00247513738403008	0.0026460577739023626	0.0028084126700945802	0.002378979001686951	0.0024801716122933404	0.002621018379136106	0.0024327871686774163	0.002860584669742217	0.0026556255213931435	0.002470262198708815	0.0026830556094743	0.0029303418896962823	0.002536348456702418	0.0024899223100936256	0.002691979212203004
78	0.0016712055089010682	0.0019075191428339511	0.001855536198418671	0.0018381742192035535	0.002074099686851091	0.0019466914032909666	0.001905569449549767	0.0019412898739560047	0.00196431216424198	0.0019205065801503982	0.0019672829028065495	0.0019936461325024126	0.0018248602432504272	0.0021207210692284575	0.0019164455465792735	0.0017774468905217137	0.0019541077788145407	0.001997311221969022	0.001951002478894414	0.001934079815407455	0.001688419472541777	0.0019486417745394895	0.0016903934063322722	0.00199449748277199	0.0019328320021358488	0.001835830781118306	0.0020551985440155737	0.001678029831547046	0.0018309120279233562	0.001926979244473897	0.0020312591893811437	0.0021008884131877266	0.0019517247807829124	0.0018700115709851775	0.0019101589318479583	0.002071245673038336	0.001984457820290318	0.0017862486137628182	0.0020725857651474455
80	0.0012660647794705063	0.001488135501501664	0.0014890105295952297	0.001091108761131521	0.0011240282173902688	0.0015074379584458255	0.0012403114760383097	0.0014720681508671126	0.001446689364205242	0.0013196118832935252	0.0014835248119524798	0.001501098264472405	0.001182142170155937	0.001564219795742976	0.001556308128430148	0.0013330851678912852	0.0015510730494340415	0.0016118651966767544	0.001390369582660387	0.001438161914020928	0.0011356630976025047	0.0014171940178469013	0.0012995510002438858	0.0014061924698680216	0.0012792844906222886	0.0014050771900179216	0.001420346637748983	0.0012638325946461926	0.0013115043604273685	0.0014125737681948483	0.0013699189881872832	0.001519392513108981	0.0014078014812204617	0.0013043907871686732	0.0015016278308168922	0.001576971137426915	0.001291658936283639	0.001255786904221133	0.0015008379678653914
82	0.0036715878604644684	0.0038556237993452205	0.004100505919962248	0.0037254974817013194	0.004161580662004448	0.004132975594679283	0.004465121313737916	0.003845778044140332	0.003623359600257165	0.004194480629040133	0.004117318862157969	0.0044915674632260245	0.004005510848392448	0.004482091337801988	0.003781442890565814	0.004215088340380064	0.004250184418921625	0.004309987373722626	0.004215959379679883	0.0041458736555913655	0.004130597638182561	0.004052289144780984	0.0040452189030148016	0.0044338109509103945	0.004380158853761096	0.004010110812386915	0.003959754262815346	0.0038658408777412956	0.003947498272969505	0.003853958488947794	0.004239663075510643	0.004398735115111803	0.004042096677140568	0.004040148455832174	0.0038976075314585508	0.004130722904752591	0.004485579215094092	0.0038647924552322795	0.00408561446807801
84	0.004089389237689736	0.004532049027300523	0.004627386568895944	0.004059710976101966	0.004696832194095051	0.0045522629738496455	0.004814663638803257	0.0044162044526013374	0.004273706195175119	0.0043358676165358686	0.004590326773215281	0.004913751350108888	0.004384255427180271	0.0052040389358372074	0.004527441828160431	0.0047356263583185655	0.004738711363625261	0.00460199193833798	0.0046981036704411465	0.004740975137255198	0.0046431535494898864	0.004461946790564854	0.004543542970777495	0.0051082093803368955	0.0047277905088215005	0.004563936858087409	0.004605366370883066	0.0044818265121066665	0.004324068831904096	0.004311207801195837	0.004735668226406039	0.004783272726454199	0.004490033512074351	0.0047789184591843425	0.004482800730232781	0.004719144970956664	0.004990500435641332	0.0041354361845902824	0.00460971661558656
86	0.0011141370059340456	0.0015422495197380882	0.0014317408938415669	0.001386003020896797	0.0014317978483423663	0.0015074379584458255	0.0013079648292767631	0.0013248613357804012	0.0013006931898359056	0.0013785231280834145	0.0014835248119524798	0.001501098264472405	0.0012510048208446327	0.001398773471193238	0.001556308128430148	0.0013584772663273097	0.0017464838273154955	0.0017053066573536676	0.0014015822405850677	0.00146791698810412	0.0013668157634862004	0.0015057686439623327	0.0014168037220704016	0.0013631457616067556	0.0014878634836585313	0.001353797000601209	0.001420346637748983	0.0012744530366180095	0.0015971785775501619	0.00146156476593571	0.0015234443920358579	0.001706971835715028	0.0014078014812204617	0.0013621071936805614	0.0013580898764005715	0.0015298973721305893	0.0016087024933714412	0.0012233096566981725	0.0015246607927521438
88	0.00031651619486762657	0.0005681971914824535	0.0005726963575366269	0.0004030221550125438	0.0003612947841611578	0.00046920254335730994	0.00033826676619226636	0.0005428251306322478	0.0004512609025961305	0.0004948544562350719	0.00036550611308974144	0.0004573658774564359	0.00045908433792463577	0.0005414606985264148	0.0005016199752791386	0.0004062735749763917	0.0006595113753499074	0.0005256082163076373	0.00041486834321318	0.00048599954335879647	0.00042210486813544425	0.0005203759284281591	0.000498324067762693	0.000617002818411479	0.00048668431708456626	0.00042049755321704215	0.0005164896864541756	0.0005097812146472038	0.0004804520924337885	0.00048174481111847424	0.000413337625746163	0.0005721169339484434	0.00042660650946074594	0.0003924715642808397	0.0005741518176652823	0.000670801155472643	0.0004931788665810258	0.00047633296367008486	0.00046454508529166877
90	0.0019244184647951698	0.002597472875348359	0.0022564236486943097	0.0022018771395807273	0.0025424447774303697	0.0024158939466482764	0.00217618286250358	0.002272505207901105	0.0023757559283737457	0.002285756297847713	0.002472541353254133	0.0024744666703412303	0.0022265590389344836	0.0025869788929595372	0.0024052034712102287	0.0021456323178440685	0.0023937820290478124	0.0024177977950151316	0.0025789113226765245	0.002301059062433485	0.0020401735293213135	0.002380443076852217	0.0020323805116596104	0.002396266759877139	0.002322179455803502	0.002225560220685321	0.002453326010657334	0.0019329204388706478	0.0024412160372311413	0.002245420729789499	0.0024564064615771974	0.002644868448745263	0.0023463358020341025	0.0022855696978707723	0.0024180624628595544	0.002553751767325676	0.002559833164634848	0.0021868013332126623	0.0025609536753258668
92	0.00024055230809939623	0.00028409859574122674	0.0003550717416727086	0.0002162557904945357	0.00017395674792944636	0.00028950795228429763	0.0001804089419692087	0.00026681235234466414	0.0002654475897624297	0.0002709917260334918	0.00021500359593514201	0.00029318325477976665	0.00022954216896231788	0.0002256086243860061	0.00032155126620457607	0.00020313678748819586	0.00031754251405736284	0.0002569640168615116	0.0002803164481170135	0.0002876323828041856	0.00030150347723960304	0.00027679570661072293	0.000205192263196403	0.0003156758605826171	0.00030591585645315593	0.0002769130228502473	0.0002582448432270878	0.0003292337011263191	0.0002597038337479938	0.0002694504875747398	0.0002361929289978074	0.00031888484843027993	0.00023463358020341023	0.00020777906344279751	0.00036436557659527534	0.0003883585636946881	0.00027007414122294266	0.00022734073266072232	0.00021440542398077023
94	0.00012660647794705064	0.00014881355015016642	0.00027489425161758086	0.00016710674720032305	0.0003479134958588927	0.0002994909851216872	0.0002818889718268886	0.00017480809291546963	0.00017254093334557932	0.00017673373436966853	0.00020425341613838492	0.0003752745661181013	0.00019511084361797023	0.0001804868995088049	0.0002443789623154778	0.0001904407382701836	0.00029311616682218107	0.00026864419944612575	0.00032516707981573563	0.0002082855185823413	0.00027135312951564273	0.0002546520500818651	0.0002540475639574513	0.00021523354130632984	0.00040325271987006915	0.0002358888713168773	0.00030128565043160244	0.0001380657456336177	0.0004285113256841898	0.0002531201549944526	0.0002834315147973689	0.00035640071295148934	0.0002879593938860035	0.00017314921953566457	0.00020978624107000697	0.00017652661986122182	0.0002583317872567278	0.00020568923431208208	0.0002739624861976508
96	0.000012660647794705065	0	0.000022907854301465073	0	0	0.000009983032837389572	0.000022551117746151088	0.000009200425942919455	0	0.000011782248957977902	0.000010750179796757102	0.00004690932076476266	0.000011477108448115895	0	0	0	0.000012213173617590878	0.000011680182584614164	0	0.000009918358027730539	0	0	0.000009771060152209667	0.000014348902753755322	0.000027810532404832358	0	0.00001076020180112866	0.000021240883943633493	0	0.000016330332580287262	0	0.000009378966130302351	0.000010665162736518648	0.00001154328130237764	0.000011041381108947736	0.000011768441324081454	0.000011742353966214899	0	0.00003573423733012837
98	0.0002785342514835114	0.000378798127654969	0.00034361781452197607	0.0003047240684241185	0.00044158251397474844	0.0002994909851216872	0.00031571564844611527	0.00020240937074422798	0.00034508186669115863	0.00025920947707551385	0.00025800431512217043	0.00032836524535333856	0.00035579036189159274	0.0002857709242222744	0.000308689215556393	0.0002793130827962693	0.00042746107661568067	0.00026864419944612575	0.00041486834321318	0.000257877308720994	0.00025125289769966914	0.00028786753487515185	0.0003029028647184997	0.000401769277105149	0.00038934745366765304	0.00032819321226695977	0.00035508665943724576	0.00014868618760543445	0.0003895557506219907	0.0003837628156367507	0.00031886045414704004	0.0004970852049060246	0.00034128520756859673	0.0003232118764665739	0.0002981172899415889	0.0003412847983983622	0.00037575532691887676	0.00025981798018368267	0.0003692537857446598
100	0.0011141370059340456	0.0012987364376741794	0.0011224848607717885	0.001091108761131521	0.0012578411004129197	0.0012478791046736965	0.0009471469453383457	0.0011500532428649318	0.0012874208103477842	0.0011664426468398124	0.0012255204968303094	0.0012196423398838291	0.0011477108448115895	0.0013235705963979027	0.0011575845583364738	0.0010410760358770038	0.0011724646672887243	0.0012614597191383295	0.0012782430034135816	0.001051345950939437	0.0010150617067066635	0.0013618348765247568	0.0011236719175041117	0.001506634789144309	0.0012236634258126237	0.0011179081292843316	0.001291224216135439	0.0009452193354916903	0.001168667251865972	0.001175783945780683	0.0012163935843387081	0.0014068449195453528	0.0011944982264900884	0.001085068442423498	0.001258717446420042	0.0012239178977044712	0.0013503707061147134	0.0010392719207347307	0.001357901018544878
