lifestage,sample_id,Module,Mean
Metamorphosed Polyp (231 hpf),AH27,ME18,0.04321144445282259
Embryo (5 hpf),AH28,ME18,-0.2137577908702564
Embryo (5 hpf),AH29,ME18,-0.23722755227317283
Embryo (38 hpf),AH2,ME18,0.12161237805494109
Embryo (5 hpf),AH30,ME18,-0.22498897142352864
Embryo (5 hpf),AH31,ME18,-0.23533990443679728
Embryo (38 hpf),AH32,ME18,0.14609484252605062
Attached Recruit (183 hpf),AH33,ME18,-0.07326962881976845
Attached Recruit (231 hpf),AH34,ME18,-0.0906537047586974
Attached Recruit (231 hpf),AH35,ME18,-0.15352729064176704
Attached Recruit (183 hpf),AH36,ME18,-0.12566821029021272
Attached Recruit (183 hpf),AH37,ME18,-0.1114069972595905
Attached Recruit (231 hpf),AH38,ME18,-0.12705795589466964
Attached Recruit (183 hpf),AH39,ME18,-0.12028410715944261
Embryo (38 hpf),AH3,ME18,0.13074925154498368
Embryo (38 hpf),AH4,ME18,0.1364367897846669
Embryo (65 hpf),AH5,ME18,0.2797286330797097
Embryo (65 hpf),AH6,ME18,0.27835294517095477
Embryo (65 hpf),AH7,ME18,0.2708716172658832
Embryo (65 hpf),AH8,ME18,0.2934002585578036
Larvae (93 hpf),AH9,ME18,0.12350729694209422
