"","Genus","Species"
"Otu0561",NA,NA
"Otu0562",NA,NA
"Otu0563",NA,NA
"Otu0564",NA,NA
"Otu0567",NA,NA
"Otu0568",NA,NA
"Otu0574",NA,NA
"Otu0576",NA,NA
"Otu0580",NA,NA
"Otu0581",NA,NA
"Otu0582",NA,NA
"Otu0583",NA,NA
"Otu0589",NA,NA
"Otu0590",NA,NA
"Otu0592",NA,NA
"Otu0594",NA,NA
"Otu0595",NA,NA
"Otu0596",NA,NA
"Otu0597",NA,NA
"Otu0598",NA,NA
"Otu0602",NA,NA
"Otu0605",NA,NA
"Otu0606",NA,NA
"Otu0609",NA,NA
"Otu0612",NA,NA
"Otu0614",NA,NA
"Otu0616",NA,NA
"Otu0618",NA,NA
"Otu0619",NA,NA
"Otu0620",NA,NA
"Otu0621",NA,NA
"Otu0623",NA,NA
"Otu0626",NA,NA
"Otu0627",NA,NA
"Otu0628",NA,NA
"Otu0630",NA,NA
"Otu0633",NA,NA
"Otu0643",NA,NA
"Otu0647",NA,NA
"Otu0649",NA,NA
"Otu0650",NA,NA
"Otu0652",NA,NA
"Otu0656",NA,NA
"Otu0657",NA,NA
"Otu0660",NA,NA
"Otu0663",NA,NA
"Otu0665",NA,NA
"Otu0670",NA,NA
"Otu0674",NA,NA
"Otu0677",NA,NA
"Otu0678",NA,NA
"Otu0680",NA,NA
"Otu0681",NA,NA
"Otu0683",NA,NA
"Otu0685",NA,NA
"Otu0687",NA,NA
"Otu0689",NA,NA
"Otu0691",NA,NA
"Otu0692",NA,NA
"Otu0693",NA,NA
"Otu0694",NA,NA
"Otu0696",NA,NA
"Otu0697",NA,NA
"Otu0708",NA,NA
"Otu0710",NA,NA
"Otu0712",NA,NA
"Otu0714",NA,NA
"Otu0715",NA,NA
"Otu0717",NA,NA
"Otu0718",NA,NA
"Otu0719",NA,NA
"Otu0721",NA,NA
"Otu0722",NA,NA
"Otu0725",NA,NA
"Otu0727",NA,NA
"Otu0728",NA,NA
"Otu0733",NA,NA
"Otu0735",NA,NA
"Otu0737",NA,NA
"Otu0739",NA,NA
"Otu0740",NA,NA
"Otu0743",NA,NA
"Otu0744",NA,NA
"Otu0749",NA,NA
"Otu0750",NA,NA
"Otu0751",NA,NA
"Otu0752",NA,NA
"Otu0753",NA,NA
"Otu0756",NA,NA
"Otu0758",NA,NA
"Otu0760",NA,NA
"Otu0761",NA,NA
"Otu0762",NA,NA
"Otu0763",NA,NA
"Otu0767","Leptobacterium","flavescens"
"Otu0773",NA,NA
"Otu0774",NA,NA
"Otu0775",NA,NA
"Otu0776",NA,NA
"Otu0778",NA,NA
"Otu0779",NA,NA
"Otu0780",NA,NA
"Otu0781",NA,NA
"Otu0782",NA,NA
"Otu0783",NA,NA
"Otu0787",NA,NA
"Otu0793",NA,NA
"Otu0794",NA,NA
"Otu0795",NA,NA
"Otu0796",NA,NA
"Otu0799",NA,NA
"Otu0800",NA,NA
"Otu0803",NA,NA
"Otu0804",NA,NA
"Otu0805",NA,NA
"Otu0806",NA,NA
"Otu0807","Sphingomonas","kyeonggiensis/leidyi/pituitosa"
"Otu0810",NA,NA
"Otu0811",NA,NA
"Otu0812",NA,NA
"Otu0815",NA,NA
"Otu0816",NA,NA
"Otu0817",NA,NA
"Otu0818",NA,NA
"Otu0820",NA,NA
"Otu0822",NA,NA
"Otu0823",NA,NA
"Otu0824",NA,NA
"Otu0825",NA,NA
"Otu0827",NA,NA
"Otu0831",NA,NA
"Otu0839",NA,NA
"Otu0844",NA,NA
"Otu0850",NA,NA
"Otu0854",NA,NA
"Otu0859",NA,NA
"Otu0860",NA,NA
"Otu0862",NA,NA
"Otu0865",NA,NA
"Otu0867",NA,NA
"Otu0868",NA,NA
"Otu0870",NA,NA
"Otu0871",NA,NA
"Otu0872",NA,NA
"Otu0873",NA,NA
"Otu0874",NA,NA
"Otu0875",NA,NA
"Otu0878",NA,NA
"Otu0880",NA,NA
"Otu0884",NA,NA
"Otu0886",NA,NA
"Otu0887",NA,NA
"Otu0890",NA,NA
"Otu0894",NA,NA
"Otu0895",NA,NA
"Otu0899",NA,NA
"Otu0900",NA,NA
"Otu0903",NA,NA
"Otu0904",NA,NA
"Otu0908",NA,NA
"Otu0911",NA,NA
"Otu0914",NA,NA
"Otu0915",NA,NA
"Otu0916",NA,NA
"Otu0917",NA,NA
"Otu0919",NA,NA
"Otu0921",NA,NA
"Otu0927",NA,NA
"Otu0931",NA,NA
"Otu0933",NA,NA
"Otu0934",NA,NA
"Otu0935",NA,NA
"Otu0936",NA,NA
"Otu0942",NA,NA
"Otu0943",NA,NA
"Otu0945","Corallomonas","stylophorae"
"Otu0949",NA,NA
"Otu0951",NA,NA
"Otu0952",NA,NA
"Otu0959",NA,NA
"Otu0960",NA,NA
"Otu0961",NA,NA
"Otu0965",NA,NA
"Otu0966",NA,NA
"Otu0967",NA,NA
"Otu0971",NA,NA
"Otu0972",NA,NA
"Otu0977",NA,NA
"Otu0980",NA,NA
"Otu0983",NA,NA
"Otu0984",NA,NA
"Otu0985",NA,NA
"Otu0987",NA,NA
"Otu0989",NA,NA
"Otu0992",NA,NA
"Otu0995",NA,NA
"Otu0997",NA,NA
"Otu1000",NA,NA
"Otu1001",NA,NA
"Otu1002",NA,NA
"Otu1005",NA,NA
"Otu1006",NA,NA
"Otu1008",NA,NA
"Otu1010",NA,NA
"Otu1011",NA,NA
"Otu1012",NA,NA
"Otu1017",NA,NA
"Otu1018",NA,NA
"Otu1019",NA,NA
"Otu1021",NA,NA
"Otu1022",NA,NA
"Otu1029",NA,NA
"Otu1032",NA,NA
"Otu1033",NA,NA
"Otu1035",NA,NA
"Otu1037",NA,NA
"Otu1040",NA,NA
"Otu1041",NA,NA
"Otu1045",NA,NA
"Otu1047",NA,NA
"Otu1048",NA,NA
"Otu1054",NA,NA
"Otu1055",NA,NA
"Otu1057",NA,NA
"Otu1058",NA,NA
"Otu1060",NA,NA
"Otu1061",NA,NA
"Otu1063",NA,NA
"Otu1066",NA,NA
"Otu1067",NA,NA
"Otu1068",NA,NA
"Otu1074",NA,NA
"Otu1076",NA,NA
"Otu1079",NA,NA
"Otu1085",NA,NA
"Otu1088",NA,NA
"Otu1091",NA,NA
"Otu1093",NA,NA
"Otu1098",NA,NA
"Otu1099",NA,NA
"Otu1106",NA,NA
"Otu1107",NA,NA
"Otu1109",NA,NA
"Otu1111",NA,NA
"Otu1112",NA,NA
"Otu1113",NA,NA
"Otu1114",NA,NA
"Otu1116",NA,NA
"Otu1117",NA,NA
"Otu1118",NA,NA
"Otu1122",NA,NA
"Otu1124",NA,NA
"Otu1125",NA,NA
"Otu1127",NA,NA
"Otu1128",NA,NA
"Otu1130",NA,NA
"Otu1132",NA,NA
"Otu1133",NA,NA
"Otu1137",NA,NA
"Otu1138",NA,NA
"Otu1142",NA,NA
"Otu1143",NA,NA
"Otu1147",NA,NA
"Otu1150",NA,NA
"Otu1151",NA,NA
"Otu1152",NA,NA
"Otu1153",NA,NA
"Otu1162",NA,NA
"Otu1169",NA,NA
"Otu1172",NA,NA
"Otu1174",NA,NA
"Otu1175",NA,NA
"Otu1176",NA,NA
"Otu1183",NA,NA
"Otu1184",NA,NA
"Otu1186",NA,NA
"Otu1193",NA,NA
"Otu1194",NA,NA
"Otu1195",NA,NA
"Otu1198",NA,NA
"Otu1200",NA,NA
"Otu1201",NA,NA
"Otu1202",NA,NA
"Otu1203",NA,NA
"Otu1204","Vibrio","Parahaemolyticus/alfacsensis/alginolyticus/algoinfesta/antiquarius/atypicus/azureus/brasiliensis/campbellii/caribbeanicus/coralliilyticus/diabolicus/equitatus/europaeus/galatheae/gallicus/harveyi/hepatarius/ichthyoenteri/natriegens/neptunius/owensii/parahaemolyticus/ponticus/rotiferianus/sagamiensis/scophthalmi/sinaloensis/tapetis/tubiashii/variabilis/xuii"
"Otu1205",NA,NA
"Otu1206",NA,NA
"Otu1208",NA,NA
"Otu1209",NA,NA
"Otu1210",NA,NA
"Otu1213",NA,NA
"Otu1215",NA,NA
"Otu1217",NA,NA
"Otu1224",NA,NA
"Otu1225",NA,NA
"Otu1226",NA,NA
"Otu1229",NA,NA
"Otu1231",NA,NA
"Otu1237",NA,NA
"Otu1241",NA,NA
"Otu1242",NA,NA
"Otu1244",NA,NA
"Otu1245",NA,NA
"Otu1249",NA,NA
"Otu1253",NA,NA
"Otu1254",NA,NA
"Otu1255",NA,NA
"Otu1256",NA,NA
"Otu1261",NA,NA
"Otu1263",NA,NA
"Otu1269",NA,NA
"Otu1277",NA,NA
"Otu1278",NA,NA
"Otu1279",NA,NA
"Otu1280",NA,NA
"Otu1281",NA,NA
"Otu1282",NA,NA
"Otu1286",NA,NA
"Otu1287",NA,NA
"Otu1288",NA,NA
"Otu1289",NA,NA
"Otu1290",NA,NA
"Otu1296",NA,NA
"Otu1300",NA,NA
"Otu1305",NA,NA
"Otu1307",NA,NA
"Otu1308",NA,NA
"Otu1314",NA,NA
"Otu1315",NA,NA
"Otu1321",NA,NA
"Otu1322",NA,NA
"Otu1326",NA,NA
"Otu1327","Thalassobius","aestuarii"
"Otu1328",NA,NA
"Otu1329",NA,NA
"Otu1334",NA,NA
"Otu1335",NA,NA
"Otu1338",NA,NA
"Otu1340",NA,NA
"Otu1342",NA,NA
"Otu1343",NA,NA
"Otu1344",NA,NA
"Otu1350",NA,NA
"Otu1357",NA,NA
"Otu1358",NA,NA
"Otu1361",NA,NA
"Otu1363",NA,NA
"Otu1367",NA,NA
"Otu1372",NA,NA
"Otu1373",NA,NA
"Otu1377",NA,NA
"Otu1379",NA,NA
"Otu1380",NA,NA
"Otu1381",NA,NA
"Otu1382",NA,NA
"Otu1387",NA,NA
"Otu1391",NA,NA
"Otu1392",NA,NA
"Otu1394",NA,NA
"Otu1397",NA,NA
"Otu1398",NA,NA
"Otu1399",NA,NA
"Otu1412",NA,NA
"Otu1413",NA,NA
"Otu1415",NA,NA
"Otu1418",NA,NA
"Otu1420",NA,NA
"Otu1422",NA,NA
"Otu1428",NA,NA
"Otu1429",NA,NA
"Otu1431",NA,NA
"Otu1433",NA,NA
"Otu1434",NA,NA
"Otu1440",NA,NA
"Otu1442",NA,NA
"Otu1445",NA,NA
"Otu1446",NA,NA
"Otu1450",NA,NA
"Otu1451",NA,NA
"Otu1455",NA,NA
"Otu1458",NA,NA
"Otu1462",NA,NA
"Otu1464",NA,NA
"Otu1466",NA,NA
"Otu1467",NA,NA
"Otu1468",NA,NA
"Otu1470",NA,NA
"Otu1472",NA,NA
"Otu1473",NA,NA
"Otu1476",NA,NA
"Otu1477",NA,NA
"Otu1478",NA,NA
"Otu1479",NA,NA
"Otu1481",NA,NA
"Otu1482",NA,NA
"Otu1484",NA,NA
"Otu1485",NA,NA
"Otu1486",NA,NA
"Otu1487",NA,NA
"Otu1488",NA,NA
"Otu1490",NA,NA
"Otu1493",NA,NA
"Otu1499",NA,NA
"Otu1502",NA,NA
"Otu1504",NA,NA
"Otu1509",NA,NA
"Otu1510",NA,NA
"Otu1511",NA,NA
"Otu1512",NA,NA
"Otu1514","Ponticaulis","koreensis"
"Otu1518",NA,NA
"Otu1520",NA,NA
"Otu1526",NA,NA
"Otu1530",NA,NA
"Otu1541",NA,NA
"Otu1543",NA,NA
"Otu1546",NA,NA
"Otu1547",NA,NA
"Otu1548","Gilvibacter","sediminis"
"Otu1549",NA,NA
"Otu1550",NA,NA
"Otu1552",NA,NA
"Otu1554",NA,NA
"Otu1555",NA,NA
"Otu1556",NA,NA
"Otu1564",NA,NA
"Otu1565",NA,NA
"Otu1566",NA,NA
"Otu1573",NA,NA
"Otu1576",NA,NA
"Otu1589",NA,NA
"Otu1591",NA,NA
"Otu1592",NA,NA
"Otu1594",NA,NA
"Otu1595",NA,NA
"Otu1596",NA,NA
"Otu1597",NA,NA
"Otu1598",NA,NA
"Otu1602",NA,NA
"Otu1605",NA,NA
"Otu1607",NA,NA
"Otu1610",NA,NA
"Otu1612",NA,NA
"Otu1613",NA,NA
"Otu1614",NA,NA
"Otu1616",NA,NA
"Otu1622",NA,NA
"Otu1627",NA,NA
"Otu1629",NA,NA
"Otu1633",NA,NA
"Otu1634",NA,NA
"Otu1636",NA,NA
"Otu1637",NA,NA
"Otu1638",NA,NA
"Otu1641",NA,NA
"Otu1643",NA,NA
"Otu1644",NA,NA
"Otu1646",NA,NA
"Otu1647",NA,NA
"Otu1649",NA,NA
"Otu1650",NA,NA
"Otu1653",NA,NA
"Otu1654",NA,NA
"Otu1657",NA,NA
"Otu1662",NA,NA
"Otu1665",NA,NA
"Otu1666",NA,NA
"Otu1672",NA,NA
"Otu1673",NA,NA
"Otu1681",NA,NA
"Otu1685",NA,NA
"Otu1687",NA,NA
"Otu1688",NA,NA
"Otu1692",NA,NA
"Otu1704",NA,NA
"Otu1707",NA,NA
"Otu1712",NA,NA
"Otu1713",NA,NA
"Otu1715",NA,NA
"Otu1716",NA,NA
"Otu1720",NA,NA
"Otu1722",NA,NA
"Otu1725",NA,NA
"Otu1726",NA,NA
"Otu1727",NA,NA
"Otu1728",NA,NA
"Otu1741",NA,NA
"Otu1748",NA,NA
"Otu1751",NA,NA
"Otu1752",NA,NA
"Otu1754",NA,NA
"Otu1758",NA,NA
"Otu1764",NA,NA
"Otu1766",NA,NA
"Otu1768",NA,NA
"Otu1769",NA,NA
"Otu1772",NA,NA
"Otu1782",NA,NA
"Otu1783",NA,NA
"Otu1796",NA,NA
"Otu1797",NA,NA
"Otu1798",NA,NA
"Otu1801",NA,NA
"Otu1804",NA,NA
"Otu1808",NA,NA
"Otu1809",NA,NA
"Otu1813",NA,NA
"Otu1814",NA,NA
"Otu1815",NA,NA
"Otu1816",NA,NA
"Otu1824",NA,NA
"Otu1830",NA,NA
"Otu1833",NA,NA
"Otu1836",NA,NA
"Otu1841",NA,NA
"Otu1844",NA,NA
"Otu1845",NA,NA
"Otu1851",NA,NA
"Otu1854",NA,NA
"Otu1859",NA,NA
"Otu1860",NA,NA
"Otu1864",NA,NA
"Otu1865",NA,NA
"Otu1872",NA,NA
"Otu1876",NA,NA
"Otu1877",NA,NA
"Otu1878",NA,NA
"Otu1879",NA,NA
"Otu1883",NA,NA
"Otu1887",NA,NA
"Otu1888",NA,NA
"Otu1892",NA,NA
"Otu1897",NA,NA
"Otu1898",NA,NA
"Otu1899",NA,NA
"Otu1901",NA,NA
"Otu1904",NA,NA
"Otu1905",NA,NA
"Otu1908",NA,NA
"Otu1909",NA,NA
"Otu1915",NA,NA
"Otu1920",NA,NA
"Otu1922",NA,NA
"Otu1925",NA,NA
"Otu1928",NA,NA
"Otu1930",NA,NA
"Otu1931",NA,NA
"Otu1933",NA,NA
"Otu1937",NA,NA
"Otu1939",NA,NA
"Otu1943",NA,NA
"Otu1946",NA,NA
"Otu1949",NA,NA
"Otu1950",NA,NA
"Otu1952",NA,NA
"Otu1954",NA,NA
"Otu1955",NA,NA
"Otu1956",NA,NA
"Otu1958",NA,NA
"Otu1959",NA,NA
"Otu1963",NA,NA
"Otu1965",NA,NA
"Otu1967",NA,NA
"Otu1968",NA,NA
"Otu1970",NA,NA
"Otu1971",NA,NA
"Otu1977",NA,NA
"Otu1978",NA,NA
"Otu1986",NA,NA
"Otu1993",NA,NA
"Otu1995",NA,NA
"Otu1996",NA,NA
"Otu2004",NA,NA
"Otu2005",NA,NA
"Otu2006",NA,NA
"Otu2013",NA,NA
"Otu2016",NA,NA
"Otu2018",NA,NA
"Otu2021",NA,NA
"Otu2025",NA,NA
"Otu2030",NA,NA
"Otu2033",NA,NA
"Otu2034",NA,NA
"Otu2038",NA,NA
"Otu2039",NA,NA
"Otu2043",NA,NA
"Otu2048",NA,NA
"Otu2056",NA,NA
"Otu2062",NA,NA
"Otu2063",NA,NA
"Otu2067",NA,NA
"Otu2068",NA,NA
"Otu2069",NA,NA
"Otu2072",NA,NA
"Otu2075",NA,NA
"Otu2084",NA,NA
"Otu2086",NA,NA
"Otu2088",NA,NA
"Otu2090",NA,NA
"Otu2091",NA,NA
"Otu2092",NA,NA
"Otu2093",NA,NA
"Otu2098",NA,NA
"Otu2099",NA,NA
"Otu2104",NA,NA
"Otu2105",NA,NA
"Otu2111",NA,NA
"Otu2114",NA,NA
"Otu2116",NA,NA
"Otu2119",NA,NA
"Otu2120",NA,NA
"Otu2122",NA,NA
"Otu2124",NA,NA
"Otu2127",NA,NA
"Otu2129",NA,NA
"Otu2134",NA,NA
"Otu2135",NA,NA
"Otu2139",NA,NA
"Otu2140",NA,NA
"Otu2146",NA,NA
"Otu2149",NA,NA
"Otu2150",NA,NA
"Otu2152",NA,NA
"Otu2153",NA,NA
"Otu2154",NA,NA
"Otu2157",NA,NA
"Otu2159",NA,NA
"Otu2165",NA,NA
"Otu2166",NA,NA
"Otu2167",NA,NA
"Otu2169",NA,NA
"Otu2170",NA,NA
"Otu2171",NA,NA
"Otu2173",NA,NA
"Otu2175",NA,NA
"Otu2176",NA,NA
"Otu2178",NA,NA
"Otu2180",NA,NA
"Otu2197","Muricauda","antarctica/aquimarina/beolgyonensis/lutimaris/taeanensis/zhangzhouensis"
"Otu2198",NA,NA
"Otu2199",NA,NA
"Otu2200",NA,NA
"Otu2201",NA,NA
"Otu2204",NA,NA
"Otu2206",NA,NA
"Otu2209",NA,NA
"Otu2210",NA,NA
"Otu2211",NA,NA
"Otu2212",NA,NA
"Otu2215",NA,NA
"Otu2218",NA,NA
"Otu2223",NA,NA
"Otu2224",NA,NA
"Otu2225",NA,NA
"Otu2236",NA,NA
"Otu2243",NA,NA
"Otu2245",NA,NA
"Otu2248",NA,NA
"Otu2252",NA,NA
"Otu2256",NA,NA
"Otu2257",NA,NA
"Otu2259",NA,NA
"Otu2260",NA,NA
"Otu2263",NA,NA
"Otu2266",NA,NA
"Otu2268",NA,NA
"Otu2272",NA,NA
"Otu2275",NA,NA
"Otu2279",NA,NA
"Otu2280",NA,NA
"Otu2281",NA,NA
"Otu2287",NA,NA
"Otu2289",NA,NA
"Otu2290",NA,NA
"Otu2291",NA,NA
"Otu2295",NA,NA
"Otu2296",NA,NA
"Otu2303",NA,NA
"Otu2304",NA,NA
"Otu2307",NA,NA
"Otu2309",NA,NA
"Otu2310",NA,NA
"Otu2313",NA,NA
"Otu2314",NA,NA
"Otu2318",NA,NA
"Otu2321",NA,NA
"Otu2323",NA,NA
"Otu2324",NA,NA
"Otu2328",NA,NA
"Otu2329",NA,NA
"Otu2332",NA,NA
"Otu2339",NA,NA
"Otu2340",NA,NA
"Otu2342",NA,NA
"Otu2344",NA,NA
"Otu2350",NA,NA
"Otu2353",NA,NA
"Otu2355",NA,NA
"Otu2356",NA,NA
"Otu2360",NA,NA
"Otu2365",NA,NA
"Otu2366",NA,NA
"Otu2369",NA,NA
"Otu2370",NA,NA
"Otu2373",NA,NA
"Otu2374",NA,NA
"Otu2375",NA,NA
"Otu2376",NA,NA
"Otu2381",NA,NA
"Otu2382",NA,NA
"Otu2383",NA,NA
"Otu2388",NA,NA
"Otu2389",NA,NA
"Otu2393",NA,NA
"Otu2395",NA,NA
"Otu2400",NA,NA
"Otu2406",NA,NA
"Otu2408",NA,NA
"Otu2409",NA,NA
"Otu2414",NA,NA
"Otu2415",NA,NA
"Otu2419",NA,NA
"Otu2420",NA,NA
"Otu2423",NA,NA
"Otu2424",NA,NA
"Otu2431",NA,NA
