Lifestage,compound,Positive,Negative
Egg,UTP,0.006283361354607631,NA
Embryo,1 3-Dimethyluric acid,NA,NA
Embryo,1-Methylhistidine,8.276581366506427,NA
Embryo,1-Methylimidazole acetic acid,7.020312327866559,NA
Embryo,2-Furoyl glycine,0.5315250925893701,NA
Embryo,3-Methylindole,0.4867939152051076,NA
Embryo,4-Aminobutyrate,10.290009471775777,NA
Embryo,4-Guanidinobutanoic acid,0.21153155038728033,NA
Embryo,4-Hydroxy-L-phenylglycine,NA,NA
Embryo,5-Hydroxylysine,3.1357045106843557,2.1322967094768184
Embryo,5-Hydroxytryptophan,0.7611951238258703,0.3970404633290506
Embryo,5-Methylcytosine,1.2823843481950281,NA
Embryo,5-Methylthioadenosine,1.700333578182666,0.44942472311015663
Embryo,Acetyl CoA,0.025520838567814695,0.3260758811502134
Embryo,Acetyl glycine,2.2335828318329205,1.577571561900854
Embryo,Acetyl-arginine,0,NA
Embryo,Acetyllysine,7.957779144699808,NA
Embryo,Adenine,NA,NA
Embryo,Adenosine,1.8784089514165712,0.1952811609572188
Embryo,ADP,0.40676238126065506,0.5376013985143095
Embryo,ADP-D-Glucose,0.06394216559390094,0.12013564366912814
Embryo,ADP-ribose,2.192895464053441,NA
Embryo,Alanine,0.4629401706332137,1.662146187489253
Embryo,AMP,2.783210542187566,1.9431981338600253
Embryo,Arginine,14.920542364381319,0.5610315781190174
Embryo,Arginine-Alanine,0.512918287444363,0.03556416539147542
Embryo,Arginine-Glutamine,3.0774856281436347,0.6063152386333737
Embryo,Arginine-Valine,0.40645460994275545,NA
Embryo,Asparagine,0.772457914558535,0.7899849208045804
Embryo,Aspartate,1.1659819071383841,3.381968013455445
Embryo,ATP,1.2850192242539669,1.8943409357730583
Embryo,Betaine,25289.016205869488,NA
Embryo,Carnitine,2324.2982806584237,NA
Embryo,Carnosine,0.26840366761531254,NA
Embryo,CDP-Choline,33.64673181013818,NA
Embryo,CDP-ethanolamine,3.918384522693268,5.313760051774707
Embryo,Citrulline,0.267144017054854,0.07662489456290603
Embryo,CMP,0.586833131022966,0.1526156931760849
Embryo,Coenzyme A,0.04699894227812977,0.37737614703660555
Embryo,Creatine,0.7397454975226214,NA
Embryo,Creatinine,5.051715897487379,0.343479282995631
Embryo,CTP,0.029347281896971514,NA
Embryo,Cytosine,15.034107608749661,NA
Embryo,Deoxyadenosine,1.1842934575144723,NA
Embryo,Deoxycarnitine,20.678072296304585,NA
Embryo,Diethanolamine,79.71281689939667,NA
Embryo,Dimethylglycine,NA,NA
Embryo,FAD,0.6257175747099885,0.4953704513423582
Embryo,Fructose-6-phosphate,NA,NA
Embryo,GDP,0.09058505712779596,NA
Embryo,GDP-Mannose,0.52837986478037,NA
Embryo,Glucose-6-phosphate,1.5259559439243322,3.57335400751573
Embryo,Glutamate,81.92843990884538,50.15236337194473
Embryo,Glutamine,33.18141929478427,16.491492250081265
Embryo,Glutaryl-carnitine,2.15415673143045,NA
Embryo,Glutathione,1.1229711211624052,1.6589565210521517
Embryo,Glycerol-3-phosphate,0.16851393285206534,0.3847335431444429
Embryo,Glycerophosphocholine,3.541779041405006,NA
Embryo,Glycyl-L-proline,0.9133664614312509,NA
Embryo,GMP,0.08696260972730813,0.12610365111179184
Embryo,GTP,0.07162903687718143,NA
Embryo,Guanidinoacetate,5.683693775562121,0.6030332063056814
Embryo,Guanine,NA,0.2091548795460746
Embryo,Guanosine,0.013764745636697313,0.020632372891793645
Embryo,Histidine,0.8249792336320063,0.45759896377359455
Embryo,Homoarginine,10.254259969655138,0.32212927296511557
Embryo,Homocitrulline,2.6787861209352424,1.1915807653163166
Embryo,Homocysteine,0.3954664222869162,0.2323226237987776
Embryo,Hypotaurine,0.026500859044035496,0.18475925554943406
Embryo,Hypoxanthine,0.25476919707825757,NA
Embryo,IMP,0.022458500097307932,0.03945392139278127
Embryo,Indole,17.99877349768885,NA
Embryo,Inosine,0.0268219319605665,NA
Embryo,Isoleucine,519.858024959184,NA
Embryo,Isopentenyl pyrophosphate,0.2575832059778427,NA
Embryo,Itaconic acid,2.4278035122258457,NA
Embryo,L-Octanoylcarnitine,1.6914683622007134,NA
Embryo,L-Palmitoylcarnitine,4.836598101096141,NA
Embryo,Lysine,24.66990307501954,10.13621376359526
Embryo,Lysine-Glutamine,0.1151507741092201,0.11694411623337267
Embryo,Mannose-6-phosphate,0.24279059311875567,NA
Embryo,Methionine,0.6510508669337189,1.0234679240355216
Embryo,Montiporic Acid A,2.653148510467537,1001.0657636517104
Embryo,Montiporic Acid B,0.864041270538074,186.180304211987
Embryo,Montiporic Acid C,0.2985983295156568,1967.093201328845
Embryo,N N N-Trimethyllysine,335.85111709113085,NA
Embryo,N-Acetyl-Glucosamine,0.09923281093302128,NA
Embryo,N-acetyl-glutamate,0.029325235448162554,0.17892688198926593
Embryo,N-acetyl-L-ornithine,0.4392723359998003,0.052931289540345136
Embryo,N-Acetylaspartate,0.06780326778885472,0.3279186162297194
Embryo,N-carbomoyl-L-aspartate,0.004455282272118258,NA
Embryo,N6-Acetyl-L-lysine,1.4419177577433562,NA
Embryo,NAD+,3.5494544003531545,2.612276176271603
Embryo,NADH,0.00654454315610852,0.008730718178883073
Embryo,NADP+,0.21897721743863216,0.19203064334313683
Embryo,NADPH,0.1547595966269828,0.1443410873582186
Embryo,NG-dimethyl-L-arginine,3.8413328845406225,0.07691045187308906
Embryo,Nicotinamide riboside,7.789635873408552,NA
Embryo,Nicotinamide ribotide,0.23797418528339573,NA
Embryo,Nicotinate,NA,2.4834968886981454
Embryo,O-Acetyl-L-carnitine,NA,NA
Embryo,O-Acylcarnitine,0.125034472862585,NA
Embryo,O-Butanoylcarnitine,2.4780925184099694,NA
Embryo,O-Decanoyl-L-carnitine,2.146904013703372,NA
Embryo,O-Phosphorylethanolamine,1.2406007894776356,1.7670740019084883
Embryo,O-Propanoylcarnitine,NA,NA
Embryo,Ophthalmate,0.3918616713618419,0.11906797306737511
Embryo,Ornithine,1.411644016715196,0.2714638202163788
Embryo,Pantothenate,22.560894450524255,19.965945132267862
Embryo,Phenethylamine,6.131203680195338,NA
Embryo,Phosphocholine,4.360924128785317,NA
Embryo,Pipecolic acid,48.45844735011894,4.165413689655931
Embryo,Pirbuterol,4.707811520697593,NA
Embryo,Porphobilinogen,0.49910970961412493,NA
Embryo,PosIS_Alanine-2H4-15N,391.2699759686173,NA
Embryo,PosIS_Glutamine-2H5-15N2,538.2660400713858,NA
Embryo,PosIS_Inosine-15N4,41.110097553789615,NA
Embryo,PosIS_Lysine-2H8,6.68764400903941,NA
Embryo,PosIS_Serine-13C3-15N1,6.842796831067711,NA
Embryo,Proline,7.740323893899451,0.9222884451918711
Embryo,Riboflavin,0.08319206828375206,NA
Embryo,Ribothymidine,0.04814167316554389,NA
Embryo,S-Adenosyl-homocysteine,10.267934036318032,NA
Embryo,S-adenosyl-L-methionine,0.4917151077447679,0.07488484618211626
Embryo,S-Carboxymethyl-L-cysteine,0.4338285406931971,NA
Embryo,Serine,0.9571420313966075,1.4812681276054493
Embryo,Spermine,NA,NA
Embryo,Taurine,11.668354349940664,1.8668605004764087
Embryo,Thiamine,0.2033468207284447,0.25501407576953994
Embryo,Threonine,1.665570689603074,1.5569517318603616
Embryo,Trigonelline,615.8146073028137,NA
Embryo,Tryptamine,0.05614588738705552,NA
Embryo,Tryptophan,NA,0.5391079656187274
Embryo,Tyrosine,0.48193275368185656,0.8120468826474834
Embryo,UDP,0.09077525847917578,0.06281850931175223
Embryo,UDP-D-Glucose,0.04513105513111669,2.8110968844304947
Embryo,UDP-N-acetyl-glucosamine,6.928783145487244,12.50621490247212
Embryo,UMP,0.5259683714619099,0.8463945091983678
Embryo,Urocanate,0.08234342390174756,NA
Embryo,UTP,0.05784511220865363,NA
Larvae1,1 3-Dimethyluric acid,NA,NA
Larvae1,1-Methylhistidine,3.635735749488283,NA
Larvae1,1-Methylimidazole acetic acid,6.477523189770332,NA
Larvae1,2-Furoyl glycine,0.29578280079211683,NA
Larvae1,3-Methylindole,0.7119204966072026,NA
Larvae1,4-Aminobutyrate,7.891634250428676,NA
Larvae1,4-Guanidinobutanoic acid,0.6576419526807318,NA
Larvae1,4-Hydroxy-L-phenylglycine,NA,NA
Larvae1,5-Hydroxylysine,1.74787993517333,1.0017298001540809
Larvae1,5-Hydroxytryptophan,0.5419608486695535,0.27276295058988553
Larvae1,5-Methylcytosine,1.4625821952107092,NA
Larvae1,5-Methylthioadenosine,2.6657054812146694,0.8835135467452565
Larvae1,Acetyl CoA,0.007578248452529475,0.14872615938340195
Larvae1,Acetyl glycine,2.969589364708266,3.2276924369717093
Larvae1,Acetyl-arginine,0.06656503936843244,NA
Larvae1,Acetyllysine,5.4125497444733845,NA
Larvae1,Adenine,NA,NA
Larvae1,Adenosine,2.1372892700608044,0.3171486203910225
Larvae1,ADP,0.3817603441467212,0.5088496048850276
Larvae1,ADP-D-Glucose,0.06344163630446571,0.14157622664874253
Larvae1,ADP-ribose,0.43056207408595204,NA
Larvae1,Alanine,0.8546074370108241,1.790876078192337
Larvae1,AMP,2.07109487496277,1.762226849423917
Larvae1,Arginine,12.386756271169642,0.6121514896649692
Larvae1,Arginine-Alanine,0.3170020976435988,0.07266298399292927
Larvae1,Arginine-Glutamine,0.9581695291077406,0.3274420108997033
Larvae1,Arginine-Valine,0.2596241963833037,NA
Larvae1,Asparagine,0.8350732166106719,0.7686113540204619
Larvae1,Aspartate,1.4126974567958592,3.216295355373017
Larvae1,ATP,0.6336745130822843,0.9320101128214556
Larvae1,Betaine,27814.222841266048,NA
Larvae1,Carnitine,2332.6324225461635,NA
Larvae1,Carnosine,0.17514270710664842,NA
Larvae1,CDP-Choline,7.193642770932381,NA
Larvae1,CDP-ethanolamine,3.0208661084839084,4.059159399503861
Larvae1,Citrulline,0.31216786941836017,0.06329956634539911
Larvae1,CMP,0.45832022188470445,0.0818458987928521
Larvae1,Coenzyme A,0.03226803629148031,0.25014717054623453
Larvae1,Creatine,1.0532710627427453,NA
Larvae1,Creatinine,2.6125931673124048,0.25728446456413967
Larvae1,CTP,0.025768233985680324,NA
Larvae1,Cytosine,3.376970554666843,NA
Larvae1,Deoxyadenosine,2.204484187657363,NA
Larvae1,Deoxycarnitine,22.706149441021672,NA
Larvae1,Diethanolamine,193.5400358696081,NA
Larvae1,Dimethylglycine,NA,NA
Larvae1,FAD,0.43386846948982233,0.3322352011817805
Larvae1,Fructose-6-phosphate,NA,NA
Larvae1,GDP,0.05319602201160546,NA
Larvae1,GDP-Mannose,0.29543093361239825,NA
Larvae1,Glucose-6-phosphate,1.1548155499210422,2.6970100121168628
Larvae1,Glutamate,85.12667800042034,46.63476240141719
Larvae1,Glutamine,25.24469326170405,9.905841602212895
Larvae1,Glutaryl-carnitine,1.595430373733599,NA
Larvae1,Glutathione,0.9734705572517766,1.4929520394139293
Larvae1,Glycerol-3-phosphate,0.14960608341914078,0.32334476192980344
Larvae1,Glycerophosphocholine,3.0492447931525617,NA
Larvae1,Glycyl-L-proline,0.9831807081325361,NA
Larvae1,GMP,0.0908809262970042,0.11961417022493544
Larvae1,GTP,0.04262966653738917,NA
Larvae1,Guanidinoacetate,7.7195837465997865,0.371752307217229
Larvae1,Guanine,NA,0.11543401290838497
Larvae1,Guanosine,0.06413831630327763,0.03204360679715912
Larvae1,Histidine,0.8093360062222925,0.4396170970499196
Larvae1,Homoarginine,6.289703916148704,0.20762788932438558
Larvae1,Homocitrulline,2.123853891020687,0.7367049511155415
Larvae1,Homocysteine,0.253763598129896,0.024328088957809958
Larvae1,Hypotaurine,0,0
Larvae1,Hypoxanthine,0.3465217614353515,NA
Larvae1,IMP,0.06830070727719569,0.11639439616824329
Larvae1,Indole,19.026853683879636,NA
Larvae1,Inosine,0.05342466659023802,NA
Larvae1,Isoleucine,466.3940405577062,NA
Larvae1,Isopentenyl pyrophosphate,0.22007911096623556,NA
Larvae1,Itaconic acid,1.6747291210067776,NA
Larvae1,L-Octanoylcarnitine,2.471715240198061,NA
Larvae1,L-Palmitoylcarnitine,12.999330248766462,NA
Larvae1,Lysine,15.087696036090664,6.141425733233902
Larvae1,Lysine-Glutamine,0.04533351409704119,0.09757169307105122
Larvae1,Mannose-6-phosphate,0.21048882911894157,NA
Larvae1,Methionine,2.4755723729336134,3.663810821512545
Larvae1,Montiporic Acid A,1.6709181135841282,785.598221515414
Larvae1,Montiporic Acid B,0.9340626358657909,123.75312466082497
Larvae1,Montiporic Acid C,0.19018915093001354,1516.8359870672375
Larvae1,N N N-Trimethyllysine,204.82148290455754,NA
Larvae1,N-Acetyl-Glucosamine,0.06602448681061927,NA
Larvae1,N-acetyl-glutamate,0.051145256816347344,0.283762875245134
Larvae1,N-acetyl-L-ornithine,0.2594730781877835,0.023248276381661007
Larvae1,N-Acetylaspartate,0.03540772718558194,0.3457141817698741
Larvae1,N-carbomoyl-L-aspartate,0.004661467386548853,NA
Larvae1,N6-Acetyl-L-lysine,2.292089308298939,NA
Larvae1,NAD+,2.9612168867873008,2.157142961394123
Larvae1,NADH,0,0.006721398551870582
Larvae1,NADP+,0.14445514024052075,0.15398526609813298
Larvae1,NADPH,0.13902751730868576,0.0958409652757924
Larvae1,NG-dimethyl-L-arginine,3.598538535271685,0.07456421361128288
Larvae1,Nicotinamide riboside,11.946145915109108,NA
Larvae1,Nicotinamide ribotide,0.16391026770451073,NA
Larvae1,Nicotinate,NA,1.260289280014904
Larvae1,O-Acetyl-L-carnitine,NA,NA
Larvae1,O-Acylcarnitine,0.21686538814603262,NA
Larvae1,O-Butanoylcarnitine,24.74706255475182,NA
Larvae1,O-Decanoyl-L-carnitine,2.7457906351096826,NA
Larvae1,O-Phosphorylethanolamine,1.2246262689831344,1.6664087768652902
Larvae1,O-Propanoylcarnitine,NA,NA
Larvae1,Ophthalmate,0.2655583058110752,0.09138375667831423
Larvae1,Ornithine,1.0403799442082204,0.22043648504884739
Larvae1,Pantothenate,12.584712484243479,10.280559195785067
Larvae1,Phenethylamine,15.016516323828542,NA
Larvae1,Phosphocholine,7.726085013468586,NA
Larvae1,Pipecolic acid,35.05865202853083,2.842364493401253
Larvae1,Pirbuterol,2.1108282861096637,NA
Larvae1,Porphobilinogen,0.34683554210151485,NA
Larvae1,PosIS_Alanine-2H4-15N,795.8987173544242,NA
Larvae1,PosIS_Glutamine-2H5-15N2,1084.3795105986858,NA
Larvae1,PosIS_Inosine-15N4,40.12377478193256,NA
Larvae1,PosIS_Lysine-2H8,9.614137787015826,NA
Larvae1,PosIS_Serine-13C3-15N1,12.338225378801642,NA
Larvae1,Proline,9.922939555938905,1.135575448112089
Larvae1,Riboflavin,0.029101499847033613,NA
Larvae1,Ribothymidine,0.04436246619894645,NA
Larvae1,S-Adenosyl-homocysteine,5.0400403428940415,NA
Larvae1,S-adenosyl-L-methionine,0.7306895027084412,0.13138307421400305
Larvae1,S-Carboxymethyl-L-cysteine,0.4448075374115044,NA
Larvae1,Serine,1.1996958396708457,1.5961199605224992
Larvae1,Spermine,NA,NA
Larvae1,Taurine,20.22798501098849,1.2964327844865793
Larvae1,Thiamine,0.14869484942440564,0.1286263326173428
Larvae1,Threonine,2.94464642962803,2.818306871949412
Larvae1,Trigonelline,687.6728998677452,NA
Larvae1,Tryptamine,0.08092384674913403,NA
Larvae1,Tryptophan,NA,0.9784553886979038
Larvae1,Tyrosine,0.45415925509037214,0.8434393427154645
Larvae1,UDP,0.007450766400438553,0.031984963560209106
Larvae1,UDP-D-Glucose,0.04338638290377508,3.1303722265567475
Larvae1,UDP-N-acetyl-glucosamine,5.198982686789513,8.45151821929904
Larvae1,UMP,0.42454331065849016,0.6267726760430161
Larvae1,Urocanate,0.21427417536707233,NA
Larvae1,UTP,0.04616980703665939,NA
Larvae2,1 3-Dimethyluric acid,NA,NA
Larvae2,1-Methylhistidine,4.914326278743578,NA
Larvae2,1-Methylimidazole acetic acid,6.049302896434693,NA
Larvae2,2-Furoyl glycine,0.16887798969934922,NA
Larvae2,3-Methylindole,0.6663021591185707,NA
Larvae2,4-Aminobutyrate,5.055094457807531,NA
Larvae2,4-Guanidinobutanoic acid,0.3705622194086719,NA
Larvae2,4-Hydroxy-L-phenylglycine,NA,NA
Larvae2,5-Hydroxylysine,1.3490366464437187,0.8204336258137208
Larvae2,5-Hydroxytryptophan,0.3470105779262312,0.20988363139209038
Larvae2,5-Methylcytosine,1.2242921366033535,NA
Larvae2,5-Methylthioadenosine,1.476416471474716,0.7827638982663181
Larvae2,Acetyl CoA,0.017794399590048953,0.2509074924752346
Larvae2,Acetyl glycine,2.9223895589063034,2.328739986614096
Larvae2,Acetyl-arginine,0.15736021934689826,NA
Larvae2,Acetyllysine,4.5402212672893425,NA
Larvae2,Adenine,NA,NA
Larvae2,Adenosine,1.480354592157112,0.27605891303666363
Larvae2,ADP,0.4237946779144611,0.6742800516877974
Larvae2,ADP-D-Glucose,0.10161979843337514,0.16150009391853318
Larvae2,ADP-ribose,0.09072209052232358,NA
Larvae2,Alanine,0.8062961005188711,3.1885276534954894
Larvae2,AMP,2.5036319647235983,2.270587982143436
Larvae2,Arginine,12.001873730574363,0.7749402146801986
Larvae2,Arginine-Alanine,0.4526493616628521,0.09652205134583872
Larvae2,Arginine-Glutamine,1.155958089214976,0.4433403320486976
Larvae2,Arginine-Valine,0.3088635216082444,NA
Larvae2,Asparagine,1.0543466160062713,0.9995405833051954
Larvae2,Aspartate,1.0091727753369104,2.524130094369762
Larvae2,ATP,0.9029538005295625,1.2906736746832779
Larvae2,Betaine,27143.32606822819,NA
Larvae2,Carnitine,1727.1209900421618,NA
Larvae2,Carnosine,0.6111101448002167,NA
Larvae2,CDP-Choline,0.5591647069506434,NA
Larvae2,CDP-ethanolamine,1.3718602711748495,1.971428788993422
Larvae2,Citrulline,0.5831721979625322,0.12777467922658833
Larvae2,CMP,0.20311843128890203,0.023027754344056565
Larvae2,Coenzyme A,0.06467387111994036,0.3540582700249082
Larvae2,Creatine,3.007576932360531,NA
Larvae2,Creatinine,1.1103711843029918,0.1723340491230822
Larvae2,CTP,0.014988755393944318,NA
Larvae2,Cytosine,1.4728956733390546,NA
Larvae2,Deoxyadenosine,0.8702266090924099,NA
Larvae2,Deoxycarnitine,50.339817791616575,NA
Larvae2,Diethanolamine,203.32899260680003,NA
Larvae2,Dimethylglycine,NA,NA
Larvae2,FAD,0.36614349565312987,0.2698065873901135
Larvae2,Fructose-6-phosphate,NA,NA
Larvae2,GDP,0.02001140669463035,NA
Larvae2,GDP-Mannose,0.26803131862802965,NA
Larvae2,Glucose-6-phosphate,1.3110656434273082,3.480940572572522
Larvae2,Glutamate,63.68906164290831,37.87633540106019
Larvae2,Glutamine,31.710712519342152,12.346570180244496
Larvae2,Glutaryl-carnitine,1.5690942872225755,NA
Larvae2,Glutathione,1.3158423909847614,1.4620491779466513
Larvae2,Glycerol-3-phosphate,0.1268619175770767,0.3421336929905632
Larvae2,Glycerophosphocholine,7.708543281190238,NA
Larvae2,Glycyl-L-proline,1.0145441584407298,NA
Larvae2,GMP,0.16329508485344044,0.31617239597725233
Larvae2,GTP,0.09514226315836498,NA
Larvae2,Guanidinoacetate,2.7034232108670966,0.1713928971215205
Larvae2,Guanine,NA,0.062481291356682074
Larvae2,Guanosine,0.046714499007621264,0.0383811087185907
Larvae2,Histidine,1.9893715626465407,1.2233005883082222
Larvae2,Homoarginine,3.6269384021566946,0.18093610007255906
Larvae2,Homocitrulline,1.5293931972604864,0.6427555647675771
Larvae2,Homocysteine,0.15827956660657955,0.03662635337924589
Larvae2,Hypotaurine,0.07107337648939321,0
Larvae2,Hypoxanthine,0.3329274360420831,NA
Larvae2,IMP,0.41633853172920254,0.13625964860049863
Larvae2,Indole,17.843366613918317,NA
Larvae2,Inosine,0.04402792914453721,NA
Larvae2,Isoleucine,527.4823888529966,NA
Larvae2,Isopentenyl pyrophosphate,0.07104948367195212,NA
Larvae2,Itaconic acid,1.3042689098927343,NA
Larvae2,L-Octanoylcarnitine,6.940509177485659,NA
Larvae2,L-Palmitoylcarnitine,34.9301266184821,NA
Larvae2,Lysine,12.016093944029638,5.585611486795353
Larvae2,Lysine-Glutamine,0.08737622923980838,0.19777172126397974
Larvae2,Mannose-6-phosphate,0.2707976891678723,NA
Larvae2,Methionine,3.5862405755007876,4.938004651674637
