Lifestage,Rep,HPF,Development,compound,norm_counts,log_norm_counts
Recruit1plug,rep3,183 recruit plug,Calcifying Recruit,Inosine,0.14095093423517602,0.05726696830156637
Recruit1plug,rep4,183 recruit plug,Calcifying Recruit,Inosine,0.4941715978494383,0.17440047680977255
Recruit2,rep1,231 recruit,Metamorphosed Recruit,Inosine,0,0
Recruit2,rep2,231 recruit,Metamorphosed Recruit,Inosine,0,0
Recruit2,rep3,231 recruit,Metamorphosed Recruit,Inosine,0,0
Recruit2,rep4,231 recruit,Metamorphosed Recruit,Inosine,0,0
Recruit2plug,rep1,231 recruit plug,Calcifying Recruit,Inosine,0,0
Recruit2plug,rep2,231 recruit plug,Calcifying Recruit,Inosine,1.157694002622007,0.333989854436083
Recruit2plug,rep3,231 recruit plug,Calcifying Recruit,Inosine,0,0
Recruit2plug,rep4,231 recruit plug,Calcifying Recruit,Inosine,0.462662019019255,0.16514398420295304
Recruit2plug,rep5,231 recruit plug,Calcifying Recruit,Inosine,0.39996122379301224,0.1461160067311356
Recruit3plug,rep1,255 recruit plug,Calcifying Recruit,Inosine,0.19981176821518606,0.07911311734960455
Recruit3plug,rep2,255 recruit plug,Calcifying Recruit,Inosine,0.3983979036698213,0.14563076424247937
Recruit3plug,rep3,255 recruit plug,Calcifying Recruit,Inosine,0.2701978374301864,0.10387136899750034
Recruit3plug,rep4,255 recruit plug,Calcifying Recruit,Inosine,0.5012221446431564,0.1764449620995536
Egg,rep1,1,Egg,Isoleucine,227.98520915253684,2.3598074308512818
Egg,rep2,1,Egg,Isoleucine,266.9569379422132,2.428065006279839
Egg,rep3,1,Egg,Isoleucine,250.72793172081538,2.400931407519719
Egg,rep4,1,Egg,Isoleucine,304.1854488758938,2.4845638227836377
Embryo,rep1,5,Embryo,Isoleucine,677.7146346947645,2.831687213709895
Embryo,rep2,5,Embryo,Isoleucine,423.76894462800897,2.6281527574385044
Embryo,rep3,5,Embryo,Isoleucine,452.7507465499082,2.656817352583538
Embryo,rep4,5,Embryo,Isoleucine,525.1977741625778,2.721149006670713
Larvae1,rep1,38,Embryo,Isoleucine,440.38068151030274,2.6448133209029407
Larvae1,rep2,38,Embryo,Isoleucine,427.6401883001801,2.632092887048268
Larvae1,rep3,38,Embryo,Isoleucine,598.3632859587003,2.7776901366845643
Larvae1,rep4,38,Embryo,Isoleucine,399.192006529265,2.602268409750214
Larvae2,rep3,65,Embryo,Isoleucine,708.0419305477345,2.850671918775515
Larvae2,rep4,65,Embryo,Isoleucine,346.9228471848138,2.5414829486685298
Larvae3,rep1,93,Larvae,Isoleucine,946.2030013408398,2.976443065501839
Larvae3,rep2,93,Larvae,Isoleucine,673.5004725451549,2.828982258268385
Larvae3,rep3,93,Larvae,Isoleucine,370.34763808026224,2.5697806659735205
Larvae3,rep4,93,Larvae,Isoleucine,495.51174765750335,2.695929528526207
Larvae4,rep3,163,Larvae,Isoleucine,478.422707582526,2.6807186002947065
Larvae4,rep4,163,Larvae,Isoleucine,496.85487655922464,2.6971027654612514
Larvae5,rep1,183 larvae,Larvae,Isoleucine,670.5065155529738,2.8270502309361936
Larvae5,rep2,183 larvae,Larvae,Isoleucine,513.5003020628538,2.711385634072586
Larvae5,rep3,183 larvae,Larvae,Isoleucine,556.0918201302677,2.7459267816898
Larvae5,rep4,183 larvae,Larvae,Isoleucine,549.5117346013197,2.7407665807433466
Larvae6,rep3,231 larvae,Larvae,Isoleucine,461.23562334598444,2.6648634124248214
Larvae6,rep4,231 larvae,Larvae,Isoleucine,719.2941060645835,2.8575098610989156
Recruit1,rep1,183 recruit,Metamorphosed Recruit,Isoleucine,496.34650494261274,2.6966590703234465
Recruit1,rep2,183 recruit,Metamorphosed Recruit,Isoleucine,677.0325915215075,2.8312505699404538
Recruit1,rep3,183 recruit,Metamorphosed Recruit,Isoleucine,562.813920066721,2.7511357940143637
Recruit1,rep4,183 recruit,Metamorphosed Recruit,Isoleucine,574.6326024842405,2.760145383384835
Recruit1plug,rep1,183 recruit plug,Calcifying Recruit,Isoleucine,318.78077772726755,2.5048523544137224
Recruit1plug,rep2,183 recruit plug,Calcifying Recruit,Isoleucine,406.50376615554285,2.610131626850258
Recruit1plug,rep3,183 recruit plug,Calcifying Recruit,Isoleucine,361.59742638030326,2.55942471726418
Recruit1plug,rep4,183 recruit plug,Calcifying Recruit,Isoleucine,388.9084004354233,2.590962592006271
Recruit2,rep1,231 recruit,Metamorphosed Recruit,Isoleucine,884.722466583746,2.947297660811479
Recruit2,rep2,231 recruit,Metamorphosed Recruit,Isoleucine,573.6262623186957,2.7593854708022065
Recruit2,rep3,231 recruit,Metamorphosed Recruit,Isoleucine,539.6062974535081,2.73288110043296
Recruit2,rep4,231 recruit,Metamorphosed Recruit,Isoleucine,490.43299740446406,2.691464313946157
Recruit2plug,rep1,231 recruit plug,Calcifying Recruit,Isoleucine,418.4670036825616,2.6226978038245683
Recruit2plug,rep2,231 recruit plug,Calcifying Recruit,Isoleucine,395.3570367415365,2.598086572863447
Recruit2plug,rep3,231 recruit plug,Calcifying Recruit,Isoleucine,720.4635406435763,2.858214388794181
Recruit2plug,rep4,231 recruit plug,Calcifying Recruit,Isoleucine,708.2003698017768,2.8507689533852103
Recruit2plug,rep5,231 recruit plug,Calcifying Recruit,Isoleucine,704.2850267268697,2.848364663826278
Recruit3plug,rep1,255 recruit plug,Calcifying Recruit,Isoleucine,331.6344150446574,2.521967180213557
Recruit3plug,rep2,255 recruit plug,Calcifying Recruit,Isoleucine,477.05100287834404,2.6794742336141835
Recruit3plug,rep3,255 recruit plug,Calcifying Recruit,Isoleucine,518.3186187508262,2.7154338933167796
Recruit3plug,rep4,255 recruit plug,Calcifying Recruit,Isoleucine,496.89988103904847,2.6971420225114686
Egg,rep1,1,Egg,Isopentenyl pyrophosphate,0.11290565729494514,0.04645835009138817
Egg,rep2,1,Egg,Isopentenyl pyrophosphate,0.29858024196312377,0.11346879075014608
Egg,rep3,1,Egg,Isopentenyl pyrophosphate,0.11014657427965252,0.04538032310948008
Egg,rep4,1,Egg,Isopentenyl pyrophosphate,0.14771556825128768,0.059834272692451396
Embryo,rep1,5,Embryo,Isopentenyl pyrophosphate,0.1738559420012841,0.06961480267588419
Embryo,rep2,5,Embryo,Isopentenyl pyrophosphate,0.21448544310556777,0.08439231369297052
Embryo,rep3,5,Embryo,Isopentenyl pyrophosphate,0.26255528578114634,0.10125040444137669
Embryo,rep4,5,Embryo,Isopentenyl pyrophosphate,0.37943615311589096,0.13970160406047755
Larvae1,rep1,38,Embryo,Isopentenyl pyrophosphate,0.16189440286458295,0.06516665960583903
Larvae1,rep2,38,Embryo,Isopentenyl pyrophosphate,0.41345836107383316,0.1502830191769888
Larvae1,rep3,38,Embryo,Isopentenyl pyrophosphate,0.14875193842247147,0.06022625723027017
Larvae1,rep4,38,Embryo,Isopentenyl pyrophosphate,0.15621174162218154,0.06303737543161475
Larvae2,rep3,65,Embryo,Isopentenyl pyrophosphate,0.14209896739754377,0.057703738876861706
Larvae2,rep4,65,Embryo,Isopentenyl pyrophosphate,0,0
Larvae3,rep1,93,Larvae,Isopentenyl pyrophosphate,0,0
Larvae3,rep2,93,Larvae,Isopentenyl pyrophosphate,0,0
Larvae3,rep3,93,Larvae,Isopentenyl pyrophosphate,0.2307369937692008,0.09016525491474023
Larvae3,rep4,93,Larvae,Isopentenyl pyrophosphate,0,0
Larvae4,rep3,163,Larvae,Isopentenyl pyrophosphate,0,0
Larvae4,rep4,163,Larvae,Isopentenyl pyrophosphate,0.29114679637695207,0.11097562199698544
Larvae5,rep1,183 larvae,Larvae,Isopentenyl pyrophosphate,0,0
Larvae5,rep2,183 larvae,Larvae,Isopentenyl pyrophosphate,0,0
Larvae5,rep3,183 larvae,Larvae,Isopentenyl pyrophosphate,0,0
Larvae5,rep4,183 larvae,Larvae,Isopentenyl pyrophosphate,0,0
Larvae6,rep3,231 larvae,Larvae,Isopentenyl pyrophosphate,0,0
Larvae6,rep4,231 larvae,Larvae,Isopentenyl pyrophosphate,0,0
Recruit1,rep1,183 recruit,Metamorphosed Recruit,Isopentenyl pyrophosphate,0,0
Recruit1,rep2,183 recruit,Metamorphosed Recruit,Isopentenyl pyrophosphate,0,0
Recruit1,rep3,183 recruit,Metamorphosed Recruit,Isopentenyl pyrophosphate,0,0
Recruit1,rep4,183 recruit,Metamorphosed Recruit,Isopentenyl pyrophosphate,0,0
Recruit1plug,rep1,183 recruit plug,Calcifying Recruit,Isopentenyl pyrophosphate,0,0
Recruit1plug,rep2,183 recruit plug,Calcifying Recruit,Isopentenyl pyrophosphate,0,0
Recruit1plug,rep3,183 recruit plug,Calcifying Recruit,Isopentenyl pyrophosphate,0,0
Recruit1plug,rep4,183 recruit plug,Calcifying Recruit,Isopentenyl pyrophosphate,0,0
Recruit2,rep1,231 recruit,Metamorphosed Recruit,Isopentenyl pyrophosphate,0,0
Recruit2,rep2,231 recruit,Metamorphosed Recruit,Isopentenyl pyrophosphate,0,0
Recruit2,rep3,231 recruit,Metamorphosed Recruit,Isopentenyl pyrophosphate,0,0
Recruit2,rep4,231 recruit,Metamorphosed Recruit,Isopentenyl pyrophosphate,0,0
Recruit2plug,rep1,231 recruit plug,Calcifying Recruit,Isopentenyl pyrophosphate,0,0
Recruit2plug,rep2,231 recruit plug,Calcifying Recruit,Isopentenyl pyrophosphate,0,0
Recruit2plug,rep3,231 recruit plug,Calcifying Recruit,Isopentenyl pyrophosphate,0,0
Recruit2plug,rep4,231 recruit plug,Calcifying Recruit,Isopentenyl pyrophosphate,0,0
Recruit2plug,rep5,231 recruit plug,Calcifying Recruit,Isopentenyl pyrophosphate,0,0
Recruit3plug,rep1,255 recruit plug,Calcifying Recruit,Isopentenyl pyrophosphate,0,0
Recruit3plug,rep2,255 recruit plug,Calcifying Recruit,Isopentenyl pyrophosphate,0,0
Recruit3plug,rep3,255 recruit plug,Calcifying Recruit,Isopentenyl pyrophosphate,0,0
Recruit3plug,rep4,255 recruit plug,Calcifying Recruit,Isopentenyl pyrophosphate,0,0
Egg,rep1,1,Egg,Itaconic acid,1.8594506451142048,0.4562826049080319
Egg,rep2,1,Egg,Itaconic acid,1.9987271897159045,0.4769369574600253
Egg,rep3,1,Egg,Itaconic acid,2.3393244670043614,0.5236586195285649
Egg,rep4,1,Egg,Itaconic acid,2.332707022231923,0.5227971365766427
Embryo,rep1,5,Embryo,Itaconic acid,2.10327721342047,0.4918205725166132
Embryo,rep2,5,Embryo,Itaconic acid,2.1940517890102007,0.5043419535992738
Embryo,rep3,5,Embryo,Itaconic acid,2.366142267405368,0.5271324671488424
Embryo,rep4,5,Embryo,Itaconic acid,3.047742779969918,0.6072129067988888
Larvae1,rep1,38,Embryo,Itaconic acid,1.4007826676517194,0.3803528470575875
Larvae1,rep2,38,Embryo,Itaconic acid,1.5819199898593115,0.41194277995170764
Larvae1,rep3,38,Embryo,Itaconic acid,2.152284619286662,0.49862542296890494
Larvae1,rep4,38,Embryo,Itaconic acid,1.5639292070049353,0.40890602964882256
Larvae2,rep3,65,Embryo,Itaconic acid,1.4570388299665074,0.39041201993426616
Larvae2,rep4,65,Embryo,Itaconic acid,1.1514989900162451,0.33274114654663633
Larvae3,rep1,93,Larvae,Itaconic acid,0.7607526065735606,0.2456983399833955
Larvae3,rep2,93,Larvae,Itaconic acid,1.287358313301633,0.35933420190481385
Larvae3,rep3,93,Larvae,Itaconic acid,0.831325958431322,0.2627656514283878
Larvae3,rep4,93,Larvae,Itaconic acid,0.8810931089788693,0.27441029247487037
Larvae4,rep3,163,Larvae,Itaconic acid,0.9030823467505286,0.27945758070195253
Larvae4,rep4,163,Larvae,Itaconic acid,1.300966808267213,0.3619103539618365
Larvae5,rep1,183 larvae,Larvae,Itaconic acid,1.51462667830769,0.40047351878145654
Larvae5,rep2,183 larvae,Larvae,Itaconic acid,1.2838963773525187,0.35867639564872483
Larvae5,rep3,183 larvae,Larvae,Itaconic acid,1.1253269249807287,0.32742574417198345
Larvae5,rep4,183 larvae,Larvae,Itaconic acid,0.392412133711437,0.143767799143249
Larvae6,rep3,231 larvae,Larvae,Itaconic acid,1.097905333296906,0.32178588702514416
Larvae6,rep4,231 larvae,Larvae,Itaconic acid,0.8417091100026264,0.2652210363402191
Recruit1,rep1,183 recruit,Metamorphosed Recruit,Itaconic acid,1.7425487909805144,0.4381543625786054
Recruit1,rep2,183 recruit,Metamorphosed Recruit,Itaconic acid,2.3232278342353565,0.5215601167103425
Recruit1,rep3,183 recruit,Metamorphosed Recruit,Itaconic acid,1.424965335389915,0.38470553479128083
Recruit1,rep4,183 recruit,Metamorphosed Recruit,Itaconic acid,1.1681671608422217,0.3360927622910545
Recruit1plug,rep1,183 recruit plug,Calcifying Recruit,Itaconic acid,0.6521715418885654,0.2180551373111813
Recruit1plug,rep2,183 recruit plug,Calcifying Recruit,Itaconic acid,0.6075168543747272,0.20615553507903855
Recruit1plug,rep3,183 recruit plug,Calcifying Recruit,Itaconic acid,0.799612752561576,0.25517906203714963
Recruit1plug,rep4,183 recruit plug,Calcifying Recruit,Itaconic acid,0.5387406509734267,0.1871654272761809
Recruit2,rep1,231 recruit,Metamorphosed Recruit,Itaconic acid,1.3201422635692523,0.36551461523092466
Recruit2,rep2,231 recruit,Metamorphosed Recruit,Itaconic acid,1.648864278252919,0.42305970661136344
Recruit2,rep3,231 recruit,Metamorphosed Recruit,Itaconic acid,1.0952028672370924,0.3212260797396249
Recruit2,rep4,231 recruit,Metamorphosed Recruit,Itaconic acid,1.3771124504932402,0.3760497267317826
Recruit2plug,rep1,231 recruit plug,Calcifying Recruit,Itaconic acid,0.22640462734183445,0.08863378048398457
Recruit2plug,rep2,231 recruit plug,Calcifying Recruit,Itaconic acid,0.5098311364239486,0.17892837734601882
Recruit2plug,rep3,231 recruit plug,Calcifying Recruit,Itaconic acid,0.9202768275217991,0.28336384120299385
Recruit2plug,rep4,231 recruit plug,Calcifying Recruit,Itaconic acid,0.4128095397783039,0.15008361874983556
Recruit2plug,rep5,231 recruit plug,Calcifying Recruit,Itaconic acid,0.9421083169562595,0.2882734480975047
Recruit3plug,rep1,255 recruit plug,Calcifying Recruit,Itaconic acid,0.8917165800187584,0.276856070250735
Recruit3plug,rep2,255 recruit plug,Calcifying Recruit,Itaconic acid,0.7930560685049208,0.2535938700761695
Recruit3plug,rep3,255 recruit plug,Calcifying Recruit,Itaconic acid,1.1966479575619824,0.3417604609537734
Recruit3plug,rep4,255 recruit plug,Calcifying Recruit,Itaconic acid,1.1438207648717253,0.33118847314711236
Egg,rep1,1,Egg,N N N-Trimethyllysine,296.43886069027525,2.473397708909553
Egg,rep2,1,Egg,N N N-Trimethyllysine,340.84320949580626,2.5338269573301293
Egg,rep3,1,Egg,N N N-Trimethyllysine,381.76016791597533,2.5829267364340396
Egg,rep4,1,Egg,N N N-Trimethyllysine,399.3491391400658,2.6024388989925056
Embryo,rep1,5,Embryo,N N N-Trimethyllysine,332.455051370033,2.5230373007485687
Embryo,rep2,5,Embryo,N N N-Trimethyllysine,289.0249173367268,2.462435311681614
Embryo,rep3,5,Embryo,N N N-Trimethyllysine,323.19065725200676,2.510800494897553
Embryo,rep4,5,Embryo,N N N-Trimethyllysine,398.73384247810543,2.601770918285898
Larvae1,rep1,38,Embryo,N N N-Trimethyllysine,158.238729052759,2.2020487026499636
Larvae1,rep2,38,Embryo,N N N-Trimethyllysine,212.38484611429024,2.3291635740264693
Larvae1,rep3,38,Embryo,N N N-Trimethyllysine,235.83487032444572,2.374445646000939
Larvae1,rep4,38,Embryo,N N N-Trimethyllysine,212.82748615572794,2.3300635302390384
Larvae2,rep3,65,Embryo,N N N-Trimethyllysine,130.54674326871634,2.1190801006320337
Larvae2,rep4,65,Embryo,N N N-Trimethyllysine,86.2064456029519,1.9405485856933635
Larvae3,rep1,93,Larvae,N N N-Trimethyllysine,13.82223539915827,1.1709137062282564
Larvae3,rep2,93,Larvae,N N N-Trimethyllysine,16.73989784529474,1.2489511146302885
Larvae3,rep3,93,Larvae,N N N-Trimethyllysine,16.012096634537127,1.230757840990436
Larvae3,rep4,93,Larvae,N N N-Trimethyllysine,14.86453349841018,1.2004273060585569
Larvae4,rep3,163,Larvae,N N N-Trimethyllysine,8.209195362166053,0.964221686110306
Larvae4,rep4,163,Larvae,N N N-Trimethyllysine,8.628593593285476,0.9835628562542006
Larvae5,rep1,183 larvae,Larvae,N N N-Trimethyllysine,4.54398140815014,0.7438217651911707
Larvae5,rep2,183 larvae,Larvae,N N N-Trimethyllysine,3.5328952425527764,0.6563756824147486
Larvae5,rep3,183 larvae,Larvae,N N N-Trimethyllysine,4.318820526029516,0.7258153360866902
Larvae5,rep4,183 larvae,Larvae,N N N-Trimethyllysine,8.237986117078677,0.9655773052497081
Larvae6,rep3,231 larvae,Larvae,N N N-Trimethyllysine,5.266453343015436,0.7970218104703747
Larvae6,rep4,231 larvae,Larvae,N N N-Trimethyllysine,7.990307167235483,0.9537745303045795
Recruit1,rep1,183 recruit,Metamorphosed Recruit,N N N-Trimethyllysine,5.449729540288217,0.8095415035309101
Recruit1,rep2,183 recruit,Metamorphosed Recruit,N N N-Trimethyllysine,5.161228589135922,0.7896673219501568
Recruit1,rep3,183 recruit,Metamorphosed Recruit,N N N-Trimethyllysine,5.702163508207879,0.8262150188209806
Recruit1,rep4,183 recruit,Metamorphosed Recruit,N N N-Trimethyllysine,2.8187801361743454,0.5819246548658652
Recruit1plug,rep1,183 recruit plug,Calcifying Recruit,N N N-Trimethyllysine,7.946611933963392,0.9516585999013173
Recruit1plug,rep2,183 recruit plug,Calcifying Recruit,N N N-Trimethyllysine,6.222762419344139,0.8587033297066443
Recruit1plug,rep3,183 recruit plug,Calcifying Recruit,N N N-Trimethyllysine,7.237674503998198,0.9158046276410063
Recruit1plug,rep4,183 recruit plug,Calcifying Recruit,N N N-Trimethyllysine,5.309809218701854,0.8000162282587754
Recruit2,rep1,231 recruit,Metamorphosed Recruit,N N N-Trimethyllysine,5.3576133488690045,0.8032941118834536
Recruit2,rep2,231 recruit,Metamorphosed Recruit,N N N-Trimethyllysine,2.8834612093527294,0.5892189714840652
Recruit2,rep3,231 recruit,Metamorphosed Recruit,N N N-Trimethyllysine,3.184762536981415,0.6216708191262729
Recruit2,rep4,231 recruit,Metamorphosed Recruit,N N N-Trimethyllysine,5.074055622853297,0.7834787646299328
Recruit2plug,rep1,231 recruit plug,Calcifying Recruit,N N N-Trimethyllysine,3.4986017627067296,0.6530775490859932
Recruit2plug,rep2,231 recruit plug,Calcifying Recruit,N N N-Trimethyllysine,4.575213533932664,0.7462615057709067
Recruit2plug,rep3,231 recruit plug,Calcifying Recruit,N N N-Trimethyllysine,7.975743606927768,0.9530704384211306
Recruit2plug,rep4,231 recruit plug,Calcifying Recruit,N N N-Trimethyllysine,2.4861053596645353,0.5423405085426097
Recruit2plug,rep5,231 recruit plug,Calcifying Recruit,N N N-Trimethyllysine,8.139184409008235,0.9609074405399975
Recruit3plug,rep1,255 recruit plug,Calcifying Recruit,N N N-Trimethyllysine,4.93666141871994,0.773542280831962
Recruit3plug,rep2,255 recruit plug,Calcifying Recruit,N N N-Trimethyllysine,3.1585036069878414,0.6189370825163486
Recruit3plug,rep3,255 recruit plug,Calcifying Recruit,N N N-Trimethyllysine,3.5092956545258183,0.6541087110039923
Recruit3plug,rep4,255 recruit plug,Calcifying Recruit,N N N-Trimethyllysine,4.551324979150099,0.7443966520337906
Egg,rep1,1,Egg,N-Acetyl-Glucosamine,0.13758764575481658,0.05598486695667805
Egg,rep2,1,Egg,N-Acetyl-Glucosamine,0.14711245323002026,0.05960599455633999
Egg,rep3,1,Egg,N-Acetyl-Glucosamine,0.10110973000752975,0.04183060031796208
Egg,rep4,1,Egg,N-Acetyl-Glucosamine,0.11033604016340472,0.04545443671657342
Embryo,rep1,5,Embryo,N-Acetyl-Glucosamine,0.04732569510772927,0.020081758653298
Embryo,rep2,5,Embryo,N-Acetyl-Glucosamine,0.13210994825191855,0.05388860671121005
Embryo,rep3,5,Embryo,N-Acetyl-Glucosamine,0.0818214920419176,0.034155605117224326
Embryo,rep4,5,Embryo,N-Acetyl-Glucosamine,0.13567410842709657,0.05525372466996551
Larvae1,rep1,38,Embryo,N-Acetyl-Glucosamine,0.06910172080272109,0.02901902857793307
Larvae1,rep2,38,Embryo,N-Acetyl-Glucosamine,0,0
Larvae1,rep3,38,Embryo,N-Acetyl-Glucosamine,0.05294048990155682,0.022403826420330824
Larvae1,rep4,38,Embryo,N-Acetyl-Glucosamine,0.1420557365294535,0.057687299598533116
Larvae2,rep3,65,Embryo,N-Acetyl-Glucosamine,0.22842200274488986,0.08934758665829454
Larvae2,rep4,65,Embryo,N-Acetyl-Glucosamine,0.07966305567096092,0.0332882407698615
Larvae3,rep1,93,Larvae,N-Acetyl-Glucosamine,0.09636236318171056,0.03995411830940125
Larvae3,rep2,93,Larvae,N-Acetyl-Glucosamine,0.32423863222908905,0.12196625347369651
Larvae3,rep3,93,Larvae,N-Acetyl-Glucosamine,0,0
Larvae3,rep4,93,Larvae,N-Acetyl-Glucosamine,0,0
Larvae4,rep3,163,Larvae,N-Acetyl-Glucosamine,0.07189170992356747,0.03015091207484816
Larvae4,rep4,163,Larvae,N-Acetyl-Glucosamine,0.14080991991478245,0.057213288932685256
Larvae5,rep1,183 larvae,Larvae,N-Acetyl-Glucosamine,0,0
Larvae5,rep2,183 larvae,Larvae,N-Acetyl-Glucosamine,0.10760839672098112,0.0443862394496344
Larvae5,rep3,183 larvae,Larvae,N-Acetyl-Glucosamine,0.08945868132649831,0.03721076389647643
Larvae5,rep4,183 larvae,Larvae,N-Acetyl-Glucosamine,0,0
Larvae6,rep3,231 larvae,Larvae,N-Acetyl-Glucosamine,0,0
Larvae6,rep4,231 larvae,Larvae,N-Acetyl-Glucosamine,0.3393331583092681,0.12688862093896608
Recruit1,rep1,183 recruit,Metamorphosed Recruit,N-Acetyl-Glucosamine,0,0
Recruit1,rep2,183 recruit,Metamorphosed Recruit,N-Acetyl-Glucosamine,0.08542681966962842,0.03560054830170775
Recruit1,rep3,183 recruit,Metamorphosed Recruit,N-Acetyl-Glucosamine,0,0
Recruit1,rep4,183 recruit,Metamorphosed Recruit,N-Acetyl-Glucosamine,0.27049529368788977,0.10397306062671458
Recruit1plug,rep1,183 recruit plug,Calcifying Recruit,N-Acetyl-Glucosamine,0.18385172369624447,0.07329731082178921
Recruit1plug,rep2,183 recruit plug,Calcifying Recruit,N-Acetyl-Glucosamine,0.21060692056561636,0.08300315227508605
Recruit1plug,rep3,183 recruit plug,Calcifying Recruit,N-Acetyl-Glucosamine,0.2780662302458784,0.1065533598357124
Recruit1plug,rep4,183 recruit plug,Calcifying Recruit,N-Acetyl-Glucosamine,0.10926764649451126,0.045036346303834573
Recruit2,rep1,231 recruit,Metamorphosed Recruit,N-Acetyl-Glucosamine,0,0
Recruit2,rep2,231 recruit,Metamorphosed Recruit,N-Acetyl-Glucosamine,0,0
Recruit2,rep3,231 recruit,Metamorphosed Recruit,N-Acetyl-Glucosamine,0.24613175120398997,0.0955639619025652
Recruit2,rep4,231 recruit,Metamorphosed Recruit,N-Acetyl-Glucosamine,0,0
Recruit2plug,rep1,231 recruit plug,Calcifying Recruit,N-Acetyl-Glucosamine,0.24498783524088127,0.09516510796704078
Recruit2plug,rep2,231 recruit plug,Calcifying Recruit,N-Acetyl-Glucosamine,0.35549107714414807,0.13209666307488593
Recruit2plug,rep3,231 recruit plug,Calcifying Recruit,N-Acetyl-Glucosamine,0.27666439420869837,0.10607674620705351
Recruit2plug,rep4,231 recruit plug,Calcifying Recruit,N-Acetyl-Glucosamine,0.21542276465285623,0.08472736634610958
Recruit2plug,rep5,231 recruit plug,Calcifying Recruit,N-Acetyl-Glucosamine,0.37139930651994574,0.1371639255182746
Recruit3plug,rep1,255 recruit plug,Calcifying Recruit,N-Acetyl-Glucosamine,0.2919649842593743,0.11125074326509551
Recruit3plug,rep2,255 recruit plug,Calcifying Recruit,N-Acetyl-Glucosamine,0.1894581109776687,0.07534915213908334
Recruit3plug,rep3,255 recruit plug,Calcifying Recruit,N-Acetyl-Glucosamine,0.18804229586971627,0.07483190237568263
Recruit3plug,rep4,255 recruit plug,Calcifying Recruit,N-Acetyl-Glucosamine,0.3123246337289967,0.11804128107436601
Egg,rep1,1,Egg,N-acetyl-L-ornithine,0.6422787102102675,0.21544686291422396
Egg,rep2,1,Egg,N-acetyl-L-ornithine,0.7097710875416344,0.2329379688293938
Egg,rep3,1,Egg,N-acetyl-L-ornithine,2.0945926933969514,0.49060349579532
Egg,rep4,1,Egg,N-acetyl-L-ornithine,0.778047898186305,0.24994345609303364
Embryo,rep1,5,Embryo,N-acetyl-L-ornithine,0.04360233710796954,0.018535043015341292
Embryo,rep2,5,Embryo,N-acetyl-L-ornithine,0.3391195416956082,0.12681934772256626
Embryo,rep3,5,Embryo,N-acetyl-L-ornithine,0.6786916261257284,0.22497092402836855
Embryo,rep4,5,Embryo,N-acetyl-L-ornithine,0.6956758391726275,0.22934283216937834
Larvae1,rep1,38,Embryo,N-acetyl-L-ornithine,0.2542911254052432,0.09839834947954304
Larvae1,rep2,38,Embryo,N-acetyl-L-ornithine,0.3816236027526946,0.14038974382525046
Larvae1,rep3,38,Embryo,N-acetyl-L-ornithine,0.040246538757827154,0.017136279426891207
Larvae1,rep4,38,Embryo,N-acetyl-L-ornithine,0.36173104578483534,0.1340913389528113
Larvae2,rep3,65,Embryo,N-acetyl-L-ornithine,0.15223736805469387,0.06154195566467389
Larvae2,rep4,65,Embryo,N-acetyl-L-ornithine,0.6818419753362479,0.22578518738130585
Larvae3,rep1,93,Larvae,N-acetyl-L-ornithine,0.16864250926078111,0.0676816796822879
Larvae3,rep2,93,Larvae,N-acetyl-L-ornithine,0.18613025479433576,0.07413238365914696
Larvae3,rep3,93,Larvae,N-acetyl-L-ornithine,0.3106628406764867,0.11749098668190439
Larvae3,rep4,93,Larvae,N-acetyl-L-ornithine,0.3658885168406548,0.13541525388669856
Larvae4,rep3,163,Larvae,N-acetyl-L-ornithine,0.1815283519572706,0.07244414742489227
Larvae4,rep4,163,Larvae,N-acetyl-L-ornithine,0.3072845601674859,0.11637013192577711
Larvae5,rep1,183 larvae,Larvae,N-acetyl-L-ornithine,0.25701069783217434,0.09933897377960263
Larvae5,rep2,183 larvae,Larvae,N-acetyl-L-ornithine,0.1438838393241993,0.05838192436792686
Larvae5,rep3,183 larvae,Larvae,N-acetyl-L-ornithine,0.3936674022407941,0.14415914205034114
Larvae5,rep4,183 larvae,Larvae,N-acetyl-L-ornithine,0.7443284351637012,0.24162826049906105
Larvae6,rep3,231 larvae,Larvae,N-acetyl-L-ornithine,0.4455685404308827,0.16003868820676387
Larvae6,rep4,231 larvae,Larvae,N-acetyl-L-ornithine,1.726941454449988,0.4356758140390821
Recruit1,rep1,183 recruit,Metamorphosed Recruit,N-acetyl-L-ornithine,0.16964108683512089,0.06805261566060665
Recruit1,rep2,183 recruit,Metamorphosed Recruit,N-acetyl-L-ornithine,0.1067859693891758,0.044063644997753046
Recruit1,rep3,183 recruit,Metamorphosed Recruit,N-acetyl-L-ornithine,0.3596809898550725,0.1334370255782538
Recruit1,rep4,183 recruit,Metamorphosed Recruit,N-acetyl-L-ornithine,0.4611418793155694,0.16469238870101457
Recruit1plug,rep1,183 recruit plug,Calcifying Recruit,N-acetyl-L-ornithine,0.2956093402475169,0.11247407024531318
Recruit1plug,rep2,183 recruit plug,Calcifying Recruit,N-acetyl-L-ornithine,0.3291230336562812,0.12356518437754137
Recruit1plug,rep3,183 recruit plug,Calcifying Recruit,N-acetyl-L-ornithine,0.193589806557538,0.07685510120205513
