sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth
187	WSH048	WSH048_S90_L001_R1_001.fastq.gz	14214538d96c5b30c7a94ecc02a8754def00ab2124f089cd1b57cb361ce3ea16	WSH048_S90_L001_R2_001.fastq.gz	d42fbdeb74fcf141b79b11b1cf469d69709232707155684a5bfea02a0955772a	57304	27691	648	27434	637	247	8	10	3	24943	46	0	0	1652	715	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData
200	WSH061	WSH061_S56_L001_R1_001.fastq.gz	40307322fddf72c6075e2f4c8e47caac839374ee39374ee431b97204c86ffdff	WSH061_S56_L001_R2_001.fastq.gz	036e509fd81a88b70ffba99350f2d2e90232d2091ecf97202bbf5d4ecba8aed9	56464	29684	716	29181	701	476	11	27	4	26645	47	0	0	2250	773	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData
202	WSH063	WSH063_S80_L001_R1_001.fastq.gz	69ae7ee310d40be94679cf60d90dbefaa4c1f4e99b5daa1917a58e6006b85e21	WSH063_S80_L001_R2_001.fastq.gz	02e8787835af53e1c52ae9777f215349284f9976a0726d11b2f8b22c5b0cd489	44129	23416	615	23015	602	375	8	26	5	20934	52	0	0	1959	603	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData
205	WSH066	WSH066_S21_L001_R1_001.fastq.gz	156b3841f0490fbd7589bb33a7e28edd052204d1be52bd16ba9bb244ccb79712	WSH066_S21_L001_R2_001.fastq.gz	d98f7031170d18f398a5cf673e4c3b6f96e0a383c42a1ea453fd060a09fe5d03	45506	23169	617	22788	603	370	11	11	3	20729	46	0	0	1771	544	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData
195	WSH056	WSH056_S91_L001_R1_001.fastq.gz	a0dd7bacb21ef9b06d9453e022b50960a4394c2ea349d3ba6188e0901e7bff57	WSH056_S91_L001_R2_001.fastq.gz	abcf0bdd34d6a4523fc28275f09545e66333b8a6973e914e5699981326514a79	63099	34115	768	33627	746	443	15	45	7	30358	48	0	0	2218	1111	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData
192	WSH053	WSH053_S55_L001_R1_001.fastq.gz	9ca3c24069e86a1c306827b3622ce4b558b60b0544adb4bd5f370685501bb3ac	WSH053_S55_L001_R2_001.fastq.gz	cf8be9883cf0b37b1b8332ac61894ac3c683ce82f397e6b52ff134bb904b9496	61371	32471	794	31977	775	450	12	44	7	28554	46	0	0	2312	771	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData
193	WSH054	WSH054_S67_L001_R1_001.fastq.gz	04eb53584dfbd2d688c01c8b72b1319e4ba06e7c411b988890956c42c0893eb4	WSH054_S67_L001_R2_001.fastq.gz	63fd5f0a4793625d6bbefbaeb70c59024b1bdb58a1233cb43dbf9f0eea3e427a	85922	44856	1000	44196	975	610	19	50	6	39412	47	0	0	3119	1216	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData
196	WSH057	WSH057_S8_L001_R1_001.fastq.gz	79a583ae6ec69beed68548f5370c2c1ab1acc3d7c1de2b932afae37d09c72746	WSH057_S8_L001_R2_001.fastq.gz	21f5d4b1a24bd4c5ff6033f3d244c1d303f624b19a3ea4af853dd2d9658f0b42	46758	24309	599	24217	589	74	7	18	3	21830	50	0	0	1714	665	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData
201	WSH062	WSH062_S68_L001_R1_001.fastq.gz	4fdd97ad712868ccf6574ba362e59e06eeb1c1e00cd98714dd78862c88d0311c	WSH062_S68_L001_R2_001.fastq.gz	27a6519c84c2d5bc2d16dea1b18d9f19dca5e38dbc4069789623a6350b4295da	55869	28325	715	27782	699	522	14	21	2	25255	47	0	0	2271	608	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData
194	WSH055	WSH055_S79_L001_R1_001.fastq.gz	ff976679f745fe941eb18545220bd20695f65953b76fb25e04bb2647c60c17c5	WSH055_S79_L001_R2_001.fastq.gz	2916255718afb3db3e55d3b986dccdc11b4e0a899ea9a28d3aaec2ee7af48f50	58363	33268	802	32837	781	418	18	13	3	29099	49	0	0	2622	793	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData
207	WSH068	WSH068_S45_L001_R1_001.fastq.gz	15d3615a64f74d1a1dc3db3132f4ad3c2d101646649219be43b8b4803448f5d3	WSH068_S45_L001_R2_001.fastq.gz	d132730f828eb432ccd937676379d6972862065a14debbaa4dc8161d63846a33	56627	31092	739	30469	713	576	18	47	8	27558	48	0	0	2473	656	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData
