Measurement Name :,0730_Run2,,Generated On :,"30/07/2020, 15:26:42",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
30.07.20 15:17:00,25.22,249.16,219.81,218.25,217.63,221.37,176.62,217.94,252.43,204.38,219.18,239.45,218.87,224.82,238.8,216.38,182.79,245.91,220.75,200.43,212.05,224.19,182.79,220.43,214.52,,27.5,965,34,28,
30.07.20 15:17:15,25.47,248.18,220.12,218.25,218.25,220.43,175.16,217.32,250.79,202.86,219.18,238.8,217.32,224.19,238.48,215.76,181.9,244.93,220.12,198.62,211.13,223.56,182.49,220.43,213.9,,27.5,965,34,27.97,
30.07.20 15:17:30,25.72,247.86,219.5,217.94,217.94,221.37,175.16,217.32,251.45,202.25,219.5,240.09,218.25,223.88,239.45,216.07,181.61,244.29,220.43,198.31,211.74,224.51,181.61,220.12,213.9,,27.5,965,34,27.96,
30.07.20 15:17:45,25.97,248.51,219.5,218.25,217.94,221.06,174.58,217.94,249.49,200.43,219.81,240.09,218.87,224.51,239.13,216.69,181.02,243.32,220.43,197.41,211.74,223.88,181.02,220.43,214.21,,27.5,965,34,27.94,
30.07.20 15:18:00,26.22,247.86,219.5,217.63,218.25,220.75,173.12,217.32,250.14,200.43,219.81,239.77,218.25,223.56,239.13,216.38,180.43,242.02,220.43,195.3,212.36,223.88,181.02,219.81,214.52,,27.5,965,34,27.93,
30.07.20 15:18:15,26.47,248.51,219.81,217.94,218.56,221.06,173.12,217.63,248.51,198.92,219.5,238.8,218.56,224.19,239.45,216.38,181.02,242.35,220.75,195.6,212.36,224.19,180.43,220.75,214.52,,27.5,965,34,27.93,
30.07.20 15:18:30,26.72,247.53,219.5,217.01,218.56,220.12,171.67,217.94,248.51,197.71,219.5,238.48,218.87,224.19,238.8,216.69,179.55,242.02,220.75,194.1,212.05,223.56,178.67,219.81,214.52,,27.5,965,34,27.91,
30.07.20 15:18:45,26.97,247.53,219.5,217.94,218.25,220.43,170.8,216.69,247.21,196.5,220.12,237.2,217.63,223.56,238.48,216.38,178.96,241.38,220.12,193.2,211.74,223.56,178.38,219.81,213.9,,27.5,965,34,27.9,
30.07.20 15:19:00,27.22,246.56,219.5,217.32,217.32,219.5,170.51,217.01,246.23,195.9,219.18,237.52,217.94,223.56,238.48,216.38,178.38,241.06,219.5,192.3,211.74,223.88,177.21,220.12,213.29,,27.5,965,34,27.89,
30.07.20 15:19:16,27.48,246.88,219.81,217.01,218.56,219.5,169.07,217.63,248.18,195,219.18,235.6,218.56,224.82,238.8,216.69,177.79,240.41,219.81,191.1,212.05,224.19,176.91,219.81,214.52,,27.5,965,34,27.88,
30.07.20 15:19:31,27.73,246.56,219.18,216.69,217.63,219.5,167.91,216.69,247.53,194.1,219.18,235.92,217.94,224.19,237.84,216.07,177.5,240.41,220.43,191.1,210.82,223.25,176.04,219.81,213.9,,27.5,965,34,27.88,
30.07.20 15:19:46,27.98,245.58,218.87,216.38,217.63,219.81,167.05,216.38,245.26,192.9,218.56,234,217.63,222.94,237.2,215.76,176.33,238.48,219.5,189.31,210.82,223.25,174.29,218.87,212.67,,27.5,965,34,27.86,
30.07.20 15:20:01,28.23,245.26,219.18,216.69,217.94,220.43,167.34,216.69,245.26,192.6,218.87,233.37,217.01,222.94,236.88,215.45,175.16,237.84,219.5,188.72,211.13,223.88,174.58,218.87,212.98,,27.5,965,34,27.86,
30.07.20 15:20:16,28.48,245.26,218.87,216.07,216.69,219.5,165.9,216.38,245.26,191.4,218.25,233.37,217.63,222.62,236.56,215.76,174.29,237.52,219.18,187.23,210.82,223.56,173.71,218.87,212.98,,27.5,965,34,27.83,
30.07.20 15:20:31,28.73,245.26,218.56,216.69,217.01,220.12,165.03,217.01,247.21,191.4,219.18,233.05,217.32,223.25,236.56,215.45,173.12,237.84,219.5,187.23,211.13,223.88,172.83,219.81,212.98,,27.5,965,34,27.83,
30.07.20 15:20:46,28.98,244.93,218.56,217.01,217.32,220.12,164.75,217.32,245.58,189.61,218.56,234,217.63,223.25,236.24,215.76,172.54,237.52,219.5,185.75,211.43,223.88,172.25,219.5,212.98,,27.5,965,34,27.82,
30.07.20 15:21:01,29.23,244.61,219.18,216.38,218.25,220.12,164.17,216.69,245.91,189.91,219.18,233.05,217.94,222.94,236.24,215.76,171.96,236.56,219.81,185.75,211.13,223.88,171.67,219.18,212.98,,27.5,965,34,27.79,
30.07.20 15:21:16,29.48,242.67,218.25,215.76,217.01,219.5,163.31,216.07,244.93,187.53,217.94,232.73,216.69,222.31,234.32,214.83,169.93,235.28,218.87,183.38,210.2,223.25,169.93,218.25,211.74,,27.5,965,34,27.79,
30.07.20 15:21:31,29.73,242.99,218.56,215.76,217.32,219.81,162.74,216.69,243.96,187.82,218.87,233.05,216.38,222.31,233.37,214.83,170.22,234.96,219.18,183.38,210.82,223.25,169.64,218.25,212.05,,27.5,965,34,27.78,
30.07.20 15:21:46,29.98,242.35,217.94,215.45,217.01,219.18,161.6,216.07,243.96,186.64,218.56,233.05,216.07,221.68,233.05,214.52,169.07,233.69,219.18,181.32,210.2,222.62,169.07,218.25,212.05,,27.5,965,34,27.76,
30.07.20 15:22:01,30.23,241.38,217.94,215.76,216.69,219.18,160.46,216.07,242.99,186.34,218.87,230.51,216.07,222.31,233.05,214.83,170.22,233.05,218.87,181.32,210.2,223.56,168.49,217.94,211.74,,27.5,965,34,27.75,
30.07.20 15:22:16,30.48,241.38,218.56,215.14,217.01,218.87,160.46,216.38,242.35,184.56,218.87,231.14,216.38,222,232.09,215.14,168.78,232.73,218.87,180.73,210.2,224.19,167.91,218.25,211.74,,27.5,965,34,27.74,
30.07.20 15:22:31,30.73,240.73,218.25,215.14,216.69,219.18,160.17,215.76,242.35,184.86,218.56,227.97,216.38,222,232.41,214.52,168.78,233.05,218.56,179.55,209.28,223.25,167.34,217.63,211.43,,27.5,965,34,27.72,
30.07.20 15:22:46,30.98,242.35,218.25,215.14,217.01,219.18,159.32,216.38,241.38,183.67,217.94,229.87,216.38,222,231.46,214.83,168.2,233.69,218.56,178.67,209.9,223.56,166.18,218.56,211.74,,27.5,965,34,27.72,
30.07.20 15:23:01,31.23,241.7,218.25,214.52,216.69,218.87,157.9,216.38,239.77,182.79,217.63,228.61,216.38,221.68,230.51,214.83,167.05,231.78,218.56,177.5,209.28,222.94,165.61,217.63,211.74,,27.5,965,34,27.71,
30.07.20 15:23:17,31.5,241.38,217.94,214.83,216.69,218.56,157.61,215.76,238.16,182.2,218.25,229.24,215.76,221.68,230.51,214.52,167.05,231.14,218.56,177.21,209.9,223.88,165.03,217.94,211.13,,27.5,965,34,27.68,
30.07.20 15:23:32,31.75,241.38,218.87,215.14,216.69,219.81,156.76,216.07,240.09,181.9,217.94,229.24,216.38,221.37,229.87,214.52,166.47,230.51,218.87,176.91,209.59,223.56,164.75,218.25,211.13,,27.5,965,34,27.66,
