Measurement Name :,0724_Run2,,Generated On :,"24/07/2020, 20:53:53",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
24.07.20 20:46:36,25.1,218.52,215.75,211.15,213.91,212.99,206.9,212.99,218.52,223.78,212.68,216.67,212.99,211.76,208.72,211.15,216.98,217.59,214.21,213.6,206.59,215.44,202.67,214.82,207.81,,28,965,34,28.61,
24.07.20 20:46:51,25.35,219.13,216.36,210.85,213.6,213.6,206.9,212.38,218.52,223.16,212.68,215.75,212.68,212.38,209.02,211.46,215.75,218.21,214.52,213.29,206.9,215.75,202.37,215.44,207.81,,28,965,34,28.61,
24.07.20 20:47:06,25.6,219.13,215.44,211.46,212.99,212.99,207.2,212.99,218.21,223.47,212.99,214.82,213.29,212.38,209.02,210.85,215.44,217.59,214.52,212.99,206.59,215.44,202.37,214.52,207.5,,28,965,34,28.6,
24.07.20 20:47:21,25.85,217.59,215.13,209.93,213.29,212.68,206.29,211.76,217.9,222.85,212.68,214.52,212.38,211.15,208.41,210.85,213.91,216.67,213.91,212.07,205.99,214.21,201.16,214.52,206.59,,28,965,34,28.58,
24.07.20 20:47:36,26.1,217.59,214.82,210.54,212.99,212.99,205.69,211.76,217.59,221.92,212.07,213.6,212.38,211.76,208.11,210.54,213.29,216.36,213.6,211.46,205.69,215.75,200.86,214.52,206.29,,28,965,34,28.55,
24.07.20 20:47:51,26.35,217.59,215.13,210.24,213.29,213.29,205.69,212.38,217.28,221.3,211.76,212.99,212.38,211.76,208.41,210.24,213.29,216.05,213.29,211.46,205.99,215.13,200.86,214.52,205.99,,28,965,34,28.54,
24.07.20 20:48:06,26.6,217.59,215.13,210.24,213.29,212.68,205.69,212.07,216.98,220.68,211.76,212.68,212.68,212.07,208.41,210.24,212.07,215.44,213.6,211.15,205.69,215.44,200.26,213.29,205.69,,28,965,34,28.54,
24.07.20 20:48:21,26.85,216.67,214.52,210.24,212.68,211.76,205.38,211.46,216.36,220.06,211.76,212.68,212.38,211.15,208.11,210.24,212.38,215.13,212.99,210.54,206.29,215.13,200.56,213.91,205.38,,28,965,34,28.53,
24.07.20 20:48:36,27.1,216.05,214.52,210.24,212.99,212.68,205.38,212.07,216.36,220.06,212.07,211.76,212.38,211.15,207.81,210.54,212.07,215.13,213.29,209.93,205.69,214.21,199.66,213.91,205.38,,28,965,34,28.51,
24.07.20 20:48:51,27.35,216.36,214.82,210.24,212.99,212.38,205.08,211.46,216.05,220.06,211.76,211.76,212.38,211.46,207.81,209.93,210.54,214.82,212.99,210.24,205.99,214.52,199.66,213.91,204.78,,28,965,34,28.5,
24.07.20 20:49:06,27.6,215.75,214.52,210.24,213.29,212.38,204.48,211.46,214.52,219.13,211.76,211.15,212.38,211.15,207.81,210.24,210.85,214.82,212.99,209.33,205.69,214.21,199.96,213.29,204.48,,28,965,34,28.47,
24.07.20 20:49:21,27.85,215.44,214.21,209.93,212.68,211.76,204.18,211.76,214.21,219.13,211.76,211.15,212.38,211.46,207.81,209.93,211.46,213.6,212.68,208.41,205.99,213.91,199.37,212.99,204.48,,28,965,34,28.47,
24.07.20 20:49:36,28.1,214.82,214.82,209.63,212.68,212.38,204.48,211.76,213.91,219.44,211.46,210.24,211.76,211.15,207.2,210.24,210.85,213.29,212.99,208.41,205.69,214.52,199.66,213.6,203.57,,28,965,34,28.46,
24.07.20 20:49:51,28.35,214.52,214.21,210.24,212.68,212.38,203.57,211.46,213.6,218.21,212.07,209.93,211.76,211.76,207.5,209.93,210.24,213.91,213.29,208.41,205.69,214.52,199.37,212.99,204.18,,28,965,34,28.43,
24.07.20 20:50:06,28.6,214.52,214.52,209.63,212.99,212.38,204.18,211.15,214.52,218.82,211.46,209.33,212.38,211.15,208.11,209.93,210.24,213.91,213.29,208.41,206.29,213.91,199.96,213.6,204.18,,28,965,34,28.43,
24.07.20 20:50:21,28.85,214.52,214.21,209.63,212.99,212.07,203.87,211.46,212.99,216.36,211.15,209.02,212.38,210.85,206.9,209.93,209.63,213.29,213.29,207.5,205.99,213.6,199.66,213.29,203.27,,28,965,34,28.41,
24.07.20 20:50:36,29.1,213.91,213.91,209.93,212.99,211.46,204.18,211.15,212.38,217.59,211.46,209.33,211.76,211.15,207.5,210.54,208.72,212.68,212.99,207.5,205.69,214.52,199.07,212.99,202.67,,28,965,34,28.41,
24.07.20 20:50:51,29.35,213.91,214.21,209.33,212.38,212.68,203.57,211.46,212.99,217.59,211.76,209.63,212.68,211.46,207.2,209.93,207.81,212.99,212.99,207.2,205.69,214.52,199.07,213.6,203.57,,28,965,34,28.39,
24.07.20 20:51:06,29.6,212.38,214.52,209.02,212.38,211.46,203.27,211.76,213.29,216.98,211.46,208.41,212.07,210.24,206.9,209.93,206.9,212.38,212.68,206.59,206.29,213.6,198.77,212.38,202.97,,28,965,34,28.38,
24.07.20 20:51:21,29.85,212.38,214.82,209.33,212.68,212.68,203.57,211.15,212.38,216.67,211.46,209.33,211.76,211.15,207.2,210.24,206.9,211.76,212.38,206.29,205.38,213.6,199.07,213.6,202.67,,28,965,34,28.36,
24.07.20 20:51:36,30.1,212.68,214.21,209.33,212.07,212.07,202.67,211.15,212.07,216.05,211.15,209.02,211.46,210.24,207.5,210.24,207.5,211.76,212.68,205.99,205.69,213.91,198.47,212.99,202.67,,28,965,34,28.36,
24.07.20 20:51:51,30.35,212.99,214.21,208.72,212.07,211.46,202.67,210.54,211.76,215.75,210.85,208.41,211.15,210.54,206.59,209.63,206.9,210.24,212.38,205.08,204.78,212.99,197.87,212.38,202.07,,28,965,34,28.35,
24.07.20 20:52:06,30.6,212.99,213.91,209.02,212.07,211.15,202.07,211.15,211.46,215.44,210.24,207.81,211.46,210.24,206.9,209.33,207.2,210.24,212.07,205.08,205.08,213.29,197.57,212.07,201.47,,28,965,34,28.33,
24.07.20 20:52:21,30.85,212.07,213.6,208.41,211.76,211.76,202.37,210.85,212.38,215.44,210.85,207.81,211.46,210.24,206.59,210.24,205.38,209.33,212.38,203.87,205.08,212.99,197.57,212.38,201.16,,28,965,34,28.32,
24.07.20 20:52:36,31.1,212.07,213.6,208.11,211.76,211.15,202.07,210.54,212.07,214.82,210.24,207.81,211.46,210.24,206.29,209.33,205.08,209.02,211.76,203.57,204.78,212.99,197.87,212.38,201.16,,28,965,34,28.32,
24.07.20 20:52:51,31.35,212.38,214.21,208.41,212.68,212.07,202.07,211.15,211.46,214.82,211.15,207.2,211.76,209.93,206.29,209.33,205.08,209.33,212.38,204.18,205.38,213.6,197.87,213.29,201.16,,28,965,34,28.32,
24.07.20 20:53:06,31.6,212.68,213.91,208.72,211.76,211.15,201.47,210.85,210.85,214.21,210.85,207.2,211.46,210.24,205.99,209.02,203.57,208.41,212.07,202.97,204.78,212.99,196.97,212.38,200.26,,28,965,34,28.29,
24.07.20 20:53:21,31.85,212.07,213.6,208.41,212.07,211.46,201.47,210.54,210.85,213.91,210.54,206.9,211.76,209.63,205.99,208.72,203.27,208.72,212.38,202.67,204.78,212.99,196.97,212.68,199.07,,28,965,34,28.28,
