Culture:,en-US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/20,11:32:46 AM,1.325E+17,00:05:15,47.93,51.28,50.71,51.57,48.77,52.08,47.94,47.7,50.43,52.09,51.2,49.97,49.19,49.86,47.01,50.28,49.5,48.69,49.21,49.55,48.26,47.39,49.05,48.34,34270,41352,43157,54195,54362,58669,34201,38786,41068,49561,51486,59298,38660,40457,36595,51840,50271,50255,31523,36981,45618,43963,49430,55701,0.191,0.0896,0.1057,0.0816,0.164,0.0677,0.1906,0.1986,0.1138,0.0674,0.0919,0.1273,0.1509,0.1306,0.2219,0.1182,0.1414,0.1665,0.1503,0.1399,0.1802,0.209,0.1552,0.1777
11/16/20,11:33:01 AM,1.325E+17,00:05:30,47,50.23,49.22,51.06,49.2,50.89,47.85,46.86,49.53,50.99,50.66,49.34,48.91,48.46,47.57,49.28,48.06,47.33,48.96,48.58,47.56,47.12,48.49,49.16,34252,40618,43832,53416,56335,58775,34908,39469,41401,49720,52084,60568,38603,40690,37042,50285,49459,51182,30683,37082,45247,43761,48846,55323,0.2223,0.1196,0.15,0.0958,0.1506,0.1006,0.1936,0.2271,0.1405,0.0978,0.1072,0.1463,0.1596,0.1738,0.2029,0.1481,0.1867,0.211,0.158,0.17,0.2032,0.2181,0.1729,0.1518
11/16/20,11:33:16 AM,1.325E+17,00:05:45,48.52,52.58,53.13,47.47,52.91,48.97,46.77,46.85,48.62,51.95,46.98,49.43,49.39,49.9,46.69,49.27,49.02,48.36,48.48,48.36,47.59,47.66,49.33,46.73,35120,40578,45562,54867,55456,57966,35655,40046,41117,49862,50742,60143,38883,40105,34922,51733,49675,51555,31328,37419,45669,43944,48554,53569,0.1719,0.0544,0.0401,0.2063,0.0458,0.1577,0.2302,0.2275,0.1687,0.0712,0.223,0.1435,0.1448,0.1294,0.233,0.1484,0.1562,0.177,0.1732,0.177,0.2022,0.1999,0.1466,0.2316
11/16/20,11:33:31 AM,1.325E+17,00:06:00,47.78,51.44,48.86,49.09,50.88,56.46,48.23,49.67,52.18,51.39,55.26,52.47,50.54,52.41,48.36,48.21,51.46,50.63,49.58,50.75,49.14,48.63,49.6,49.41,33158,43182,44696,54843,56408,55305,32763,39348,39656,51346,51528,64153,38777,38439,33613,51863,50337,50343,31202,36852,45667,43394,46785,52604,0.1959,0.0852,0.1612,0.154,0.1009,-0.0398,0.1812,0.1363,0.065,0.0866,-0.0123,0.0573,0.1106,0.0589,0.177,0.1818,0.0846,0.108,0.139,0.1046,0.1524,0.1684,0.1384,0.1442
11/16/20,11:33:46 AM,1.325E+17,00:06:15,48.97,52.49,49.99,52.8,32.91,54.74,52.34,50.16,50.52,54.22,54.29,54.17,49.74,51.3,54.75,52,51.05,50.06,51.39,51.06,47.92,47.59,51.29,50.86,34125,42027,43543,55754,55995,57808,33171,40394,41097,47934,52721,61351,38256,34189,34115,45528,47775,51720,30937,36809,45305,44077,48978,57163,0.1577,0.0568,0.1267,0.0486,1.0123,0.0001,0.0607,0.1217,0.1112,0.0127,0.011,0.0139,0.1342,0.0891,-0.0002,0.0699,0.0961,0.1246,0.0866,0.0958,0.1913,0.2022,0.0893,0.1015
11/16/20,11:34:01 AM,1.325E+17,00:06:30,46.27,49.75,50.53,52.75,45.65,50.03,51.4,40.1,49.67,53.43,50.46,46.18,47.85,46.84,50.25,49.29,56.65,47.89,48.71,48.53,48.1,47.9,49.7,47.99,35817,40340,43350,53969,53896,58931,34346,40713,38991,50617,51728,62403,38891,41117,36597,51076,51584,50705,30760,37402,48603,44288,48831,53188,0.2479,0.1339,0.1109,0.0499,0.2705,0.1255,0.0863,0.5145,0.1363,0.0324,0.1129,0.2512,0.1936,0.2278,0.1191,0.1478,-0.0441,0.1923,0.1659,0.1716,0.1854,0.192,0.1354,0.189
11/16/20,11:34:16 AM,1.325E+17,00:06:45,46.96,50.93,49.74,51.64,49.87,51.91,49.73,46.47,51.36,51.51,50.83,49.96,50.31,49.89,46.93,50.91,46.88,48.73,49.16,48.37,48.42,47.79,48.44,48.43,33988,40964,44161,53072,55274,58992,35564,37948,39804,49525,51817,59393,38221,41273,35005,52085,50686,50493,31389,37231,45824,42891,48976,55126,0.2236,0.0995,0.1342,0.0797,0.1303,0.0723,0.1345,0.2408,0.0874,0.0832,0.1023,0.1276,0.1173,0.1297,0.2247,0.1,0.2264,0.1652,0.1518,0.1767,0.1751,0.1956,0.1744,0.1748
11/16/20,11:34:31 AM,1.325E+17,00:07:00,41.53,49.78,48.85,47.07,49.76,52.42,50.03,47.52,47.5,50.68,48.36,45.02,47.2,47.13,42.5,47.09,48.64,43.75,46.42,46.68,46.36,44.5,47.94,45.03,32339,40082,43829,53310,54278,60279,31962,37571,39815,47421,51203,60223,39724,41796,36739,50923,54198,46745,31470,37217,40717,42992,48310,52943,0.4433,0.133,0.1615,0.2199,0.1336,0.0586,0.1255,0.2046,0.2053,0.1066,0.177,0.2943,0.2154,0.2178,0.3987,0.2192,0.1681,0.345,0.2426,0.2334,0.2447,0.3146,0.1906,0.2939
11/16/20,11:34:46 AM,1.325E+17,00:07:15,47.77,51.1,51.68,51.09,49.59,51.71,48.41,47.89,48.97,51.67,50.81,49.15,49.2,49.4,47.1,48.89,49.3,48.12,46.07,48.98,48.42,47.93,49.94,47.87,34290,41894,43191,53827,56874,58116,34558,39556,39879,49676,50813,61227,39022,40062,35852,51139,49827,51423,31717,38460,45348,43603,48757,54324,0.1963,0.0947,0.0786,0.0949,0.1387,0.0777,0.1754,0.1923,0.1577,0.0788,0.1029,0.1521,0.1506,0.1445,0.2188,0.1602,0.1475,0.1848,0.2551,0.1574,0.1751,0.191,0.1282,0.1929
11/16/20,11:35:01 AM,1.325E+17,00:07:30,48.6,51.23,50.45,51.24,57.43,48.88,49.39,42.07,52.95,53.11,51.63,48.75,46.1,44.83,39.18,46.23,49.93,50.33,49.18,49.68,49.66,47.31,49.7,51.25,34541,40677,43640,55665,55086,58734,34390,40101,42264,51092,52245,62219,39740,45727,37517,51866,51206,52265,31186,36922,45282,43180,49011,53540,0.1693,0.091,0.1132,0.0907,-0.0612,0.1605,0.1448,0.4181,0.0447,0.0406,0.0799,0.1646,0.254,0.3017,0.5641,0.2494,0.1285,0.1167,0.1512,0.136,0.1366,0.2117,0.1354,0.0905
11/16/20,11:35:16 AM,1.325E+17,00:07:45,45.97,53.12,54.61,53.91,57.21,54.9,47.65,47.46,54.66,51.71,51.33,54.39,51.81,52.77,49.51,52.48,50.7,52.8,51.37,51.69,50.8,51.49,58.39,51.22,33627,42742,46940,47762,49054,54022,33658,42975,36660,48709,50625,64947,38909,43265,36338,51692,50138,52238,31953,37138,46020,43166,48162,53414,0.2588,0.0403,0.0032,0.0204,-0.0564,-0.0037,0.2002,0.2066,0.002,0.0777,0.0882,0.0086,0.075,0.0494,0.1411,0.057,0.106,0.0486,0.0871,0.0783,0.1032,0.0838,-0.0816,0.0913
11/16/20,11:35:31 AM,1.325E+17,00:08:00,46.32,51.51,46.28,50.17,51.75,50.5,46.08,45.39,48.28,50.23,48.92,48.89,49.59,44.01,45.36,48.54,46.86,46.97,48.01,47.84,46.83,45.59,48.49,48.18,34631,41681,45745,54370,54209,58285,32839,39761,41747,49634,50906,59612,37975,40664,37585,52080,51374,53491,31543,37353,45218,43389,48322,57038,0.2461,0.0832,0.2476,0.1214,0.0766,0.1118,0.2548,0.2802,0.1796,0.1196,0.1593,0.1602,0.1387,0.3343,0.2814,0.1713,0.2271,0.2233,0.1884,0.1939,0.2281,0.2728,0.1729,0.1828
11/16/20,11:35:46 AM,1.325E+17,00:08:15,44.52,47.79,47.35,46.02,47.55,48.2,47.36,44.74,46.86,50.16,44.36,48.92,46,45.86,44.63,46.49,46.05,46.68,44.5,45.96,43.78,44.25,46.97,45.43,32626,40752,44248,54149,53996,58932,33525,39477,40585,49035,54054,60423,38944,39685,34774,50228,49426,51487,31555,37437,45116,44441,49479,53914,0.3138,0.1956,0.2103,0.2569,0.2036,0.1822,0.21,0.3052,0.2271,0.1217,0.3202,0.1593,0.2577,0.2628,0.3095,0.2401,0.2559,0.2334,0.3146,0.2591,0.3437,0.3246,0.2233,0.2787
11/16/20,11:36:01 AM,1.325E+17,00:08:30,47.05,51.72,50.28,51.07,48.6,52.46,47.2,48.27,49.74,51.76,49.82,49.67,49.17,49.28,44.63,50.32,49.69,49.79,47.13,48.7,46.42,47.67,47.36,52.76,34562,40902,43213,53057,55612,58507,34204,38984,41419,49753,50939,61875,38790,42006,36013,52625,51618,52156,31697,36769,45491,44687,45882,54590,0.2205,0.0775,0.1182,0.0955,0.1693,0.0576,0.2154,0.1799,0.1342,0.0764,0.1318,0.1363,0.1515,0.1481,0.3095,0.117,0.1357,0.1327,0.2178,0.1662,0.2426,0.1996,0.21,0.0497
11/16/20,11:36:16 AM,1.325E+17,00:08:45,48.24,49.2,50.85,53.08,46.62,52.92,52.15,44.95,49.74,54.3,52.41,47.63,51.41,52.66,48.61,52.07,48.76,49.46,44.67,49.31,47.64,48.82,50.02,49.11,33985,39793,43372,51021,53162,59261,35570,44659,41985,50001,50015,58199,37962,39006,33827,51185,49864,54381,31077,36784,45897,44616,51051,57347,0.1809,0.1506,0.1017,0.0414,0.2355,0.0455,0.0658,0.297,0.1342,0.0107,0.0589,0.2009,0.086,0.0523,0.169,0.068,0.1643,0.1426,0.3079,0.1472,0.2006,0.1624,0.1258,0.1534
11/16/20,11:36:31 AM,1.325E+17,00:09:00,52.42,53.34,55.78,54.23,48.86,59.27,53.13,49.65,52.79,54.59,51.13,48.75,51.52,52.68,48.61,55.49,53.79,51.86,53.67,50,51.68,50.96,44.55,48.42,34485,40870,42738,52478,60681,59500,32977,38124,44660,49804,42620,64141,38267,40321,35666,48444,45666,49222,27869,38344,45157,44256,48352,55619,0.0586,0.0347,-0.0244,0.0125,0.1612,-0.0997,0.0401,0.1369,0.0489,0.0037,0.0938,0.1646,0.083,0.0518,0.169,-0.0177,0.0234,0.0736,0.0264,0.1264,0.0786,0.0986,0.3126,0.1751
11/16/20,11:36:46 AM,1.325E+17,00:09:15,47.18,52.2,50.31,51.76,48.25,50.82,47.14,47.54,47.84,50.49,55.36,54.77,48.61,53.29,46.77,54.75,49.81,50.71,53.49,50.8,44.77,48.56,50.33,47.35,34145,41214,43284,54379,56889,60041,34141,41529,40517,52220,50389,62680,35592,39262,36528,51089,47962,50147,29682,36183,49810,45765,48177,54654,0.2161,0.0645,0.1173,0.0764,0.1806,0.1026,0.2175,0.2039,0.1939,0.1121,-0.0146,-0.0006,0.169,0.036,0.2302,-0.0002,0.1321,0.1057,0.0309,0.1032,0.304,0.1706,0.1167,0.2103
11/16/20,11:37:01 AM,1.325E+17,00:09:30,54.6,54.39,53.64,52.85,50.05,54.36,50.59,49.39,50.9,52.42,55.72,53.22,52.67,50.29,51.44,52.57,51.48,52.31,54.41,48.12,50.82,50.34,51.42,53.49,33640,42787,43841,54592,57823,57519,34461,38970,40183,49208,51173,63106,39317,37651,37690,50567,48974,51160,32345,38496,47354,44217,46782,52276,0.0035,0.0086,0.0271,0.0473,0.1249,0.0093,0.1092,0.1448,0.1003,0.0586,-0.023,0.0378,0.052,0.1179,0.0852,0.0547,0.0841,0.0615,0.0081,0.1848,0.1026,0.1164,0.0857,0.0309
11/16/20,11:37:16 AM,1.325E+17,00:09:45,47.43,49.42,49.48,52.9,50.3,51.33,45.67,43.73,52.27,51.93,52.11,52.01,50.58,50.86,48.38,49.85,49.25,49.17,47.96,50.02,48.15,48.2,50.32,50.15,34259,42107,43996,53376,55211,61389,33941,43405,39087,50270,51243,60471,38840,40560,35980,50012,49654,49120,31570,36736,45685,44360,47624,55271,0.2076,0.1439,0.142,0.046,0.1176,0.0882,0.2698,0.3458,0.0626,0.0717,0.0669,0.0696,0.1095,0.1015,0.1764,0.1309,0.1491,0.1515,0.19,0.1258,0.1838,0.1822,0.117,0.122
11/16/20,11:37:31 AM,1.325E+17,00:10:00,50.38,51.54,50.4,53.5,47.98,53.78,47.13,49.26,51.11,53.64,50.87,52.02,54.21,56.78,51.78,52.17,53.05,51.46,46.11,53.2,47.73,46.49,54.08,51.96,35433,38822,43709,54056,48438,59565,36758,40168,44499,47375,50180,59142,38221,42589,31149,46016,48359,57855,32807,38097,49673,43281,48760,54333,0.1153,0.0824,0.1147,0.0306,0.1893,0.0236,0.2178,0.1487,0.0944,0.0271,0.1012,0.0693,0.013,-0.047,0.0758,0.0653,0.0421,0.0846,0.2537,0.0383,0.1976,0.2401,0.0162,0.0709
11/16/20,11:37:46 AM,1.325E+17,00:10:15,47.09,51.78,50.28,50.1,52.14,54.02,49.58,48.24,50.2,52.3,50.08,48.61,47.91,46.52,55.82,51.05,48.67,49.99,51.78,50.43,49.72,51.01,49.62,51.03,33265,40924,42796,55094,59096,59214,34454,42188,41208,50998,50302,61702,38846,46779,36089,50351,49721,53989,31519,35487,46115,39817,50257,57347,0.2192,0.0758,0.1182,0.1235,0.0661,0.0176,0.139,0.1809,0.1205,0.0618,0.1241,0.169,0.1916,0.239,-0.0253,0.0961,0.1671,0.1267,0.0758,0.1138,0.1348,0.0972,0.1378,0.0966
11/16/20,11:38:01 AM,1.325E+17,00:10:30,47.3,51.61,49.16,50.1,51.77,54.5,50.02,47.18,51.19,56.8,52.82,53.6,51.39,51.27,47.47,47.96,50.02,48.54,51.6,48.27,54.32,47.33,53.17,50.79,33504,41742,43068,52923,58519,58470,35578,38551,41422,49410,50134,63056,39550,38934,33560,53954,49234,51624,31086,37383,44400,45545,48543,57034,0.212,0.0805,0.1518,0.1235,0.0761,0.0059,0.1258,0.2161,0.0921,-0.0474,0.0481,0.0281,0.0866,0.0899,0.2063,0.19,0.1258,0.1713,0.0808,0.1799,0.0103,0.211,0.0391,0.1034
11/16/20,11:38:16 AM,1.325E+17,00:10:45,47.12,50.28,46.45,50.14,46.59,45.87,45.46,45.74,45.77,50.43,44.47,48,46.29,48.37,44.14,46.97,45.63,45.78,46.67,46.57,44.7,44.19,46.76,45.44,35819,43041,43724,52786,55322,58680,33354,40973,38640,49261,52316,60254,38965,40485,36319,52380,50363,51064,30643,37764,44844,44185,49114,54877,0.2181,0.1182,0.2415,0.1223,0.2365,0.2624,0.2776,0.2672,0.2661,0.1138,0.3158,0.1887,0.2472,0.1767,0.329,0.2233,0.2713,0.2657,0.2337,0.2373,0.3067,0.327,0.2306,0.2784
11/16/20,11:38:31 AM,1.325E+17,00:11:00,47.16,53.19,52.27,55.74,51.78,60.05,48.66,47.6,46.75,54.1,51.07,53.92,51.23,47.31,49.39,49.62,52.99,51.59,51.02,51.17,49.6,49.18,52.29,50.01,32826,41386,42928,55031,49098,60062,34126,42550,38245,50186,50307,61226,38970,42727,38410,49430,50398,52176,31786,37498,45589,43388,49424,55306,0.2168,0.0385,0.0626,-0.0235,0.0758,-0.1152,0.1674,0.2019,0.2309,0.0157,0.0955,0.0201,0.091,0.2117,0.1448,0.1378,0.0437,0.081,0.0969,0.0927,0.1384,0.1512,0.0621,0.1261
11/16/20,11:38:46 AM,1.325E+17,00:11:15,48.61,53.51,50.04,53.75,49.26,54.02,49.61,48.88,51.76,53.43,53.03,49.35,50.96,51.56,51.2,50.17,51.78,51.07,48.63,48.44,47.54,48.1,51.22,50.69,35162,41740,44063,54717,56093,57010,33691,37633,40884,50630,57998,59493,39911,41775,35173,52229,49562,52907,31709,38615,44825,43880,49923,55067,0.169,0.0304,0.1252,0.0244,0.1487,0.0176,0.1381,0.1605,0.0764,0.0324,0.0427,0.146,0.0986,0.0819,0.0919,0.1214,0.0758,0.0955,0.1684,0.1744,0.2039,0.1854,0.0913,0.1063
11/16/20,11:39:01 AM,1.325E+17,00:11:30,48.2,51.78,52.94,54.28,51.33,53.38,52.07,48.75,51.47,52.3,49.43,50.64,50.84,50.51,46.08,50.47,50.07,49.94,49.41,49.72,47.84,48.15,50.16,47.76,33983,43134,42841,54804,56125,62681,36057,39806,39681,48777,52808,60056,39408,39779,35887,52083,49741,51598,31552,37661,45391,43393,48756,56200,0.1822,0.0758,0.045,0.0112,0.0882,0.0337,0.068,0.1646,0.0843,0.0618,0.1435,0.1077,0.102,0.1115,0.2548,0.1127,0.1244,0.1282,0.1442,0.1348,0.1939,0.1838,0.1217,0.1966
11/16/20,11:39:16 AM,1.325E+17,00:11:45,49.29,53.39,52.46,55.22,51.8,54.56,49.03,48.49,51.35,54.06,53.31,52.55,52.66,52.38,50.78,51.46,51.69,52.05,51.45,51.3,47.79,48.87,52.29,51.19,34120,41314,44521,55934,57001,59555,33591,39432,40203,49317,51490,61216,39186,40750,35407,51121,49787,51697,31548,37758,43452,44850,49259,54644,0.1478,0.0334,0.0576,-0.0113,0.0753,0.0044,0.1558,0.1729,0.0877,0.0166,0.0355,0.0552,0.0523,0.0597,0.1037,0.0846,0.0783,0.0685,0.0849,0.0891,0.1956,0.1608,0.0621,0.0921
11/16/20,11:39:31 AM,1.325E+17,00:12:00,47.18,53.03,50.82,50.86,49.99,52.89,49.09,47.72,50.11,52.96,51.7,51.48,50.38,49.26,49.1,50.17,49.64,50.03,49.26,50.08,48.31,48.03,50.05,49.04,34153,41507,43216,53248,55943,59841,35304,39645,40040,49796,53422,60990,38994,40723,36242,50761,49722,51949,31822,37555,45180,43805,49570,54383,0.2161,0.0427,0.1026,0.1015,0.1267,0.0463,0.154,0.1979,0.1232,0.0445,0.078,0.0841,0.1153,0.1487,0.1537,0.1214,0.1372,0.1255,0.1487,0.1241,0.1786,0.1877,0.1249,0.1555
11/16/20,11:39:46 AM,1.325E+17,00:12:15,46.29,49.6,50.33,50.8,48.53,52.36,47.57,46.25,50.48,51.51,51.49,49.26,49.73,49.46,47.52,50.34,48.96,48.51,49.28,49.07,48,46.11,49.58,48.09,34408,42230,44414,53439,54879,58060,34561,39009,40897,50071,51699,60933,38903,41124,35749,51190,49335,52044,31449,37878,44809,43632,50295,54046,0.2472,0.1384,0.1167,0.1032,0.1716,0.0602,0.2029,0.2486,0.1124,0.0832,0.0838,0.1487,0.1345,0.1426,0.2046,0.1164,0.158,0.1722,0.1481,0.1546,0.1887,0.2537,0.139,0.1857
11/16/20,11:40:01 AM,1.325E+17,00:12:30,48.62,56.32,52.23,49.65,50.91,54.32,57.6,51.48,58.06,47.62,54.43,52.95,52.71,50.71,49.92,52.89,50.27,49.37,53.35,50.92,50.3,47.54,50.59,54.22,35479,39128,41610,50072,53380,62181,37213,38363,41902,48639,54106,63459,38846,39870,35170,52304,45644,51724,31563,36060,45960,46165,50530,50984,0.1687,-0.0367,0.0637,0.1369,0.1,0.0103,-0.0649,0.0841,-0.0747,0.2012,0.0076,0.0447,0.051,0.1057,0.1288,0.0463,0.1185,0.1454,0.0345,0.0997,0.1176,0.2039,0.1092,0.0127
11/16/20,11:40:16 AM,1.325E+17,00:12:45,44.66,47.71,48.39,46.63,47.17,52.07,52.07,44.34,43.29,48.68,52.02,50.55,50.85,52.26,40.1,49.15,48.15,46.3,52.03,49.41,46.4,46.54,48.42,51.16,39356,41470,44225,55031,48693,63709,35909,42006,40532,44713,53176,59122,40266,45337,31735,53212,51782,52159,32956,38441,46050,43725,47137,59883,0.3083,0.1982,0.176,0.2351,0.2164,0.068,0.068,0.321,0.3643,0.1668,0.0693,0.1103,0.1017,0.0629,0.5145,0.1521,0.1838,0.2468,0.069,0.1442,0.2433,0.2383,0.1751,0.093
11/16/20,11:40:31 AM,1.325E+17,00:13:00,42.95,50.44,48.41,49.7,54.05,49.61,47.28,44.55,47.26,48.99,48.69,47.04,46.89,48.7,42.71,50.17,45.34,44.37,47.17,46.54,46.26,44.53,48.47,46.17,33626,41353,43633,52935,59321,56970,34355,39227,40818,49819,52165,61458,39063,45547,35545,52567,50393,56409,32090,37271,46818,43299,50445,55499,0.3789,0.1135,0.1754,0.1354,0.0169,0.1381,0.2127,0.3126,0.2134,0.1571,0.1665,0.2209,0.2261,0.1662,0.3894,0.1214,0.2821,0.3198,0.2164,0.2383,0.2483,0.3134,0.1735,0.2515
11/16/20,11:40:46 AM,1.325E+17,00:13:15,46.49,50.93,51.66,46.93,61.47,57.03,46.71,43.91,45.68,52.57,44.58,51.99,46.55,47.27,48.52,50.06,46.27,46.86,44.02,48.45,45.06,45.46,47.78,46.96,33860,42019,45418,52652,53945,58420,34725,39287,42384,49690,52373,65343,37764,40945,40553,51126,49000,52336,29713,37558,44375,43581,51517,56539,0.2401,0.0995,0.0791,0.2247,-0.1425,-0.0525,0.2323,0.3384,0.2694,0.0547,0.3114,0.0701,0.238,0.213,0.1719,0.1246,0.2479,0.2271,0.3339,0.1741,0.2928,0.2776,0.1959,0.2236
11/16/20,11:41:01 AM,1.325E+17,00:13:30,44.66,50.71,47.43,50.86,52.6,52.07,47.2,44.9,51.09,50.67,53.39,49.05,48.51,47.91,46.8,50.15,48.37,46.79,48.77,48.39,46.51,48.17,53.37,46.71,29547,43995,41397,54129,50639,61163,35299,38936,43271,49475,49413,58209,39419,39869,35541,51550,51171,49999,31095,37812,45538,43890,50249,57261,0.3083,0.1057,0.2076,0.1015,0.0539,0.068,0.2154,0.2989,0.0949,0.1069,0.0334,0.1552,0.1722,0.1916,0.2292,0.122,0.1767,0.2295,0.164,0.176,0.2394,0.1831,0.0339,0.2323
11/16/20,11:41:16 AM,1.325E+17,00:13:45,46.48,58.99,55.76,54.69,52.73,52.84,51.99,50.16,53.05,55.61,53.48,52.52,54.92,51.18,37.53,51.93,55.18,50.98,49.3,51.88,50.42,49.64,52.88,47.71,34453,45253,42393,47417,57080,60949,34347,36940,40874,48600,51593,63075,36922,39044,37243,52493,52152,52091,34642,39437,44949,42805,49819,58679,0.2404,-0.094,-0.0239,0.0013,0.0505,0.0476,0.0701,0.1217,0.0421,-0.0205,0.0312,0.056,-0.0042,0.0924,0.6616,0.0717,-0.0104,0.098,0.1475,0.0731,0.1141,0.1372,0.0465,0.1982
11/16/20,11:41:31 AM,1.325E+17,00:14:00,46.59,52.09,49.38,50.93,50.05,52.12,47.81,46.77,50.51,52.28,51.98,51.57,50.13,47.43,42.3,50.78,48.69,51.21,49.65,49.35,47.52,47.24,50.05,48.56,34603,41006,42723,52503,56182,59827,34039,38947,40434,50847,51328,62597,38914,41408,36835,53285,49139,52358,31385,37713,44940,42994,49049,54665,0.2365,0.0674,0.1451,0.0995,0.1249,0.0666,0.1949,0.2302,0.1115,0.0623,0.0704,0.0816,0.1226,0.2076,0.4077,0.1037,0.1665,0.0916,0.1369,0.146,0.2046,0.214,0.1249,0.1706
11/16/20,11:41:46 AM,1.325E+17,00:14:15,49.25,52.69,51.85,52.16,48.77,56.32,49.68,47.05,50.08,52.08,53.03,52.29,50.95,50.21,48.32,51.42,48.82,50.94,49.06,50.96,52.13,47.39,51.56,48.95,33973,41133,43749,53687,51295,59302,33493,37645,41365,49650,50993,61551,39223,40002,35710,50856,50029,52099,32357,37695,45574,45336,49782,55287,0.1491,0.0515,0.0739,0.0655,0.164,-0.0367,0.136,0.2205,0.1241,0.0677,0.0427,0.0621,0.0989,0.1202,0.1783,0.0857,0.1624,0.0992,0.1549,0.0986,0.0664,0.209,0.0819,0.1583
11/16/20,11:42:01 AM,1.325E+17,00:14:30,45.89,50.65,48.13,49.33,45.78,51.26,42.04,44.81,47.25,56.41,48.56,52.61,46.94,48.97,47.61,49.66,48.27,47.09,49.1,46.88,45.86,46.33,49.25,48.28,33221,40353,43366,51719,56664,63580,33529,39399,36401,53420,48811,64015,37526,41446,35369,52037,48734,53142,31642,37485,45709,42713,50342,54196,0.2617,0.1075,0.1844,0.1466,0.2657,0.0902,0.4195,0.3024,0.2137,-0.0387,0.1706,0.0536,0.2243,0.1577,0.2016,0.1366,0.1799,0.2192,0.1537,0.2264,0.2628,0.2458,0.1491,0.1796
11/16/20,11:42:16 AM,1.325E+17,00:14:45,46.53,52.74,49.04,52.4,52.39,54.04,48.53,48.83,50.05,57.69,53.59,49.66,51.04,52.93,44.59,50.97,49.39,51.83,51.62,48.57,48.52,47.95,49.47,50.74,34101,40243,42811,52997,52980,57019,35012,36801,39316,46746,51665,59689,40685,40872,34610,51935,51213,52297,32982,37894,45969,43100,49239,55995,0.2387,0.0502,0.1555,0.0591,0.0594,0.0171,0.1716,0.1621,0.1249,-0.0668,0.0284,0.1366,0.0964,0.0452,0.311,0.0983,0.1448,0.0745,0.0802,0.1703,0.1719,0.1903,0.1423,0.1049
11/16/20,11:42:31 AM,1.325E+17,00:15:00,50.47,53.47,54.93,56.12,55.7,54.15,51.08,51.65,52.54,57.29,54.16,55.41,51.44,54.94,44.7,52.68,50.23,53.51,50.43,52.32,48.28,50.33,55.23,53.42,32753,41060,45765,57659,57203,61748,35513,38694,41601,47641,50916,56352,40737,42503,32750,51396,52677,57271,35932,38302,46977,44594,49448,53074,0.1127,0.0314,-0.0045,-0.0322,-0.0225,0.0144,0.0952,0.0794,0.0554,-0.0582,0.0142,-0.0158,0.0852,-0.0047,0.3067,0.0518,0.1196,0.0304,0.1138,0.0613,0.1796,0.1167,-0.0116,0.0327
11/16/20,11:42:46 AM,1.325E+17,00:15:15,48.79,51.17,51.22,51.9,54.4,53.46,51.19,49.17,50.87,53.76,53.02,50.09,51.08,55.27,46.89,52.68,51.53,52.53,50.8,50.63,48.23,48.93,50.45,51.65,33605,38528,44595,51442,57010,60219,34184,39429,41373,50077,51763,62712,38576,42078,36127,51289,51282,53328,32418,37014,45577,43351,48373,49607,0.1633,0.0927,0.0913,0.0726,0.0083,0.0317,0.0921,0.1515,0.1012,0.0241,0.0429,0.1238,0.0952,-0.0125,0.2261,0.0518,0.0827,0.0557,0.1032,0.108,0.1812,0.159,0.1132,0.0794
11/16/20,11:43:01 AM,1.325E+17,00:15:30,46.97,49.64,48.98,46.88,49.83,52.24,46.83,46.64,49.01,50.06,50.21,49.57,48.78,48.45,44.97,49.46,49.17,48.23,48.22,47.37,45.55,45.42,48.71,46.98,34273,40961,43028,51132,52813,59518,33520,38837,41037,50401,54187,61871,38916,41679,38549,52605,49956,50596,32262,37426,44789,43259,48747,53991,0.2233,0.1372,0.1574,0.2264,0.1315,0.0634,0.2281,0.2348,0.1565,0.1246,0.1202,0.1393,0.1637,0.1741,0.2962,0.1426,0.1515,0.1812,0.1815,0.2096,0.2742,0.2791,0.1659,0.223
11/16/20,11:43:16 AM,1.325E+17,00:15:45,48.24,53.73,51.04,52.46,50.75,48.8,54.8,48.23,53.78,50.95,52.59,58.97,50.87,52.08,51.05,50.47,48.99,49.35,51.03,51.55,47.36,47.55,51.78,50.89,32741,39227,44768,52718,54129,58370,34742,37576,39912,53802,55481,61738,37608,42364,33938,52628,52227,52748,30436,37598,46888,43971,47859,57643,0.1809,0.0249,0.0964,0.0576,0.1046,0.163,-0.0014,0.1812,0.0236,0.0989,0.0541,-0.0936,0.1012,0.0677,0.0961,0.1127,0.1571,0.146,0.0966,0.0821,0.21,0.2036,0.0758,0.1006
11/16/20,11:43:31 AM,1.325E+17,00:16:00,48.7,51.58,51.03,47.71,53.15,51.3,53.03,48.69,50.31,51.37,50.63,51.07,47.39,49.45,46.17,49.7,47.49,51.8,46.72,49.75,47.22,45.11,49.39,47.3,33980,42079,43921,51539,53130,54767,33570,37976,41104,48207,53001,64277,39670,38191,36296,53408,51138,51915,30548,36977,44727,43955,50911,54239,0.1662,0.0813,0.0966,0.1982,0.0396,0.0891,0.0427,0.1665,0.1173,0.0871,0.108,0.0955,0.209,0.1429,0.2515,0.1354,0.2056,0.0753,0.232,0.1339,0.2147,0.2909,0.1448,0.212
