Culture:,en-US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/20,11:54:46 AM,1.325E+17,00:27:15,46.17,51.61,49.29,49.96,45.69,50.95,46.27,45.93,49.27,51.7,51.8,48.75,49.53,49.91,46.71,49.82,47.09,51.16,48.36,51.24,45.99,46.53,51.36,49.44,34430,41044,43795,54983,56128,56210,33742,39221,42447,52729,53477,63132,41291,40205,35827,52427,50856,55861,31789,38377,44819,43365,51425,56319,0.2515,0.0805,0.1478,0.1276,0.269,0.0989,0.2479,0.2602,0.1484,0.078,0.0753,0.1646,0.1405,0.1291,0.2323,0.1318,0.2192,0.093,0.177,0.0907,0.258,0.2387,0.0874,0.1432
11/16/20,11:55:01 AM,1.325E+17,00:27:30,47.21,52.94,50.8,51.52,51.56,52.57,48.22,46.53,50.41,52.82,53.36,51.09,51.19,51.45,45.34,50.87,49.55,51.67,50.28,50.05,48.34,47.25,51.59,50.86,33691,42141,44243,54212,56061,59206,34000,38666,41603,50188,53051,61732,39830,41569,34735,52625,50924,52396,32365,38201,46476,43035,49995,55988,0.2151,0.045,0.1032,0.083,0.0819,0.0547,0.1815,0.2387,0.1144,0.0481,0.0342,0.0949,0.0921,0.0849,0.2821,0.1012,0.1399,0.0788,0.1182,0.1249,0.1777,0.2137,0.081,0.1015
11/16/20,11:55:16 AM,1.325E+17,00:27:45,48.29,51.88,50.99,51.37,51,53.99,48.25,46.19,51.21,52.81,52.99,49.72,51.67,51.5,46.66,51.63,50.75,51.13,50.57,50.73,48.91,47.59,50.85,51.17,34439,42291,43682,55725,55524,60619,33443,38391,41858,51438,52300,62987,40155,41771,35721,53398,51281,53219,31596,38012,45116,43978,50045,55820,0.1793,0.0731,0.0978,0.0871,0.0975,0.0184,0.1806,0.2508,0.0916,0.0484,0.0437,0.1348,0.0788,0.0835,0.2341,0.0799,0.1046,0.0938,0.1098,0.1052,0.1596,0.2022,0.1017,0.0927
11/16/20,11:55:31 AM,1.325E+17,00:28:00,47.25,53.29,51.64,51.98,51.21,52.71,48.7,48.4,51.11,53.32,54.2,50.91,51.58,51.05,47.46,51.61,49.2,50.63,50.12,50.63,48.72,47.22,51.93,51.43,33377,41691,44215,54596,55975,60072,33989,38832,41377,49548,52033,62631,39806,42105,35515,53947,50793,52432,32309,38435,45781,43588,48547,56220,0.2137,0.036,0.0797,0.0704,0.0916,0.051,0.1662,0.1757,0.0944,0.0352,0.0132,0.1,0.0813,0.0961,0.2066,0.0805,0.1506,0.108,0.1229,0.108,0.1656,0.2147,0.0717,0.0854
11/16/20,11:55:46 AM,1.325E+17,00:28:15,47.62,54.64,51.25,53.64,54.26,53.48,48.41,47.29,51.84,54.17,53.35,52.46,52.24,51.93,48,52.14,51.47,52.46,51.76,51.23,48.38,49.54,53.22,50.56,33059,42145,42717,54581,53752,59021,34473,38070,41001,51235,53361,62403,39888,41960,35412,52759,50370,53169,30964,38271,45940,43452,50464,56573,0.2012,0.0025,0.0905,0.0271,0.0117,0.0312,0.1754,0.2123,0.0742,0.0139,0.0345,0.0576,0.0634,0.0717,0.1887,0.0661,0.0843,0.0576,0.0764,0.091,0.1764,0.1402,0.0378,0.11
11/16/20,11:56:01 AM,1.325E+17,00:28:30,46.71,52.91,50.71,51.89,51.73,53.24,48.27,47.16,50.18,53.71,53.47,52.16,51.07,50.88,47.04,51.52,49.98,51.05,50.46,50.38,48.8,46.99,51.02,50.27,33878,41444,43844,54731,55075,60055,33908,38210,41779,50509,53112,62469,39932,41657,35340,53123,50244,52925,32150,38337,46155,43295,50028,56333,0.2323,0.0458,0.1057,0.0728,0.0772,0.0373,0.1799,0.2168,0.1211,0.0254,0.0314,0.0655,0.0955,0.1009,0.2209,0.083,0.127,0.0961,0.1129,0.1153,0.163,0.2226,0.0969,0.1185
11/16/20,11:56:16 AM,1.325E+17,00:28:45,47.13,53.95,50.89,52.95,52.53,53.57,49.31,47.79,52.22,54.39,55.65,51,52.51,51.44,49.16,51.97,50.17,51.55,50.73,51.79,49.19,48.06,51.09,51.35,33651,42172,44010,53671,55492,60245,34423,37816,41165,50453,51943,58765,39308,42577,35192,51034,50357,53117,31931,37915,45841,43570,50473,56639,0.2178,0.0194,0.1006,0.0447,0.0557,0.0289,0.1472,0.1956,0.0639,0.0086,-0.0214,0.0975,0.0562,0.0852,0.1518,0.0707,0.1214,0.0821,0.1052,0.0756,0.1509,0.1867,0.0949,0.0877
11/16/20,11:56:31 AM,1.325E+17,00:29:00,46.21,52.44,50.76,52.54,51.62,52.33,48.86,47.04,50.83,53.39,52.45,51.16,51.6,49.31,47.82,52.17,50.8,51.54,50.94,51.11,48.72,46.48,50.71,51.82,33487,41226,43047,53849,57384,58711,34712,39156,41075,49281,51732,62481,39745,43110,35189,51316,50225,53272,32104,37841,45922,43333,51982,56677,0.2501,0.0581,0.1043,0.0554,0.0802,0.061,0.1612,0.2209,0.1023,0.0334,0.0578,0.093,0.0808,0.1472,0.1946,0.0653,0.1032,0.0824,0.0992,0.0944,0.1656,0.2404,0.1057,0.0747
11/16/20,11:56:46 AM,1.325E+17,00:29:15,47.7,53.55,51.02,52.71,50.65,52.84,48.94,45.99,50.75,54.14,53.57,51.95,51.59,51.37,46.48,50.95,49.19,50.27,49.41,50.38,48,46.36,51.72,50.01,33525,42820,43800,54212,56194,58998,34922,38925,41714,50264,52605,62275,39573,41939,36069,53259,50538,52194,32334,38468,46118,42761,51630,56170,0.1986,0.0294,0.0969,0.051,0.1075,0.0476,0.1587,0.258,0.1046,0.0147,0.0289,0.0712,0.081,0.0871,0.2404,0.0989,0.1509,0.1185,0.1442,0.1153,0.1887,0.2447,0.0775,0.1261
11/16/20,11:57:01 AM,1.325E+17,00:29:30,48.35,54.3,51.46,53.2,50.92,53.19,49.63,48.15,52.71,54.4,54.38,52.36,52.74,52.13,48.35,52.72,50.59,51.98,49.91,51.49,49.18,47.93,52.32,51.53,33628,42734,43706,54213,56121,59945,34670,38159,41415,50615,52481,61654,40064,41458,35450,53322,50635,52574,31686,38421,45963,43403,50470,56699,0.1773,0.0107,0.0846,0.0383,0.0997,0.0385,0.1375,0.1838,0.051,0.0083,0.0088,0.0602,0.0502,0.0664,0.1773,0.0507,0.1092,0.0704,0.1291,0.0838,0.1512,0.191,0.0613,0.0827
11/16/20,11:57:16 AM,1.325E+17,00:29:45,46.19,53.85,51.27,51.97,50.73,52.8,48.79,46.81,50.77,53.32,53.71,53.57,50.95,50.85,47.53,51.68,50.22,51.28,50.93,50.02,48.95,47.76,51.97,51.99,33179,41817,44128,53317,54805,58562,34362,38712,41478,49385,51841,62108,39951,41912,35512,53031,50041,52840,32347,38336,45707,43952,51175,56795,0.2508,0.0219,0.0899,0.0707,0.1052,0.0486,0.1633,0.2288,0.104,0.0352,0.0254,0.0289,0.0989,0.1017,0.2042,0.0786,0.1199,0.0896,0.0995,0.1258,0.1583,0.1966,0.0707,0.0701
11/16/20,11:57:31 AM,1.325E+17,00:30:00,45.79,53.06,50.85,51.15,51.48,55.04,46.46,44.21,51.06,52.87,52.9,51.95,50.73,51.46,47.39,51.73,49.72,50.86,50.57,50.23,49.61,47.3,51.81,50.43,33609,41994,43587,56072,53485,53776,31560,38069,41478,51053,52674,62762,40276,41909,35745,53081,50638,53037,31647,38503,46065,43527,50402,56544,0.2654,0.0419,0.1017,0.0933,0.0841,-0.0071,0.2411,0.3262,0.0958,0.0468,0.046,0.0712,0.1052,0.0846,0.209,0.0772,0.1348,0.1015,0.1098,0.1196,0.1381,0.212,0.075,0.1138
11/16/20,11:57:46 AM,1.325E+17,00:30:15,45.98,54.28,51.86,52.01,51.03,52.94,49.64,47.68,51.59,53.93,53,51.76,51.67,52.46,47.94,51.65,50.98,50.97,49.82,50.87,49.18,47.02,51.1,50.48,33883,41635,44012,53544,56066,59105,34421,38690,40352,50122,53010,62050,40051,41716,35291,52069,49626,53644,32276,38654,46190,43293,49854,55919,0.2584,0.0112,0.0736,0.0696,0.0966,0.045,0.1372,0.1992,0.081,0.0199,0.0434,0.0764,0.0788,0.0576,0.1906,0.0794,0.098,0.0983,0.1318,0.1012,0.1512,0.2216,0.0947,0.1124
11/16/20,11:58:01 AM,1.325E+17,00:30:30,47.99,54.31,52.12,53.58,53.31,53.3,49.78,47.58,51.59,54.74,53.2,52.15,52.52,53.18,48.38,52.59,51.13,51.25,50.71,51.55,49.49,47.42,52.11,51.53,33703,42145,43464,54076,57135,58549,34285,39091,41645,50976,52694,63537,39995,41368,34037,53560,50447,53235,31800,38592,46163,43658,52237,57037,0.189,0.0105,0.0666,0.0286,0.0355,0.0357,0.133,0.2026,0.081,0.0001,0.0383,0.0658,0.056,0.0388,0.1764,0.0541,0.0938,0.0905,0.1057,0.0821,0.1417,0.2079,0.0669,0.0827
11/16/20,11:58:16 AM,1.325E+17,00:30:45,47.92,54.45,51.74,52.61,52.29,53.28,49.33,47.1,51.48,53.54,54.11,51.88,51.58,51.27,48.41,52.71,50.21,50.81,50.42,50.82,49.26,47.9,51.32,51.24,33399,42246,44009,54242,55288,59699,34619,38916,41596,50691,52943,63332,39787,41007,35314,52169,50587,53194,31630,38271,46022,43449,50080,56196,0.1913,0.0071,0.0769,0.0536,0.0621,0.0362,0.1466,0.2188,0.0841,0.0296,0.0154,0.0731,0.0813,0.0899,0.1754,0.051,0.1202,0.1029,0.1141,0.1026,0.1487,0.192,0.0885,0.0907
11/16/20,11:58:31 AM,1.325E+17,00:31:00,47.8,53.95,50.88,54.02,52.23,54.09,48.84,48.11,54.46,54.27,53.13,51.05,52,51.3,46.75,50.78,49.88,51.2,50.72,51.76,48.62,47.47,51.57,51.17,34442,42003,43760,54106,55771,59391,33394,38633,40011,47657,52891,61425,40095,42326,35323,52548,50676,51803,31850,38349,46266,43087,50443,56752,0.1953,0.0194,0.1009,0.0176,0.0637,0.0159,0.1618,0.1851,0.0068,0.0115,0.0401,0.0961,0.0699,0.0891,0.2309,0.1037,0.13,0.0919,0.1055,0.0764,0.1687,0.2063,0.0816,0.0927
