,compound,Egg-Fertilized_F1_8,Egg-Fertilized_F2_4,Egg-Fertilized_F3_18,Egg-Fertilized_F4_12,Embryo-1_F5_39,Embryo-1_F6_7,Embryo-1_F7_23,Embryo-1_F8_29,Larvae-1_F9_6,Larvae-1_F10_19,Larvae-1_F11_44,Larvae-1_F12_5,Larvae-2_F15_46,Larvae-2_F16_11,Larvae-3_F17_43,Larvae-3_F18_26,Larvae-3_F19_17,Larvae-3_F20_9,Larvae-4_F23_1,Larvae-4_F24_24,Larvae-5_F25_2,Larvae-5_F26_22,Larvae-5_F27_15,Larvae-5_F28_13,Larvae-6_F31_16,Larvae-6_F32_14,Recruit-1_F33_3,Recruit-1_F34_47,Recruit-1_F35_10,Recruit-1_F36_28,Recruit-1_Plug_20,Recruit-1_Plug_32,Recruit-1_Plug_35,Recruit-1_Plug_37,Recruit-2_F37_45,Recruit-2_F38_27,Recruit-2_F39_21,Recruit-2_F40_25,Recruit-2_Plug_31,Recruit-2_Plug_34,Recruit-2_Plug_40,Recruit-2_Plug_41,Recruit-2_Plug_42,Recruit-3_Plug_30,Recruit-3_Plug_33,Recruit-3_Plug_36,Recruit-3_Plug_38
90,Adenosine,299691.789,286267.795,164208.423,102357.5077,9939.187722,9893.353274,10512.2232,17099.69433,21361.33031,4714.554375,9830.318087,11404.93063,12254.52074,14252.21362,8044.840319,14447.29002,8401.253292,93999.24044,59425.81019,34047.73563,13345.6272,9485.85992,15444.09757,10229.84144,51116.22059,19154.85336,70370.73996,274625.4414,33712.89858,24529.9073,893533.2723,550564.7109,201921.1639,342486.8499,47723.33075,49079.34855,32765.24611,122739.8499,37567.9086,235657.5653,215035.7643,80528.36132,144062.0242,220958.1038,118965.7486,137290.0545,285543.3956
42,Adipic acid,162518.5027,88502.05651,97691.98409,69858.94877,53763.98544,130504.9753,150916.2721,81638.80939,177363.4692,52372.52138,96492.91993,140201.0691,123553.9852,136164.4082,64072.28226,89844.18811,99928.43922,117269.8297,83501.47819,112013.9521,118834.2143,128561.8138,150253.0585,273500.3482,133993.3659,86373.50497,263879.2255,297696.764,190771.3525,123681.0897,128376.329,84495.05828,97387.20613,85012.06887,193439.0825,196606.7944,126926.733,349202.0989,93227.30011,98138.08351,117041.538,175965.5256,77658.64567,151412.3582,119999.3298,104263.7201,92414.96709
12,ADP,109367.7037,88045.9934,176824.9636,147614.8299,36441.31875,21409.11364,28796.82327,39490.54598,15995.80884,13738.05405,44442.26133,18063.52849,44292.02021,23916.10109,8939.771171,6488.350866,4228.131376,11391.42493,13363.83361,14527.16712,9092.484712,5289.107283,9151.452727,5207.885815,2283.592185,2617.47283,9913.95906,15328.82803,5454.195147,2915.889525,2077.073351,951.1282748,0,942.5046425,4520.06258,1317.621072,1423.865648,4559.882724,1172.780394,0,1953.621281,1300.930192,1352.97996,2146.96543,1173.368885,1186.796615,969.4572926
24,ADP-D-Glucose,9685.907805,8108.29994,16021.58495,14575.27908,5730.869949,6412.570012,7067.591655,9911.944015,4372.774016,4103.390051,10575.00604,5710.532094,10829.38971,5560.742405,1990.068474,1577.913746,861.8935925,1419.705084,2140.473673,4704.305627,768.6822917,1200.859138,0,0,0,0,1289.199976,4516.241797,0,671.00537,1619.534458,0,1786.563887,1563.261835,0,0,0,2029.677261,0,0,0,0,0,0,0,0,892.5576607
57,Alanine,604376.6288,516793.8742,858154.6567,793842.7164,82788.67881,99490.01349,92081.83549,118131.5264,78177.36026,64071.09588,83489.38594,57365.44274,137782.1352,167468.0369,41884.34955,49283.86235,39392.57252,60719.13445,65054.18834,77635.94607,65345.25258,22174.32297,76294.3406,36119.59118,50969.83648,23542.40522,73394.9453,98570.17157,30378.40231,55947.30356,93742.13262,47326.65494,60297.58083,70052.29665,57456.42478,31873.47591,41354.32997,56263.84492,35524.58514,47964.56166,52494.95482,32661.18879,54716.28474,94011.44511,42511.1026,41013.32339,119724.6143
69,Alanine-Alanine,1318252.924,1143023.59,2192888.211,2163569.683,1227680.379,717449.2775,1225933.577,1354880.852,472543.754,510480.0024,1234143.104,557216.09,969719.8795,589034.2793,155705.6395,158071.9123,78829.13948,153377.0259,95792.14851,318771.0747,63187.17054,92600.47217,120898.764,24343.2125,71581.32737,15035.4802,89799.53256,286279.5276,91673.31786,80740.60311,188542.9946,83443.54104,184108.5333,120304.6224,93490.14075,64181.32212,54180.09881,176842.2715,15397.91793,63231.84902,129507.8279,34650.34489,106759.5083,97939.91649,50159.72989,57564.56514,147225.9858
27,AMP,762765.8509,496983.0352,701330.7815,498368.0409,96941.98328,79110.12928,119907.5433,188896.0751,84261.40227,65871.05937,98750.81409,36222.41475,153282.7212,77400.19099,32383.84241,56541.83794,33298.65935,176918.8571,144325.2617,159798.0696,43207.0823,63371.27937,81879.35833,23773.12276,97583.87281,26093.81546,170238.3042,531425.1028,115169.3334,74229.99181,179560.86,37974.7603,268528.9675,187511.0724,137186.6441,113963.0993,75558.56396,258939.4582,19567.42685,82647.80856,181974.8901,38949.81348,162278.3102,66488.65027,46172.27359,35052.78488,252184.67
6,Arginine,72322.33375,48663.92161,102349.6845,73061.05998,30906.782,24894.76855,33612.44658,46266.30549,20451.42546,20231.27419,44302.59874,20794.14294,47679.99007,29932.66984,7448.552524,6381.181855,4477.382944,6600.522664,5200.638244,11429.78902,5223.427993,4453.382059,6079.903486,2046.600036,4046.678914,1357.71347,4043.902382,8290.657299,4064.905726,5239.146482,9071.972469,2655.931909,14808.82449,9298.724515,6877.236172,3699.971994,2434.78441,4292.596205,2173.36482,5956.988504,10595.65718,3064.699195,10464.00389,9117.86515,2179.008353,4121.08744,20276.09654
124,Arginine-Alanine,3699.466979,2823.566165,5156.436211,6299.88009,1625.83818,1523.120211,1689.822235,4285.442498,1160.560548,3338.909731,5941.562223,2540.136789,6996.087188,2926.013279,0,0,0,0,646.0128033,1399.575273,0,0,0,0,0,0,0,0,0,0,0,1772.886719,0,0,0,0,0,1035.335943,0,0,0,0,0,0,0,0,1064.076082
123,Arginine-Glutamine,62395.63252,50369.38413,97539.14216,77821.36637,40867.16398,25125.38313,34842.51099,40117.52862,9624.366352,7883.863524,26615.6112,14498.24249,29468.27001,15462.21994,4018.683729,6744.961977,3314.961226,6630.62705,6469.26989,17860.01501,6207.207539,11347.96321,11643.84521,0,24119.65338,2377.445421,5580.49723,5460.241414,1515.403355,1295.101471,35867.55148,14712.74264,34284.24025,33196.37445,1659.691549,1331.153176,0,3571.500231,0,4990.620468,19547.46549,2252.211839,19499.077,30311.77442,13747.00781,17452.80603,47366.68428
54,Asparagine,129138.0435,107411.5833,171658.1025,179007.9365,43129.8021,37225.08657,48962.32815,59856.886,23820.10651,20965.00016,56866.51696,32670.78526,69007.50917,32911.23053,8506.72323,9920.283276,5487.595423,9087.965583,7271.26011,13449.93013,5057.059205,5512.571834,9125.852769,1215.180818,6178.954309,1170.348016,5863.939489,18768.84482,3833.773529,4883.755897,16131.38784,7200.128688,17927.38304,12483.67756,5151.916504,4176.04804,2145.023559,12665.31806,1605.881099,11116.40657,11610.4386,3210.570438,7943.912552,14131.66025,2339.459493,7538.985334,18621.18016
31,Aspartate,316796.1637,290910.5001,510180.3138,471000.8137,175119.4144,147034.1582,227229.283,274515.7194,69701.43516,96088.08053,297169.7859,132115.0986,155127.248,97629.79713,12265.81469,13629.77039,9741.411001,17264.06872,20068.89387,38786.86787,14840.56547,14303.8174,22049.87753,4582.058056,16379.72849,8227.769082,20942.02409,81333.87065,16024.52609,13372.27069,42550.51444,19399.99503,32481.959,30968.56604,17809.29385,16576.30137,11253.946,24096.59882,8700.926932,22702.03327,24014.59959,11991.7673,22174.22067,34010.94614,10756.92559,15093.98761,34611.77453
1,ATP,13300.10481,14101.6761,61856.35364,74379.2368,200325.9193,52588.75453,62503.28738,86807.90218,18649.64479,21419.68272,131846.045,24063.23426,93500.2736,39164.01335,12328.49561,10308.67837,5029.950833,4349.569556,11506.48638,25991.80604,7922.260085,4872.164549,9164.884244,3876.279445,1646.072118,1735.49853,2607.440208,9456.835092,3705.378718,2264.143651,1946.835734,1032.750836,0,0,3675.351428,0,1324.03797,1970.597539,1286.485538,1235.712802,3065.189887,1349.577836,0,2274.374891,0,0,0
100,Carbamoyl phosphate,480344.8608,371477.2618,1222948.891,750596.6058,347554.307,375908.3736,511101.1235,559986.5904,174039.087,191444.6406,392689.8244,237375.9482,480016.2051,458744.9009,280182.861,175872.8883,207854.6765,124409.9327,99840.02859,349630.9763,77084.88343,124007.5737,177723.6303,138330.6927,110981.258,129747.0807,117749.1389,684398.3305,114848.8652,146876.3711,175458.3464,53359.28973,94937.936,66013.24886,432288.414,74206.77157,65110.58597,148212.2722,54945.7502,129043.9985,217278.65,116273.7698,66879.25001,90309.01926,34875.93946,33964.57418,87429.45418
19,CDP-Choline (+HAc),1049031.162,835380.0057,1508637.067,1547523.85,924954.0095,749903.3256,1016093.818,1287581.845,92412.0021,110740.1059,284431.2018,153256.0187,22720.34542,9223.157279,1047.64473,2600.30089,516.2098185,1395.508659,1876.963022,6179.602558,745.7308956,862.475593,1316.288616,0,1079.318961,0,1396.274208,2010.461235,0,0,2046.716136,0,5338.396396,1375.102863,1133.429118,0,0,1125.60496,0,0,0,0,1090.286565,0,0,0,0
111,CDP-ethanolamine,516867.9818,431116.4444,802478.3615,780645.181,296117.8522,246679.6852,323834.9134,404470.4744,105365.0935,115279.7292,327072.9493,177626.8813,132378.4552,67740.06261,15649.94492,21779.70505,8974.407906,21366.3004,20366.4964,42297.7857,6530.281803,7804.931447,13629.47244,0,7202.29409,1221.095593,8567.774608,26428.78085,8686.795898,6113.373346,14968.15848,4318.973307,13718.4343,11468.22228,7603.658645,7728.480691,4484.532658,11090.19348,0,1742.371103,8796.943205,819.8203487,9467.299017,5603.992221,2805.44035,1689.950892,8861.261927
43,Cellobiose,171915.98,64152.88988,55719.70246,55173.93789,21312.13082,31483.03711,40530.00794,70590.94568,36048.56455,20092.37912,13073.04973,3795.535705,6206.126731,2500.508882,1400.458761,3077.810538,1750.357049,11170.49141,9044.851181,3580.407978,1249.771893,4025.548631,1442.323627,1567.069028,1629.801495,1540.641555,8413.561485,19317.01818,3733.80648,6743.926839,15226.48173,21157.57336,31437.74081,16307.70857,2076.577248,6838.836116,1965.095131,9735.349812,2137.520086,8829.890724,10542.88207,1580.382746,6622.072539,10339.9092,10503.83106,10664.77342,17311.57933
5,Citrate,1271805.493,493471.0469,3624502.363,2515161.7,102147.107,115787.8145,217123.5357,267855.4116,37480.70182,49187.88795,91261.5566,64713.23949,60161.17574,63913.06566,13202.62652,20810.30268,9741.771826,32458.26433,15954.58649,43741.71539,12513.96449,15710.80303,21800.38319,33358.30838,17351.64075,18141.76086,17431.57246,59037.8716,24904.68755,15668.68397,30281.4079,12678.30995,13787.01473,12248.13155,26452.98815,19640.11852,16503.06721,25385.06093,14183.49234,12145.82327,26497.08312,13440.36101,14145.89793,27595.47569,12910.3481,10496.03983,12186.34604
101,Citrulline,9017.528441,9207.098722,9592.851154,13782.1789,4034.669774,4665.517581,3932.58869,5274.897075,1341.286063,2178.862909,4885.526031,2800.775314,7413.620851,5275.311256,986.6405951,1528.016272,1450.708025,1617.12775,2572.522217,4384.483243,1094.359801,1816.372235,3209.084007,0,1347.413512,0,1642.376319,6410.477276,1395.084612,1083.957755,7217.499565,1518.549381,5151.409445,6195.591592,1356.394178,2149.122854,1154.846852,4471.595636,1210.755434,2083.237,5784.964464,1006.832136,2175.18892,9563.665922,3488.348096,5473.126604,9744.260319
15,CMP,23575.87298,14685.15255,34820.85005,25574.46697,6186.633137,7528.626954,10683.69488,13666.01731,2957.25363,3523.037042,4630.744064,2252.472303,1301.81453,976.733706,0,0,445.4027705,774.0537237,509.9341041,1136.931419,636.0156434,597.0744796,0,0,925.4997902,0,750.2596782,4895.717829,0,0,2716.038207,1485.019892,2631.877035,1792.431794,768.7880184,1705.70195,1121.201189,2971.601788,853.8710989,2445.585789,3819.584125,0,2045.288083,0,927.6842458,0,5171.176404
126,Coenzyme A,9614.275598,17457.58419,10878.54168,25976.32446,36530.03318,14854.19651,11235.86733,17790.86696,8304.504266,2343.604972,28527.46937,9952.131479,24937.43205,11283.40462,2649.851357,4215.648171,2171.866623,3732.732105,1986.712464,10186.45591,0,757.8970086,1566.418621,0,0,0,2861.570545,8555.713643,2042.354613,0,0,0,0,0,3047.865085,0,0,0,0,0,1682.445577,0,1000.697177,1480.973456,0,0,1035.757578
88,Creatinine,30533.97716,28151.71897,50744.4458,43768.09579,18667.38638,17395.38014,21027.34549,24353.27501,9190.238226,7145.458072,12347.80935,12777.23426,7630.310065,8912.16037,12828.86715,9579.032115,13073.87553,5572.860159,2924.486675,12878.08659,8720.253599,5868.375561,8255.949499,14872.79844,8679.893179,13220.6291,15745.95427,11365.6466,9253.119216,7111.616806,22209.77452,10595.14577,6788.543485,10882.2425,3421.886087,11772.74035,9442.699981,7839.778695,4190.615175,19232.7153,11707.21172,12086.74798,9917.82477,34602.85596,14143.97007,10167.34602,7574.221351
95,Cresol,656208.9524,339597.6469,589814.8723,548143.809,281393.1263,135260.5193,214131.1818,367236.0817,215374.1606,170401.074,168084.549,52299.48184,129342.8443,80474.67314,13018.16025,20767.72712,8943.435973,32815.04062,19148.03003,43065.69488,14228.16851,19780.10334,33528.4829,15965.43521,29535.71115,11557.98754,36827.92429,129157.3591,16878.19105,13199.43795,516779.8064,280002.9711,364394.3244,274410.7984,27338.15143,50790.43706,29703.81514,124452.2622,63061.27104,181078.6146,404522.2875,102036.6013,232678.3703,233404.1071,124414.7041,165083.5556,427913.3772
76,Cyclic AMP,3514.766317,4602.813908,6880.500617,5520.659389,1946.536322,1457.081287,1368.567619,2708.610119,0,0,0,0,0,0,736.8085996,0,0,0,801.9135956,0,0,0,0,0,0,0,0,1179.818914,0,0,0,1018.825657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Deoxyguanosine,11678.57631,7751.223163,12297.13052,5645.985085,14588.35115,4841.992139,4225.525248,6443.808837,4012.425619,0,0,4282.478713,0,0,0,0,0,2247.938637,5182.719967,0,4559.888798,0,0,0,0,1613.255075,5071.665119,0,0,0,0,2229.039396,0,0,0,0,0,0,1146.139977,0,0,0,0,0,1492.073206,0,0
102,Dihydroorotate,328633.6118,168816.201,276057.156,291872.2571,2474.275992,45282.75782,96837.09246,48134.05864,31062.3974,35510.4718,8146.618338,31607.0369,9158.955789,43019.87647,5133.768365,5048.280978,4470.291086,12373.22513,6111.169601,13409.47769,8909.812689,6375.014574,5876.110975,1707.209976,4687.998893,3951.881809,9054.639172,4294.286724,6394.151674,6910.726908,19800.53643,5368.641838,12753.39578,12168.38928,1517.921918,4787.591099,3999.564167,7123.428918,4509.026626,8416.405413,10086.62779,2660.77012,5504.293048,9767.928995,6474.323948,3218.37255,5413.278344
23,Dihydroxyacetone phosphate,37995.30659,64358.94938,77439.76258,65704.66138,3411.00814,3047.637249,3676.004524,4313.964543,922.4884135,960.8719347,3344.749615,2302.013062,5135.981618,2715.803697,0,881.1117916,0,0,1355.647276,1069.677633,813.1846038,0,891.6066845,0,0,0,735.3742054,1453.937467,0,0,1266.495544,0,1133.743001,951.7659537,0,0,0,1214.583115,0,0,1171.404772,0,0,0,0,0,963.2357314
115,Dopamine,146624.1601,118331.0383,234510.3344,184436.6466,69349.48022,57669.30247,92148.80146,108353.1705,29177.63872,32786.30722,65654.81186,48335.2943,49632.48741,38607.90819,8954.290426,9727.83798,4683.676618,11175.19963,8866.198893,22113.83442,7125.502288,7475.85345,7620.441466,3793.319088,8501.987307,4837.839782,3137.949464,13750.45251,4059.923037,4586.759203,14696.33515,5044.040204,8965.730301,8935.158684,7582.92303,4620.957914,5613.164149,11048.70337,5629.336629,7626.981573,10867.18453,3110.960545,7371.200813,9219.802062,4304.054793,8956.517449,7908.209511
36,FAD,45014.18982,37062.02283,78831.93006,70133.29194,26771.93163,24182.17934,29572.38383,38056.23155,11018.25964,8820.271958,24528.9352,13578.61345,17741.89701,9555.472285,0,1585.5277,0,1640.326073,2423.676746,2468.635578,0,798.248425,1477.342983,0,0,0,0,5690.589389,1109.162406,0,0,0,1316.954882,2318.866094,0,0,0,0,0,0,0,0,0,0,0,0,1351.846929
67,Fructose,278599.9515,196345.4551,427295.9066,358478.4372,106010.707,90032.80683,121102.0667,175546.6197,58148.65937,51986.79399,112559.4942,53495.52207,92511.77974,59184.30729,16649.87383,18971.13644,9354.986768,43290.36873,17507.67667,40315.91891,22615.1573,18072.10419,15840.81024,3909.483485,17805.73529,2851.734977,31370.97929,71599.20926,14691.07412,7903.639769,175905.3262,36979.03687,73138.60179,58325.09011,8846.537288,8759.694134,7120.898024,60974.54979,9368.639288,14974.58901,104611.0598,6969.835098,43222.39671,26949.94272,10489.35347,18059.73702,50861.90634
46,Fumarate,532763.2277,474364.8857,931166.3984,797910.1248,106814.7629,103358.0802,140078.3615,155845.6779,111459.2817,117819.7258,242288.0088,142880.7976,259590.3865,177850.3781,83047.73762,97902.05651,59696.06218,107864.9112,53527.11362,121529.2445,93754.29457,66743.19748,79191.12327,111011.938,107535.171,109318.4255,88810.10296,152104.9342,89053.07891,69309.51979,148160.7686,108648.7396,122604.4305,103183.3907,94056.29377,136053.7401,83383.36276,154856.6872,106525.6614,105501.1635,144338.0542,85803.59924,80655.29904,131776.4784,123671.0694,107442.946,112204.6567
103,Galactitol,3369479.67,3178179.963,6001252.869,6205107.946,1736287.854,2520775.071,3037038.266,3706908.119,1150827.756,1106778.388,1924707.128,1483832.569,2182581.451,1198347.292,269179.9308,27074.94932,151828.3915,35905.21649,25489.45537,1022801.197,230727.7156,31038.73166,483105.3135,102748.2483,256001.9457,79582.28184,18015.77809,680145.5727,37934.90098,274290.3707,781096.7191,51447.74973,200389.5261,111878.3846,381634.7997,73263.93283,75582.48744,633220.0581,19348.17888,169791.5759,44991.35332,206852.5809,76337.93861,107149.3645,30047.67759,38083.03353,264673.6883
66,Glucose,342451.123,222955.7208,632695.6969,473396.6292,148250.0452,99820.31158,152246.7162,206793.5973,57172.44175,56367.70561,146978.2706,78392.55027,113889.3271,50147.86781,8136.78268,18971.13644,5283.88657,24666.2996,12940.61453,40315.91891,20435.6232,15817.71417,24307.45376,5594.806153,18502.21062,8563.03949,23542.56958,35567.93929,18611.33501,7903.639769,32453.81381,42489.64371,41818.08173,33276.48479,12250.91145,5075.21034,8701.940725,13259.8314,8861.487255,41095.74511,106994.8432,9702.46035,32443.98295,42145.23765,10600.54134,22644.63589,46191.66962
10,Glucose-6-phosphate,331773.591,242798.9387,570039.3393,534221.3033,221368.2248,147291.1315,213908.2191,265860.6318,65075.29722,84898.07177,233785.1866,105994.6515,232549.4413,120511.4521,42210.32525,40909.5455,21398.45017,38873.44237,49508.20928,86707.54294,26616.39461,24809.53411,32108.46533,12798.10555,16667.18302,6130.232069,30501.49531,105199.1299,23556.19941,18724.86792,11364.22912,3170.259115,21097.76411,13081.59019,22626.68477,13431.20402,11259.31465,33207.28912,5085.367331,6751.288235,27821.38378,5581.093348,18362.6416,2548.453928,1599.970708,1177.003399,22983.00519
37,Glucuronic acid,119050.1002,8835.382321,2241492.276,67732.90772,9133.451453,4922.499442,73874.35315,114758.6868,6239.26187,21014.97699,98844.96654,4737.531907,205386.992,516270.9834,131424.5981,2592.029841,119398.4093,4541.507699,2839.787454,45269.20564,2733.671092,8617.043742,59274.28944,61026.33967,16401.32311,115441.4648,18796.73613,861092.0877,12453.65063,69126.21654,31049.76393,2908.407235,8136.110312,10574.03081,320826.8797,41292.36012,45639.64681,21646.15294,53424.97719,83873.19026,51334.21197,37456.14644,5270.765029,8177.576159,5128.658624,3452.167613,11746.1753
32,Glutamate,7391155.407,6738972.398,13154075.28,12126573.83,2496431.536,2323155.382,3270093.559,4146662.804,1260292.673,1350985.729,3899167.155,1880382.86,2279955.262,1501298.446,305648.7434,315976.6096,174942.3824,315772.4526,422975.7955,738813.2353,244032.7206,260959.2133,353396.9359,62999.51773,226389.8347,47629.26798,302617.3709,894040.666,209690.5375,180147.4722,549778.2137,193685.0311,462724.6446,356080.6025,247677.4625,194888.7427,108355.8755,449462.4993,69581.89808,214800.0797,328165.7134,104727.4408,227890.3068,313970.4675,121573.6752,141311.327,556581.9491
50,Glutamine,1567751.033,1246891.058,2191953.257,2128399.515,968720.9245,752745.9137,940140.235,1263799.974,246955.6373,305149.3061,782359.8981,426459.8846,764735.042,473038.7735,139025.9323,142139.1607,81908.71795,142214.1261,203141.1255,330334.9054,224559.326,277583.4055,332652.5902,42292.69482,340132.6396,72363.41133,154704.6529,410048.6331,115500.276,142537.8704,899431.1225,345841.2692,899554.7424,794968.0251,232546.8795,136054.8788,109764.3573,303092.7686,84212.53495,322479.0169,497183.823,138422.7966,520674.6975,622676.3692,216212.854,290529.8459,1200409.003
